UNITID,EFDELEV,EFDETOT,EFDEEXC,EFDESOM,EFDENON
197814,11,1153,792.0,283.0,78.0
197850,1,3338,1294.0,1012.0,1032.0
197850,2,3338,1294.0,1012.0,1032.0
197850,3,1564,462.0,586.0,516.0
197850,11,1774,832.0,426.0,516.0
197869,1,6030,1314.0,1654.0,2714.0
197869,2,6030,776.0,1654.0,2714.0
197869,3,6030,752.0,1654.0,2714.0
197869,11,114,24.0,13.0,54.0
197869,11,1878,871.0,236.0,771.0
197887,1,6030,1314.0,1654.0,2565.0
197887,2,6030,1314.0,1654.0,2565.0
197887,3,4019,604.0,1445.0,1970.0
197887,11,2454,1314.0,447.0,595.0
197911,1,1265,187.0,766.0,312.0
197911,2,1187,171.0,751.0,265.0
197911,3,1057,43.0,751.0,263.0
197911,11,130,128.0,2.0,16.0
197911,11,114,16.0,15.0,47.0
197966,1,1741,626.0,525.0,590.0
197966,2,1741,626.0,525.0,590.0
197966,3,1497,575.0,462.0,460.0
197966,11,244,51.0,63.0,130.0
197984,1,1501,63.0,166.0,1272.0
197984,2,1475,37.0,166.0,1272.0
197984,3,1413,36.0,166.0,1211.0
197984,11,114,1.0,2.0,61.0
197984,11,114,26.0,2.0,16.0
197993,1,168,2.0,114.0,52.0
197993,2,168,2.0,114.0,52.0
197993,3,168,2.0,114.0,52.0
198011,1,978,279.0,314.0,385.0
198011,2,978,279.0,314.0,385.0
198011,3,796,222.0,248.0,326.0
198011,11,182,57.0,66.0,59.0
198039,1,2794,1119.0,1644.0,31.0
198039,2,2794,1119.0,1644.0,31.0
198039,3,1835,764.0,1067.0,16.0
198039,11,959,355.0,577.0,27.0
198066,1,759,12.0,12.0,735.0
198066,2,735,1.0,5.0,729.0
198066,3,731,0.0,5.0,726.0
198066,11,114,1.0,2.0,16.0
198066,11,114,11.0,7.0,16.0
198084,1,1678,928.0,565.0,185.0
198084,2,1678,928.0,565.0,185.0
198084,3,1070,593.0,348.0,129.0
198084,11,608,335.0,217.0,56.0
198109,1,528,99.0,354.0,75.0
198109,2,451,90.0,286.0,75.0
198109,3,449,88.0,286.0,75.0
198109,11,114,2.0,2.0,16.0
198109,11,114,9.0,68.0,16.0
198118,1,3703,1193.0,1098.0,1412.0
198118,2,3703,1193.0,1098.0,1412.0
198118,3,2297,897.0,795.0,605.0
198118,11,1406,296.0,303.0,807.0
198136,1,5272,730.0,832.0,2714.0
198136,2,2965,475.0,803.0,1687.0
198136,3,2933,465.0,802.0,1666.0
198136,11,114,10.0,2.0,21.0
198136,11,2307,255.0,29.0,2023.0
198154,1,6030,1314.0,1654.0,2714.0
198154,2,6030,1314.0,1654.0,2714.0
198154,3,6030,1314.0,1654.0,2615.0
198154,11,5220,703.0,511.0,2714.0
198206,1,1554,682.0,523.0,349.0
198206,2,1554,682.0,523.0,349.0
198206,3,1151,402.0,465.0,284.0
198206,11,403,280.0,58.0,65.0
198215,1,1172,184.0,141.0,847.0
198215,2,1094,129.0,141.0,824.0
198215,3,1076,115.0,138.0,823.0
198215,11,114,14.0,3.0,16.0
198215,11,114,55.0,2.0,23.0
198233,1,4172,1314.0,1156.0,432.0
198233,2,4172,1314.0,1156.0,432.0
198233,3,2576,1314.0,979.0,215.0
198233,11,1596,1202.0,177.0,217.0
198251,1,5231,1314.0,1654.0,985.0
198251,2,5231,1314.0,1654.0,985.0
198251,3,4143,1314.0,1619.0,923.0
198251,11,1088,925.0,101.0,62.0
198260,1,6030,1314.0,508.0,189.0
198260,2,6030,1314.0,508.0,189.0
198260,3,6030,1314.0,484.0,181.0
198260,11,4172,1314.0,24.0,16.0
198303,1,886,108.0,267.0,511.0
198303,2,800,34.0,260.0,506.0
198303,3,800,34.0,260.0,506.0
198303,11,114,74.0,7.0,16.0
198321,1,1946,1023.0,768.0,155.0
198321,2,1946,1023.0,768.0,155.0
198321,3,1372,778.0,572.0,22.0
198321,11,574,245.0,196.0,133.0
198330,1,3611,1310.0,1207.0,1094.0
198330,2,3611,1310.0,1207.0,1094.0
198330,3,2772,1026.0,999.0,747.0
198330,11,839,284.0,208.0,347.0
198367,1,2701,1216.0,861.0,624.0
198367,2,2701,1216.0,861.0,624.0
198367,3,1822,843.0,613.0,366.0
198367,11,879,373.0,248.0,258.0
198376,1,3921,1314.0,1351.0,1170.0
198376,2,3921,1314.0,1351.0,1170.0
198376,3,2454,920.0,949.0,585.0
198376,11,1467,480.0,402.0,585.0
198419,1,6030,950.0,1198.0,2714.0
198419,2,6030,2.0,69.0,2714.0
198419,3,6030,2.0,69.0,2714.0
198419,11,114,0.0,2.0,70.0
198419,11,6030,948.0,1129.0,2714.0
198455,1,4294,1314.0,1216.0,525.0
198455,2,4294,1314.0,1216.0,525.0
198455,3,3254,1314.0,1122.0,97.0
198455,11,1040,518.0,94.0,428.0
198464,1,6030,1314.0,1654.0,2714.0
198464,2,6030,1314.0,1654.0,2714.0
198464,3,6030,1314.0,1654.0,2714.0
198464,11,1303,1079.0,75.0,149.0
198464,11,5463,1314.0,580.0,1510.0
198491,1,1313,932.0,233.0,148.0
198491,2,1313,932.0,233.0,148.0
198491,3,908,647.0,158.0,103.0
198491,11,405,285.0,75.0,45.0
198507,1,2149,539.0,1141.0,469.0
198507,2,2033,462.0,1123.0,448.0
198507,3,1912,389.0,1118.0,405.0
198507,11,121,73.0,5.0,43.0
198507,11,116,77.0,18.0,21.0
198516,1,6030,0.0,2.0,2714.0
198516,2,6030,0.0,2.0,2714.0
198516,3,6030,0.0,2.0,2714.0
198534,1,6030,1314.0,1654.0,635.0
198534,2,6030,1314.0,1654.0,635.0
198534,3,6030,1314.0,1654.0,590.0
198534,11,1712,723.0,944.0,45.0
198543,1,6030,1314.0,1654.0,943.0
198543,2,5748,1314.0,1654.0,818.0
198543,3,5218,1314.0,1654.0,468.0
198543,11,530,25.0,155.0,350.0
198543,11,1039,760.0,154.0,125.0
198552,1,6030,1314.0,1654.0,2596.0
198552,2,6030,1314.0,1654.0,2596.0
198552,3,6030,1314.0,1654.0,2024.0
198552,11,1483,587.0,324.0,572.0
198561,1,3144,897.0,600.0,1647.0
198561,2,1812,480.0,525.0,807.0
198561,3,1811,479.0,525.0,807.0
198561,11,114,1.0,2.0,16.0
198561,11,1332,417.0,75.0,840.0
198570,1,5558,1314.0,1654.0,358.0
198570,2,5558,1314.0,1654.0,358.0
198570,3,3228,1258.0,1654.0,162.0
198570,11,2330,1314.0,687.0,196.0
198598,1,826,125.0,282.0,419.0
198598,2,730,33.0,282.0,415.0
198598,3,619,21.0,249.0,349.0
198598,11,114,12.0,33.0,66.0
198598,11,114,92.0,2.0,16.0
198613,1,1167,0.0,335.0,832.0
198613,2,1129,0.0,330.0,799.0
198613,3,1022,0.0,300.0,722.0
198613,11,114,0.0,30.0,77.0
198613,11,114,0.0,5.0,33.0
198622,1,6030,1314.0,1654.0,2714.0
198622,2,6030,1314.0,1654.0,2714.0
198622,3,6030,1314.0,1654.0,2707.0
198622,11,2032,566.0,441.0,1025.0
198640,1,995,553.0,275.0,167.0
198640,2,995,553.0,275.0,167.0
198640,3,519,254.0,130.0,135.0
198640,11,476,299.0,145.0,32.0
198668,1,1286,551.0,428.0,307.0
198668,2,1286,551.0,428.0,307.0
198668,3,803,343.0,329.0,131.0
198668,11,483,208.0,99.0,176.0
198695,1,5981,226.0,103.0,2714.0
198695,2,5036,31.0,74.0,2714.0
198695,3,4965,17.0,59.0,2714.0
198695,11,114,14.0,15.0,42.0
198695,11,945,195.0,29.0,721.0
198710,1,1876,889.0,525.0,462.0
198710,2,1876,889.0,525.0,462.0
198710,3,1118,444.0,384.0,290.0
198710,11,758,445.0,141.0,172.0
198729,1,1359,716.0,372.0,271.0
198729,2,1359,716.0,372.0,271.0
198729,3,954,378.0,344.0,232.0
198729,11,405,338.0,28.0,39.0
198756,1,1093,66.0,2.0,1027.0
198756,2,1052,66.0,2.0,986.0
198756,3,1041,65.0,2.0,976.0
198756,11,114,1.0,2.0,16.0
198774,1,4282,1314.0,1654.0,486.0
198774,2,4282,1314.0,1654.0,486.0
198774,3,2659,873.0,1411.0,375.0
198774,11,1623,770.0,742.0,111.0
198808,1,855,159.0,12.0,684.0
198808,2,855,159.0,12.0,684.0
198808,3,854,158.0,12.0,684.0
198808,11,114,1.0,2.0,16.0
198817,1,2199,1103.0,706.0,390.0
198817,2,2199,1103.0,706.0,390.0
198817,3,1244,606.0,403.0,235.0
198817,11,955,497.0,303.0,155.0
198835,1,2354,375.0,1237.0,742.0
198835,2,1529,79.0,1017.0,433.0
198835,3,1393,67.0,997.0,329.0
198835,11,136,12.0,20.0,104.0
198835,11,825,296.0,220.0,309.0
198862,1,839,66.0,2.0,773.0
198862,2,839,66.0,2.0,773.0
198862,3,839,66.0,2.0,773.0
198899,1,1032,75.0,294.0,663.0
198899,2,994,52.0,294.0,648.0
198899,3,980,50.0,293.0,637.0
198899,11,114,2.0,2.0,16.0
198899,11,114,23.0,2.0,16.0
198905,1,842,475.0,244.0,123.0
198905,2,842,475.0,244.0,123.0
198905,3,352,170.0,127.0,55.0
198905,11,490,305.0,117.0,68.0
198914,1,783,315.0,46.0,422.0
198914,2,783,315.0,46.0,422.0
198914,3,350,227.0,33.0,90.0
198914,11,433,88.0,13.0,332.0
198923,1,1100,580.0,230.0,290.0
198923,2,1100,580.0,230.0,290.0
198923,3,565,366.0,94.0,105.0
198923,11,535,214.0,136.0,185.0
198950,1,1587,17.0,2.0,1570.0
198950,11,265,17.0,2.0,248.0
198969,1,1811,253.0,605.0,953.0
198969,2,1448,197.0,605.0,646.0
198969,3,1442,196.0,604.0,642.0
198969,11,114,1.0,2.0,16.0
198969,11,363,56.0,2.0,307.0
198978,1,517,402.0,68.0,47.0
198978,2,517,402.0,68.0,47.0
198978,3,517,402.0,68.0,47.0
198987,1,3456,1162.0,1099.0,1195.0
198987,2,3456,1162.0,1099.0,1195.0
198987,3,1757,722.0,862.0,173.0
198987,11,1699,440.0,237.0,1022.0
199023,1,702,170.0,272.0,260.0
199023,2,702,170.0,272.0,260.0
199023,3,242,125.0,91.0,26.0
199023,11,460,45.0,181.0,234.0
199032,1,972,233.0,183.0,556.0
199032,2,820,154.0,110.0,556.0
199032,3,816,154.0,109.0,553.0
199032,11,114,0.0,2.0,16.0
199032,11,152,79.0,73.0,16.0
199069,1,2239,1247.0,387.0,605.0
199069,2,2019,1027.0,387.0,605.0
199069,3,1784,866.0,384.0,534.0
199069,11,235,161.0,3.0,71.0
199069,11,220,220.0,2.0,16.0
199087,1,2645,1314.0,731.0,269.0
199087,2,2645,1314.0,731.0,269.0
199087,3,1565,956.0,480.0,129.0
199087,11,1080,689.0,251.0,140.0
199102,1,6030,1314.0,1654.0,2714.0
199102,2,6030,1048.0,1654.0,2714.0
199102,3,6030,998.0,1654.0,2714.0
199102,11,280,50.0,58.0,172.0
199102,11,1654,556.0,261.0,837.0
199111,1,2914,73.0,643.0,2198.0
199111,2,2914,73.0,643.0,2198.0
199111,3,2803,27.0,634.0,2142.0
199111,11,114,46.0,9.0,56.0
199120,1,6030,1314.0,1654.0,2714.0
199120,2,6030,38.0,1654.0,2714.0
199120,3,6030,35.0,1654.0,2714.0
199120,11,114,3.0,4.0,101.0
199120,11,6030,1314.0,1654.0,2714.0
199139,1,6030,1314.0,1654.0,2714.0
199139,2,6030,1258.0,1654.0,2714.0
199139,3,6030,1250.0,1654.0,2714.0
199139,11,398,8.0,100.0,290.0
199139,11,6030,1314.0,1616.0,2621.0
199148,1,6030,1314.0,1654.0,2714.0
199148,2,6030,1314.0,1654.0,2714.0
199148,3,6030,1314.0,1654.0,2714.0
199148,11,336,47.0,74.0,215.0
199148,11,3780,1314.0,580.0,1657.0
199157,1,6030,1314.0,1654.0,2714.0
199157,2,5634,902.0,1654.0,2068.0
199157,3,5101,847.0,1654.0,1703.0
199157,11,533,55.0,113.0,365.0
199157,11,1919,691.0,333.0,895.0
199184,1,1104,0.0,193.0,911.0
199184,2,920,0.0,188.0,732.0
199184,3,915,0.0,188.0,727.0
199184,11,114,0.0,2.0,16.0
199184,11,184,0.0,5.0,179.0
199193,1,6030,1314.0,1654.0,2714.0
199193,2,6030,706.0,1654.0,2714.0
199193,3,6030,331.0,1654.0,2714.0
199193,11,1145,375.0,49.0,721.0
199193,11,6030,1314.0,1511.0,2714.0
199209,1,1337,341.0,232.0,764.0
199209,2,1249,253.0,232.0,764.0
199209,3,1204,219.0,231.0,754.0
199209,11,114,34.0,2.0,16.0
199209,11,114,88.0,2.0,16.0
199218,1,6030,1314.0,1654.0,2714.0
199218,2,6030,1314.0,1654.0,2714.0
199218,3,6030,1314.0,1654.0,2714.0
199218,11,334,26.0,54.0,254.0
199218,11,3549,1314.0,201.0,751.0
199263,1,329,204.0,79.0,46.0
199263,2,329,204.0,79.0,46.0
199263,3,234,141.0,59.0,34.0
199263,11,114,63.0,20.0,16.0
199272,1,713,117.0,124.0,472.0
199272,2,713,117.0,124.0,472.0
199272,3,640,73.0,104.0,463.0
199272,11,114,44.0,20.0,16.0
199281,1,6030,1314.0,1654.0,1795.0
199281,2,5643,1314.0,1654.0,1660.0
199281,3,5544,1314.0,1654.0,1645.0
199281,11,114,79.0,5.0,16.0
199281,11,2023,1314.0,227.0,135.0
199306,1,1076,242.0,418.0,416.0
199306,2,683,26.0,261.0,396.0
199306,3,683,26.0,261.0,396.0
199306,11,393,216.0,157.0,20.0
199324,1,1150,278.0,228.0,644.0
199324,2,1150,278.0,228.0,644.0
199324,3,643,247.0,138.0,258.0
199324,11,507,31.0,90.0,386.0
199333,1,6030,1314.0,1654.0,1980.0
199333,2,6030,1314.0,1654.0,1980.0
199333,3,4961,1314.0,1654.0,934.0
199333,11,2183,685.0,452.0,1046.0
199412,1,1873,464.0,795.0,614.0
199412,2,1317,18.0,733.0,566.0
199412,3,1301,14.0,730.0,557.0
199412,11,114,4.0,3.0,16.0
199412,11,556,446.0,62.0,48.0
199421,1,2469,1314.0,672.0,304.0
199421,2,2469,1314.0,672.0,304.0
199421,3,1362,751.0,484.0,127.0
199421,11,1107,742.0,188.0,177.0
199449,1,2290,705.0,522.0,1063.0
199449,2,2290,705.0,522.0,1063.0
199449,3,1246,617.0,328.0,301.0
199449,11,1044,88.0,194.0,762.0
199458,1,133,19.0,52.0,62.0
199458,2,133,19.0,52.0,62.0
199458,3,125,19.0,52.0,54.0
199458,11,114,0.0,2.0,16.0
199467,1,569,282.0,242.0,45.0
199467,2,569,282.0,242.0,45.0
199467,3,266,184.0,52.0,30.0
199467,11,303,98.0,190.0,16.0
199476,1,1901,788.0,694.0,419.0
199476,2,1901,788.0,694.0,419.0
199476,3,1603,669.0,621.0,313.0
199476,11,298,119.0,73.0,106.0
199485,1,1712,915.0,556.0,241.0
199485,2,1712,915.0,556.0,241.0
199485,3,1015,589.0,342.0,84.0
199485,11,697,326.0,214.0,157.0
199494,1,6030,1314.0,1483.0,1878.0
199494,2,6030,1314.0,1483.0,1878.0
199494,3,4195,1314.0,1114.0,1232.0
199494,11,2559,1314.0,369.0,646.0
199582,1,1108,107.0,706.0,295.0
199582,2,1085,84.0,706.0,295.0
199582,3,937,80.0,665.0,192.0
199582,11,148,4.0,41.0,103.0
199582,11,114,23.0,2.0,16.0
199607,1,469,67.0,132.0,270.0
199607,2,364,4.0,126.0,234.0
199607,3,331,1.0,123.0,207.0
199607,11,114,3.0,3.0,27.0
199607,11,114,63.0,6.0,36.0
199625,1,1590,1057.0,380.0,153.0
199625,2,1590,1057.0,380.0,153.0
199625,3,891,543.0,215.0,133.0
199625,11,699,514.0,165.0,20.0
199634,1,3778,1314.0,1596.0,719.0
199634,2,3778,1314.0,1596.0,719.0
199634,3,2370,788.0,1232.0,350.0
199634,11,1408,675.0,364.0,369.0
199643,1,1067,170.0,434.0,463.0
199643,2,924,151.0,382.0,391.0
199643,3,918,147.0,381.0,390.0
199643,11,114,4.0,2.0,16.0
199643,11,143,19.0,52.0,72.0
199698,1,809,283.0,133.0,393.0
199698,2,780,256.0,132.0,392.0
199698,3,780,256.0,132.0,392.0
199698,11,114,27.0,2.0,16.0
199722,1,1228,429.0,417.0,382.0
199722,2,1228,429.0,417.0,382.0
199722,3,754,326.0,275.0,153.0
199722,11,474,103.0,142.0,229.0
199731,1,2256,735.0,622.0,899.0
199731,2,2256,735.0,622.0,899.0
199731,3,1410,598.0,424.0,388.0
199731,11,846,137.0,198.0,511.0
199740,1,2319,1314.0,425.0,367.0
199740,2,2319,1314.0,425.0,367.0
199740,3,1398,964.0,230.0,204.0
199740,11,921,563.0,195.0,163.0
199759,1,2764,1023.0,722.0,1019.0
199759,2,679,202.0,187.0,290.0
199759,3,458,160.0,171.0,127.0
199759,11,221,42.0,16.0,163.0
199759,11,2085,821.0,535.0,729.0
199768,1,2797,626.0,817.0,1354.0
199768,2,2797,626.0,817.0,1354.0
199768,3,1514,423.0,563.0,528.0
199768,11,1283,203.0,254.0,826.0
199786,1,3939,1314.0,1176.0,517.0
199786,2,3939,1314.0,1176.0,517.0
199786,3,2725,1314.0,904.0,265.0
199786,11,1214,690.0,272.0,252.0
199795,1,888,429.0,246.0,213.0
199795,2,888,429.0,246.0,213.0
199795,3,420,230.0,110.0,80.0
199795,11,468,199.0,136.0,133.0
199838,1,2814,1314.0,937.0,257.0
199838,2,2814,1314.0,937.0,257.0
199838,3,1677,1162.0,360.0,155.0
199838,11,1137,458.0,577.0,102.0
199847,1,6030,872.0,537.0,2714.0
199847,2,5447,10.0,211.0,2714.0
199847,3,5446,10.0,211.0,2714.0
199847,11,114,0.0,2.0,16.0
199847,11,3516,862.0,326.0,2328.0
199856,1,6030,1314.0,1654.0,2714.0
199856,2,6030,1314.0,1654.0,2714.0
199856,3,6030,1314.0,1654.0,2714.0
199856,11,3549,1314.0,414.0,886.0
199865,1,793,0.0,104.0,689.0
199865,2,723,0.0,34.0,689.0
199865,3,697,0.0,29.0,668.0
199865,11,114,0.0,5.0,21.0
199865,11,114,0.0,70.0,16.0
199892,1,2732,1257.0,593.0,882.0
199892,2,2732,1257.0,593.0,882.0
199892,3,1904,766.0,512.0,626.0
199892,11,828,491.0,81.0,256.0
199908,1,1749,546.0,612.0,591.0
199908,2,1749,546.0,612.0,591.0
199908,3,1280,372.0,471.0,437.0
199908,11,469,174.0,141.0,154.0
199926,1,2321,617.0,959.0,745.0
199926,2,2321,617.0,959.0,745.0
199926,3,1248,274.0,732.0,242.0
199926,11,1073,343.0,227.0,503.0
199953,1,1779,1133.0,397.0,249.0
199953,2,1779,1133.0,397.0,249.0
199953,3,893,575.0,162.0,156.0
199953,11,886,558.0,235.0,93.0
199962,1,3396,209.0,956.0,2231.0
199962,2,2510,60.0,856.0,1594.0
199962,3,2509,60.0,856.0,1593.0
199962,11,114,0.0,2.0,16.0
199962,11,886,149.0,100.0,637.0
199971,1,114,23.0,47.0,16.0
199971,2,114,0.0,47.0,16.0
199971,3,114,0.0,47.0,16.0
199971,11,114,23.0,2.0,16.0
199999,1,5004,857.0,1654.0,971.0
199999,2,4513,553.0,1654.0,872.0
199999,3,4449,530.0,1654.0,834.0
199999,11,114,23.0,3.0,38.0
199999,11,491,304.0,88.0,99.0
200004,1,6030,1314.0,1654.0,2714.0
200004,2,6030,1314.0,1654.0,2714.0
200004,3,6030,1314.0,1654.0,2714.0
200004,11,147,79.0,6.0,62.0
200004,11,1679,690.0,409.0,580.0
200013,1,496,278.0,179.0,39.0
200013,2,467,249.0,179.0,39.0
200013,3,466,248.0,179.0,39.0
200013,11,114,1.0,2.0,16.0
200013,11,114,29.0,2.0,16.0
200022,1,3771,1294.0,912.0,1565.0
200022,2,3771,1294.0,912.0,1565.0
200022,3,2561,985.0,820.0,756.0
200022,11,1210,309.0,92.0,809.0
200059,1,1473,376.0,567.0,530.0
200059,2,1411,322.0,561.0,528.0
200059,3,1148,263.0,556.0,329.0
200059,11,263,59.0,5.0,199.0
200059,11,114,54.0,6.0,16.0
200086,1,172,0.0,31.0,141.0
200086,2,172,0.0,31.0,141.0
200086,3,137,0.0,30.0,107.0
200086,11,114,0.0,2.0,34.0
200156,1,1242,182.0,170.0,890.0
200156,2,978,35.0,169.0,774.0
200156,3,968,33.0,169.0,766.0
200156,11,114,2.0,2.0,16.0
200156,11,264,147.0,2.0,116.0
200192,1,1679,716.0,248.0,715.0
200192,2,1679,716.0,248.0,715.0
200192,3,563,214.0,152.0,197.0
200192,11,1116,502.0,96.0,518.0
200208,1,316,230.0,64.0,22.0
200208,2,316,230.0,64.0,22.0
200208,3,271,193.0,58.0,20.0
200208,11,114,37.0,6.0,16.0
200217,1,3652,1017.0,632.0,2003.0
200217,2,2506,334.0,446.0,1726.0
200217,3,2149,332.0,445.0,1372.0
200217,11,357,2.0,2.0,354.0
200217,11,1146,683.0,186.0,277.0
200226,1,1123,561.0,165.0,397.0
200226,2,1077,515.0,165.0,397.0
200226,3,767,290.0,125.0,352.0
200226,11,310,225.0,40.0,45.0
200226,11,114,46.0,2.0,16.0
200253,1,2777,605.0,1089.0,1083.0
200253,2,2530,451.0,1056.0,1023.0
200253,3,2168,366.0,992.0,810.0
200253,11,362,85.0,64.0,213.0
200253,11,247,154.0,33.0,60.0
200280,1,6030,1314.0,1654.0,2714.0
200280,2,6030,1314.0,1654.0,2714.0
200280,3,6030,1314.0,1654.0,2714.0
200280,11,862,617.0,7.0,238.0
200280,11,3948,1314.0,740.0,1221.0
200305,1,2942,373.0,538.0,2031.0
200305,2,2942,373.0,538.0,2031.0
200305,3,1768,173.0,505.0,1090.0
200305,11,1174,200.0,33.0,941.0
200314,1,1080,606.0,212.0,262.0
200314,2,1080,606.0,212.0,262.0
200314,3,408,209.0,112.0,87.0
200314,11,672,397.0,100.0,175.0
200332,1,6030,750.0,1654.0,2714.0
200332,2,6030,499.0,1654.0,2714.0
200332,3,6030,453.0,1654.0,2714.0
200332,11,301,46.0,39.0,216.0
200332,11,2146,251.0,397.0,1498.0
200341,1,924,268.0,386.0,270.0
200341,2,924,268.0,386.0,270.0
200341,3,648,117.0,367.0,164.0
200341,11,276,151.0,19.0,106.0
200466,1,257,42.0,134.0,81.0
200466,2,231,19.0,131.0,81.0
200466,3,227,17.0,131.0,79.0
200466,11,114,2.0,2.0,16.0
200466,11,114,23.0,3.0,16.0
200484,1,289,94.0,2.0,195.0
200484,2,170,15.0,2.0,155.0
200484,3,162,12.0,2.0,150.0
200484,11,114,3.0,2.0,16.0
200484,11,119,79.0,2.0,40.0
200527,1,599,121.0,300.0,178.0
200527,2,599,121.0,300.0,178.0
200527,3,510,74.0,274.0,162.0
200527,11,114,47.0,26.0,16.0
200554,1,506,109.0,64.0,333.0
200554,2,506,109.0,64.0,333.0
200554,3,502,107.0,63.0,332.0
200554,11,114,2.0,2.0,16.0
200572,1,1658,395.0,481.0,782.0
200572,2,1521,260.0,479.0,782.0
200572,3,914,188.0,454.0,272.0
200572,11,607,72.0,25.0,510.0
200572,11,137,135.0,2.0,16.0
200590,1,152,0.0,121.0,31.0
200590,2,152,0.0,121.0,31.0
200590,3,152,0.0,121.0,31.0
200697,1,1048,394.0,50.0,604.0
200697,11,1048,394.0,50.0,604.0
200785,1,369,137.0,151.0,81.0
200785,2,369,137.0,151.0,81.0
200785,3,369,137.0,151.0,81.0
200800,1,6030,1314.0,1654.0,2714.0
200800,2,6030,1079.0,1654.0,2714.0
200800,3,6030,727.0,1654.0,2714.0
200800,11,1224,352.0,223.0,649.0
200800,11,2142,400.0,672.0,1070.0
200846,1,1416,204.0,489.0,723.0
200846,2,1416,204.0,489.0,723.0
200846,3,597,88.0,393.0,116.0
200846,11,819,116.0,96.0,607.0
200873,1,114,13.0,2.0,73.0
200873,2,114,13.0,2.0,73.0
200873,3,114,12.0,2.0,65.0
200873,11,114,1.0,2.0,16.0
201104,1,4174,1087.0,1496.0,1591.0
201104,2,3083,425.0,1270.0,1388.0
201104,3,2332,190.0,1135.0,1007.0
201104,11,751,235.0,135.0,381.0
201104,11,1091,662.0,226.0,203.0
201140,1,141,3.0,17.0,121.0
201140,2,114,0.0,2.0,37.0
201140,3,114,0.0,2.0,34.0
201140,11,114,0.0,2.0,16.0
201140,11,114,3.0,17.0,84.0
201177,1,250,40.0,164.0,46.0
201177,2,250,40.0,164.0,46.0
201177,3,245,39.0,160.0,46.0
201177,11,114,1.0,4.0,16.0
201195,1,3220,92.0,548.0,2580.0
201195,2,2744,12.0,494.0,2238.0
201195,3,2708,6.0,489.0,2213.0
201195,11,114,6.0,5.0,25.0
201195,11,476,80.0,54.0,342.0
201283,1,723,51.0,269.0,403.0
201283,2,723,51.0,269.0,403.0
201283,3,490,22.0,238.0,230.0
201283,11,233,29.0,31.0,173.0
201371,1,745,76.0,39.0,630.0
201371,2,664,7.0,29.0,628.0
201371,3,649,7.0,29.0,613.0
201371,11,114,0.0,2.0,16.0
201371,11,114,69.0,10.0,16.0
201432,1,1845,484.0,852.0,509.0
201432,2,1845,484.0,852.0,509.0
201432,3,1082,199.0,661.0,222.0
201432,11,763,285.0,191.0,287.0
201441,1,6030,1314.0,1654.0,2714.0
201441,2,6030,1045.0,1654.0,2714.0
201441,3,6030,544.0,1654.0,2714.0
201441,11,1630,501.0,136.0,993.0
201441,11,3067,1314.0,446.0,1234.0
201469,1,534,0.0,310.0,224.0
201469,2,534,0.0,310.0,224.0
201469,3,534,0.0,310.0,224.0
201548,1,2617,80.0,1017.0,1520.0
201548,2,1938,18.0,777.0,1143.0
201548,3,1905,18.0,762.0,1125.0
201548,11,114,0.0,15.0,18.0
201548,11,679,62.0,240.0,377.0
201645,1,6030,569.0,1053.0,2714.0
201645,2,6017,2.0,181.0,2714.0
201645,3,5927,2.0,178.0,2714.0
201645,11,114,0.0,3.0,87.0
201645,11,6030,567.0,872.0,2714.0
201654,1,4960,833.0,1338.0,2714.0
201654,2,4533,636.0,1314.0,2583.0
201654,3,3851,9.0,1299.0,2543.0
201654,11,682,627.0,15.0,40.0
201654,11,427,197.0,24.0,206.0
201672,1,2614,556.0,659.0,1399.0
201672,2,2614,556.0,659.0,1399.0
201672,3,1465,360.0,548.0,557.0
201672,11,1149,196.0,111.0,842.0
201690,1,5434,1314.0,1189.0,255.0
201690,2,5406,1314.0,1189.0,255.0
201690,3,5395,1314.0,1189.0,250.0
201690,11,114,6.0,2.0,16.0
201690,11,114,28.0,2.0,16.0
201751,1,129,59.0,47.0,23.0
201751,2,129,59.0,47.0,23.0
201751,3,114,7.0,16.0,16.0
201751,11,114,52.0,31.0,22.0
201821,1,866,138.0,547.0,181.0
201821,2,866,138.0,547.0,181.0
201821,3,860,137.0,546.0,177.0
201821,11,114,1.0,2.0,16.0
201885,1,6030,1314.0,1654.0,2714.0
201885,2,6030,1314.0,1654.0,2714.0
201885,3,6030,1314.0,1654.0,2714.0
201885,11,1783,943.0,137.0,703.0
201885,11,6030,1314.0,1654.0,2714.0
201928,1,6030,1314.0,1654.0,2714.0
201928,2,6030,1314.0,1654.0,2714.0
201928,3,5501,1314.0,1654.0,1890.0
201928,11,2903,576.0,313.0,2014.0
201946,1,6030,1314.0,687.0,722.0
201946,2,6030,1314.0,687.0,722.0
201946,3,2200,1314.0,518.0,268.0
201946,11,5248,1314.0,169.0,454.0
201955,1,6030,1314.0,1654.0,2084.0
201955,2,6030,1314.0,1654.0,2084.0
201955,3,3927,467.0,1654.0,1701.0
201955,11,2642,1314.0,92.0,383.0
201964,1,1600,1287.0,82.0,231.0
201964,2,1439,1126.0,82.0,231.0
201964,3,929,616.0,82.0,231.0
201964,11,510,510.0,2.0,16.0
201964,11,161,161.0,2.0,16.0
201973,1,4703,1314.0,1212.0,1793.0
201973,2,4703,1314.0,1212.0,1793.0
201973,3,3117,1288.0,990.0,839.0
201973,11,1586,410.0,222.0,954.0
