UNITID,EFDELEV,EFDETOT,EFDEEXC,EFDESOM,EFDENON
137759,1,6007,429.0,1654.0,2309.0
137759,2,5206,249.0,1654.0,1970.0
137759,3,5196,246.0,1654.0,1965.0
137759,11,114,3.0,2.0,16.0
137759,11,801,180.0,282.0,339.0
137759,1,6030,1314.0,1654.0,2714.0
137759,2,6030,1314.0,1654.0,2714.0
137759,3,6030,1314.0,1654.0,2714.0
137759,11,256,120.0,32.0,104.0
137759,11,6030,1314.0,1530.0,2714.0
137759,1,6030,1177.0,1654.0,2714.0
137759,2,6030,481.0,1654.0,2541.0
137759,3,6030,463.0,1654.0,2413.0
137759,11,184,18.0,38.0,128.0
137759,11,2068,696.0,360.0,1012.0
137759,1,3828,420.0,1654.0,995.0
137759,2,3296,133.0,1654.0,808.0
137759,3,3296,133.0,1654.0,808.0
137759,11,532,287.0,58.0,187.0
137759,1,6030,1314.0,1654.0,2714.0
137759,2,6030,1314.0,1654.0,2714.0
137759,3,6030,1314.0,1654.0,2714.0
137759,11,1098,968.0,19.0,111.0
137759,11,6030,1314.0,665.0,2714.0
137759,1,1777,392.0,596.0,789.0
137759,2,1777,392.0,596.0,789.0
137759,3,963,164.0,426.0,373.0
137759,11,814,228.0,170.0,416.0
137759,1,2894,1314.0,843.0,219.0
137759,2,2520,1314.0,841.0,219.0
137759,3,2465,1314.0,840.0,214.0
137759,11,114,49.0,2.0,16.0
137759,11,374,372.0,2.0,16.0
137759,1,5109,993.0,1654.0,2018.0
137759,2,3754,582.0,1576.0,1596.0
137759,3,3307,445.0,1546.0,1316.0
137759,11,447,137.0,30.0,280.0
137759,11,1355,411.0,522.0,422.0
137759,1,6030,1314.0,1654.0,2714.0
137759,2,6030,1094.0,1654.0,2714.0
137759,3,6030,1091.0,1654.0,2714.0
137759,11,145,3.0,14.0,128.0
137759,11,6030,1314.0,751.0,2714.0
137759,1,975,0.0,2.0,975.0
137759,2,975,0.0,2.0,975.0
137759,3,968,0.0,2.0,968.0
137759,11,114,0.0,2.0,16.0
137759,1,1641,250.0,465.0,926.0
137759,2,1641,250.0,465.0,926.0
137759,3,1101,220.0,445.0,436.0
137759,11,540,30.0,20.0,490.0
137759,1,361,198.0,55.0,108.0
137759,2,315,157.0,54.0,104.0
137759,3,315,157.0,54.0,104.0
137759,11,114,41.0,2.0,16.0
137759,1,2010,568.0,605.0,837.0
137759,2,2010,568.0,605.0,837.0
137759,3,1359,330.0,476.0,553.0
137759,11,651,238.0,129.0,284.0
137759,1,6030,1314.0,1654.0,2714.0
137759,2,6030,1314.0,1654.0,2714.0
137759,3,4809,1289.0,1654.0,1571.0
137759,11,1991,500.0,67.0,1424.0
137759,1,2817,1137.0,354.0,1326.0
137759,2,1792,670.0,317.0,805.0
137759,3,1587,666.0,317.0,604.0
137759,11,205,4.0,2.0,201.0
137759,11,1025,467.0,37.0,521.0
137759,1,4352,1155.0,1654.0,1501.0
137759,2,4352,1155.0,1654.0,1501.0
137759,3,3446,785.0,1584.0,1077.0
137759,11,906,370.0,112.0,424.0
137759,1,3832,637.0,1006.0,2189.0
137759,2,3832,637.0,1006.0,2189.0
137759,3,3069,504.0,980.0,1585.0
137759,11,763,133.0,26.0,604.0
137759,1,5965,1172.0,1654.0,2714.0
137759,2,5965,1172.0,1654.0,2714.0
137759,3,4207,965.0,1633.0,1609.0
137759,11,1758,207.0,156.0,1395.0
137759,1,1860,874.0,310.0,676.0
137759,2,1860,874.0,310.0,676.0
137759,3,856,329.0,228.0,299.0
137759,11,1004,545.0,82.0,377.0
137759,1,578,197.0,108.0,273.0
137759,2,570,189.0,108.0,273.0
137759,3,570,189.0,108.0,273.0
137759,11,114,8.0,2.0,16.0
137759,1,817,0.0,280.0,537.0
137759,2,812,0.0,280.0,532.0
137759,3,810,0.0,280.0,530.0
137759,11,114,0.0,2.0,16.0
137759,1,143,110.0,17.0,16.0
137759,2,114,56.0,11.0,16.0
137759,3,114,47.0,11.0,16.0
137759,11,114,9.0,2.0,16.0
137759,11,114,54.0,6.0,16.0
137759,1,976,100.0,379.0,497.0
137759,2,976,100.0,379.0,497.0
137759,3,698,87.0,370.0,241.0
137759,11,278,13.0,9.0,256.0
137759,1,6030,1314.0,1654.0,2714.0
137759,2,6030,1217.0,1654.0,2714.0
137759,3,6030,673.0,1654.0,2323.0
137759,11,1244,544.0,119.0,581.0
137759,11,1322,870.0,295.0,157.0
137759,1,6030,1314.0,1654.0,2714.0
137759,2,6030,1314.0,1654.0,2714.0
137759,3,5550,1314.0,1654.0,1493.0
137759,11,2881,688.0,251.0,1942.0
137759,1,6030,1314.0,1654.0,2714.0
137759,2,6030,1314.0,1654.0,2714.0
137759,3,6030,1314.0,1654.0,1915.0
137759,11,1614,510.0,104.0,1000.0
137759,1,2919,604.0,995.0,1320.0
137759,2,2919,604.0,995.0,1320.0
137759,3,2554,377.0,978.0,1199.0
137759,11,365,227.0,17.0,121.0
137759,1,5860,1314.0,477.0,1021.0
137759,2,2427,1172.0,385.0,870.0
137759,3,2424,1169.0,385.0,870.0
137759,11,114,3.0,2.0,16.0
137759,11,3433,1314.0,92.0,151.0
137759,1,1929,496.0,143.0,1290.0
137759,2,1929,496.0,143.0,1290.0
137759,3,1111,225.0,59.0,827.0
137759,11,818,271.0,84.0,463.0
137759,1,320,0.0,126.0,194.0
137759,2,320,0.0,126.0,194.0
137759,3,320,0.0,126.0,194.0
137759,1,1258,109.0,95.0,1054.0
137759,2,1258,109.0,95.0,1054.0
137759,3,1257,109.0,95.0,1053.0
137759,11,114,0.0,2.0,16.0
137759,1,1804,84.0,313.0,1407.0
137759,2,1584,73.0,313.0,1198.0
137759,3,1108,73.0,285.0,750.0
137759,11,476,0.0,28.0,448.0
137759,11,220,11.0,2.0,209.0
137759,1,2586,193.0,1078.0,1315.0
137759,2,2172,52.0,964.0,1156.0
137759,3,2128,43.0,962.0,1123.0
137759,11,114,9.0,2.0,33.0
137759,11,414,141.0,114.0,159.0
137759,1,4032,614.0,912.0,2506.0
137759,2,4032,614.0,912.0,2506.0
137759,3,2026,361.0,825.0,840.0
137759,11,2006,253.0,87.0,1666.0
137759,1,6030,1314.0,1654.0,2714.0
137759,2,6030,1139.0,1654.0,2714.0
137759,3,5408,870.0,1654.0,1443.0
137759,11,1806,269.0,80.0,1457.0
137759,11,2616,1314.0,233.0,176.0
137759,1,2590,807.0,1086.0,697.0
137759,2,2590,807.0,1086.0,697.0
137759,3,1565,403.0,771.0,391.0
137759,11,1025,404.0,315.0,306.0
137759,1,1470,109.0,569.0,792.0
137759,2,1431,70.0,569.0,792.0
137759,3,1378,69.0,556.0,753.0
137759,11,114,1.0,13.0,39.0
137759,11,114,39.0,2.0,16.0
137759,1,434,17.0,175.0,242.0
137759,2,434,17.0,175.0,242.0
137759,3,281,10.0,163.0,108.0
137759,11,153,7.0,12.0,134.0
137759,1,2968,368.0,702.0,1898.0
137759,2,2968,368.0,702.0,1898.0
137759,3,1943,291.0,686.0,966.0
137759,11,1025,77.0,16.0,932.0
137759,1,5682,218.0,800.0,2714.0
137759,2,3672,11.0,577.0,2714.0
137759,3,3668,11.0,577.0,2714.0
137759,11,114,0.0,2.0,16.0
137759,11,2010,207.0,223.0,1580.0
137759,1,114,35.0,11.0,16.0
137759,2,114,16.0,11.0,16.0
137759,3,114,15.0,11.0,16.0
137759,11,114,1.0,2.0,16.0
137759,11,114,19.0,2.0,16.0
137759,1,4166,1314.0,1446.0,1405.0
137759,2,4166,1314.0,1446.0,1405.0
137759,3,3257,828.0,1296.0,1133.0
137759,11,909,487.0,150.0,272.0
137759,1,2507,1314.0,808.0,375.0
137759,2,2507,1314.0,808.0,375.0
137759,3,1494,605.0,678.0,211.0
137759,11,1013,719.0,130.0,164.0
137759,1,6030,1314.0,1654.0,2714.0
137759,2,6030,615.0,1654.0,2714.0
137759,3,6030,388.0,1654.0,2714.0
137759,11,309,227.0,6.0,76.0
137759,11,4958,1314.0,225.0,1395.0
137759,1,1046,128.0,411.0,507.0
137759,2,933,31.0,411.0,491.0
137759,3,932,31.0,411.0,490.0
137759,11,114,0.0,2.0,16.0
137759,11,114,97.0,2.0,16.0
137759,1,744,223.0,480.0,41.0
137759,2,744,223.0,480.0,41.0
137759,3,727,220.0,480.0,27.0
137759,11,114,3.0,2.0,16.0
137759,1,903,266.0,521.0,116.0
137759,2,835,208.0,511.0,116.0
137759,3,832,208.0,511.0,113.0
137759,11,114,0.0,2.0,16.0
137759,11,114,58.0,10.0,16.0
137759,1,1984,648.0,622.0,714.0
137759,2,1984,648.0,622.0,714.0
137759,3,1599,564.0,598.0,437.0
137759,11,385,84.0,24.0,277.0
137759,1,6030,1314.0,1654.0,2714.0
137759,2,6030,1314.0,1654.0,2714.0
137759,3,6030,1314.0,1654.0,2714.0
137759,11,452,401.0,18.0,33.0
137759,11,3388,1314.0,352.0,596.0
137759,1,2570,2.0,2.0,2568.0
137759,2,2100,2.0,2.0,2098.0
137759,3,2100,2.0,2.0,2098.0
137759,11,470,0.0,2.0,470.0
137759,1,3703,855.0,840.0,2008.0
137759,2,3703,855.0,840.0,2008.0
137759,3,2205,597.0,773.0,835.0
137759,11,1498,258.0,67.0,1173.0
137759,1,6030,1314.0,1654.0,2490.0
137759,2,6030,1314.0,1654.0,2322.0
137759,3,6030,1314.0,1654.0,1114.0
137759,11,3147,1314.0,458.0,1208.0
137759,11,539,252.0,119.0,168.0
137759,1,114,0.0,2.0,39.0
137759,2,114,0.0,2.0,39.0
137759,3,114,0.0,2.0,31.0
137759,11,114,0.0,2.0,16.0
137759,1,6030,1314.0,1654.0,1519.0
137759,2,5636,1314.0,1654.0,1237.0
137759,3,4010,1314.0,1598.0,647.0
137759,11,1626,922.0,114.0,590.0
137759,11,971,496.0,193.0,282.0
137759,1,1923,984.0,349.0,590.0
137759,2,1724,864.0,297.0,563.0
137759,3,964,482.0,256.0,226.0
137759,11,760,382.0,41.0,337.0
137759,11,199,120.0,52.0,27.0
137759,1,595,18.0,82.0,495.0
137759,2,490,0.0,82.0,408.0
137759,3,457,0.0,82.0,375.0
137759,11,114,0.0,2.0,33.0
137759,11,114,18.0,2.0,87.0
137759,1,2117,578.0,1539.0,16.0
137759,2,2117,578.0,1539.0,16.0
137759,3,2117,578.0,1539.0,16.0
137759,1,1048,201.0,237.0,610.0
137759,2,1048,201.0,237.0,610.0
137759,3,1047,201.0,237.0,609.0
137759,11,114,0.0,2.0,16.0
137759,1,532,0.0,124.0,408.0
137759,2,532,0.0,124.0,408.0
137759,3,532,0.0,124.0,408.0
137759,1,446,0.0,97.0,349.0
137759,2,446,0.0,97.0,349.0
137759,3,446,0.0,97.0,349.0
137759,1,411,0.0,2.0,409.0
137759,2,411,0.0,2.0,409.0
137759,3,411,0.0,2.0,409.0
137759,1,888,259.0,563.0,66.0
137759,2,841,212.0,563.0,66.0
137759,3,841,212.0,563.0,66.0
137759,11,114,47.0,2.0,16.0
137759,1,6030,1314.0,1654.0,2714.0
137759,2,6030,1314.0,1654.0,2714.0
137759,3,6030,1314.0,1654.0,2714.0
137759,11,714,471.0,46.0,197.0
137759,11,6030,437.0,1654.0,2714.0
137759,1,6030,1314.0,1654.0,2714.0
137759,2,6030,1314.0,1654.0,2714.0
137759,3,6030,1314.0,1654.0,2714.0
137759,11,455,135.0,65.0,255.0
137759,1,6030,1314.0,1654.0,2714.0
137759,2,6030,1314.0,1654.0,2714.0
137759,3,6030,1314.0,1654.0,2714.0
137759,11,772,247.0,17.0,508.0
137759,11,6030,1314.0,1277.0,2714.0
137759,1,4652,568.0,1654.0,910.0
137759,2,4652,568.0,1654.0,910.0
137759,3,4402,548.0,1654.0,747.0
137759,11,250,20.0,67.0,163.0
137759,1,3797,1191.0,1134.0,1472.0
137759,2,3797,1191.0,1134.0,1472.0
137759,3,3032,1075.0,1053.0,904.0
137759,11,765,116.0,81.0,568.0
137759,1,383,0.0,383.0,16.0
137759,2,383,0.0,383.0,16.0
137759,3,383,0.0,383.0,16.0
137759,1,4864,456.0,727.0,2714.0
137759,2,4864,456.0,727.0,2714.0
137759,3,2942,401.0,576.0,1965.0
137759,11,1922,55.0,151.0,1716.0
137759,1,3162,19.0,259.0,2714.0
137759,2,3120,19.0,258.0,2714.0
137759,3,3114,19.0,258.0,2714.0
137759,11,114,0.0,2.0,16.0
137759,11,114,0.0,2.0,41.0
137759,1,6030,603.0,974.0,2714.0
137759,2,6030,603.0,974.0,2714.0
137759,3,6030,0.0,2.0,2714.0
137759,11,3535,603.0,974.0,1958.0
137759,1,6030,1314.0,1654.0,2714.0
137759,2,6030,1314.0,1654.0,2714.0
137759,3,6030,1314.0,1654.0,2714.0
137759,11,1622,1129.0,2.0,493.0
137759,11,6030,1314.0,9.0,886.0
137759,1,4699,1305.0,1214.0,2180.0
137759,2,4699,1305.0,1214.0,2180.0
137759,3,3470,1091.0,841.0,1538.0
137759,11,1229,214.0,373.0,642.0
137759,1,6030,1314.0,1654.0,2714.0
137759,2,6030,1314.0,1654.0,2714.0
137759,3,6030,1314.0,1654.0,2714.0
137759,11,4421,908.0,1033.0,2480.0
137759,1,4038,1046.0,1019.0,1973.0
137759,2,4038,1046.0,1019.0,1973.0
137759,3,2791,980.0,841.0,970.0
137759,11,1247,66.0,178.0,1003.0
137759,1,1552,1255.0,284.0,16.0
137759,2,1548,1251.0,284.0,16.0
137759,3,1361,1075.0,279.0,16.0
137759,11,187,176.0,5.0,16.0
137759,11,114,4.0,2.0,16.0
137759,1,6030,1314.0,1654.0,2714.0
137759,2,6030,1314.0,1654.0,2714.0
137759,3,6030,1314.0,1654.0,2714.0
137759,11,114,74.0,8.0,32.0
137759,11,4882,1314.0,650.0,2075.0
137759,1,2740,923.0,494.0,1323.0
137759,2,2740,923.0,494.0,1323.0
137759,3,1075,593.0,184.0,298.0
137759,11,1665,330.0,310.0,1025.0
137759,1,6030,1314.0,1654.0,2714.0
137759,2,6030,1314.0,1654.0,2714.0
137759,3,6030,1314.0,1654.0,2484.0
137759,11,3061,500.0,633.0,1928.0
137759,1,6030,1314.0,1654.0,2714.0
137759,2,6030,1314.0,1654.0,2714.0
137759,3,6030,1314.0,1654.0,2714.0
137759,11,1965,711.0,173.0,1081.0
137759,1,2589,1314.0,122.0,761.0
137759,2,2477,1314.0,122.0,761.0
137759,3,2477,1314.0,122.0,761.0
137759,11,114,112.0,2.0,16.0
137759,1,690,49.0,167.0,474.0
137759,2,690,49.0,167.0,474.0
137759,3,690,49.0,167.0,474.0
137759,1,969,781.0,2.0,188.0
137759,2,313,125.0,2.0,188.0
137759,3,313,125.0,2.0,188.0
137759,11,656,656.0,2.0,16.0
137759,1,1006,0.0,66.0,940.0
137759,2,1006,0.0,66.0,940.0
137759,3,990,0.0,66.0,924.0
137759,11,114,0.0,2.0,16.0
137759,1,6030,1314.0,465.0,2714.0
137759,2,6030,1314.0,465.0,2714.0
137759,3,3999,1314.0,139.0,1028.0
137759,11,6030,1314.0,326.0,2714.0
137759,1,6030,1314.0,1654.0,2714.0
137759,2,6030,1314.0,1654.0,2714.0
137759,3,4245,1179.0,1394.0,1672.0
137759,11,2820,559.0,559.0,1702.0
137759,1,3706,1156.0,1101.0,1449.0
137759,2,3706,1156.0,1101.0,1449.0
137759,3,2192,797.0,697.0,698.0
137759,11,1514,359.0,404.0,751.0
137759,1,1082,155.0,25.0,902.0
137759,2,1082,155.0,25.0,902.0
137759,3,1028,114.0,14.0,900.0
137759,11,114,41.0,11.0,16.0
137759,1,6030,1314.0,1152.0,2714.0
137759,2,6030,1314.0,1152.0,2714.0
137759,3,3577,1314.0,857.0,1063.0
137759,11,3420,382.0,295.0,2714.0
137759,1,6030,1314.0,1654.0,2709.0
137759,2,5825,1314.0,1654.0,1846.0
137759,3,4802,1314.0,1654.0,874.0
137759,11,1023,42.0,9.0,972.0
137759,11,2372,1081.0,428.0,863.0
137759,1,3240,1017.0,512.0,1711.0
137759,2,1299,812.0,145.0,342.0
137759,3,1287,800.0,145.0,342.0
137759,11,114,12.0,2.0,16.0
137759,11,1941,205.0,367.0,1369.0
137759,1,496,0.0,17.0,479.0
137759,2,496,0.0,17.0,479.0
137759,3,489,0.0,17.0,472.0
137759,11,114,0.0,2.0,16.0
137759,1,6030,1314.0,1654.0,2714.0
137759,2,6030,1314.0,1654.0,2714.0
137759,3,6030,1314.0,1654.0,2714.0
137759,11,267,69.0,9.0,189.0
137759,11,4667,1314.0,324.0,2698.0
137759,1,2387,233.0,1613.0,541.0
137759,2,2182,148.0,1568.0,466.0
137759,3,2155,145.0,1566.0,444.0
137759,11,114,3.0,2.0,22.0
137759,11,205,85.0,45.0,75.0
137759,1,2928,646.0,831.0,1451.0
137759,2,2928,646.0,831.0,1451.0
137759,3,1829,529.0,757.0,543.0
137759,11,1099,117.0,74.0,908.0
137759,1,6030,1314.0,1654.0,2714.0
137759,2,6030,1314.0,1654.0,2714.0
137759,3,6030,1314.0,1654.0,2714.0
137759,11,738,87.0,56.0,595.0
137759,11,4989,1314.0,93.0,777.0
137759,1,6030,1314.0,1654.0,2714.0
137759,2,6030,1314.0,1654.0,2714.0
137759,3,6030,1098.0,1654.0,2380.0
137759,11,2614,964.0,105.0,1545.0
137759,11,723,540.0,93.0,90.0
137759,1,2719,702.0,1037.0,980.0
137759,2,2270,294.0,1025.0,951.0
137759,3,1819,281.0,1014.0,524.0
137759,11,451,13.0,11.0,427.0
137759,11,449,408.0,12.0,29.0
137759,1,549,0.0,6.0,543.0
137759,2,549,0.0,6.0,543.0
137759,3,549,0.0,6.0,543.0
137759,1,1566,417.0,521.0,628.0
137759,2,1566,417.0,521.0,628.0
137759,3,1003,303.0,397.0,303.0
137759,11,563,114.0,124.0,325.0
137759,1,6030,1314.0,1654.0,2714.0
137759,2,6030,454.0,1654.0,2714.0
137759,3,6030,444.0,1654.0,2714.0
137759,11,431,10.0,17.0,404.0
137759,11,1919,992.0,183.0,744.0
137759,1,564,46.0,173.0,345.0
137759,2,564,46.0,173.0,345.0
137759,3,489,36.0,173.0,280.0
137759,11,114,10.0,2.0,65.0
137759,1,1278,310.0,630.0,338.0
137759,2,1278,310.0,630.0,338.0
137759,3,833,202.0,491.0,140.0
137759,11,445,108.0,139.0,198.0
137759,1,201,24.0,157.0,20.0
137759,2,201,24.0,157.0,20.0
137759,3,171,7.0,153.0,16.0
137759,11,114,17.0,4.0,16.0
137759,1,1179,422.0,204.0,553.0
137759,2,1179,422.0,204.0,553.0
137759,3,519,203.0,127.0,189.0
137759,11,660,219.0,77.0,364.0
137759,1,2340,566.0,829.0,945.0
137759,2,2340,566.0,829.0,945.0
137759,3,1809,509.0,773.0,527.0
137759,11,531,57.0,56.0,418.0
137759,1,1008,238.0,438.0,332.0
137759,2,1008,238.0,438.0,332.0
137759,3,694,134.0,377.0,183.0
137759,11,314,104.0,61.0,149.0
137759,1,4805,819.0,694.0,2714.0
137759,2,3523,376.0,517.0,2630.0
137759,3,3198,111.0,506.0,2581.0
137759,11,325,265.0,11.0,49.0
137759,11,1282,443.0,177.0,662.0
137759,1,2519,790.0,1429.0,300.0
137759,2,1807,154.0,1376.0,277.0
137759,3,1800,150.0,1374.0,276.0
137759,11,114,4.0,2.0,16.0
137759,11,712,636.0,53.0,23.0
137759,1,2326,424.0,460.0,1442.0
137759,2,1801,195.0,317.0,1289.0
137759,3,1354,139.0,317.0,898.0
137759,11,447,56.0,2.0,391.0
137759,11,525,229.0,143.0,153.0
137759,1,979,223.0,179.0,577.0
137759,2,979,223.0,179.0,577.0
137759,3,455,153.0,153.0,149.0
137759,11,524,70.0,26.0,428.0
137759,1,1502,1082.0,121.0,299.0
137759,2,1502,1082.0,121.0,299.0
137759,3,748,613.0,94.0,41.0
137759,11,754,469.0,27.0,258.0
137759,1,1856,404.0,1186.0,266.0
137759,2,1856,404.0,1186.0,266.0
137759,3,1121,169.0,763.0,189.0
137759,11,735,235.0,423.0,77.0
137759,1,1784,48.0,220.0,1516.0
137759,2,1730,32.0,182.0,1516.0
137759,3,1587,31.0,182.0,1374.0
137759,11,143,1.0,2.0,142.0
137759,11,114,16.0,38.0,16.0
137759,1,1832,136.0,140.0,1556.0
137759,2,1832,136.0,140.0,1556.0
137759,3,446,77.0,127.0,242.0
137759,11,1386,59.0,13.0,1314.0
137759,1,983,330.0,334.0,319.0
137759,2,983,330.0,334.0,319.0
137759,3,614,198.0,267.0,149.0
137759,11,369,132.0,67.0,170.0
137759,1,784,3.0,397.0,384.0
137759,2,784,3.0,397.0,384.0
137759,3,767,2.0,392.0,373.0
137759,11,114,1.0,5.0,16.0
137759,1,1888,248.0,636.0,1004.0
137759,2,1888,248.0,636.0,1004.0
137759,3,1519,204.0,585.0,730.0
137759,11,369,44.0,51.0,274.0
137759,1,769,21.0,485.0,263.0
137759,2,769,21.0,485.0,263.0
137759,3,766,21.0,482.0,263.0
137759,11,114,0.0,3.0,16.0
137759,1,1234,122.0,242.0,870.0
137759,2,1234,122.0,242.0,870.0
137759,3,616,102.0,220.0,294.0
137759,11,618,20.0,22.0,576.0
137759,1,898,302.0,178.0,418.0
137759,2,898,302.0,178.0,418.0
137759,3,789,298.0,177.0,314.0
137759,11,114,4.0,2.0,104.0
137759,1,4245,1314.0,1282.0,1074.0
137759,2,4245,1314.0,1282.0,1074.0
137759,3,3862,1314.0,1248.0,870.0
137759,11,383,145.0,34.0,204.0
137759,1,1188,310.0,549.0,329.0
137759,2,1188,310.0,549.0,329.0
137759,3,704,188.0,353.0,163.0
137759,11,484,122.0,196.0,166.0
137759,1,679,121.0,385.0,173.0
137759,2,679,121.0,385.0,173.0
137759,3,441,46.0,274.0,121.0
137759,11,238,75.0,111.0,52.0
137759,1,321,0.0,250.0,71.0
137759,2,321,0.0,250.0,71.0
137759,3,321,0.0,250.0,71.0
137759,1,584,25.0,146.0,413.0
137759,2,562,3.0,146.0,413.0
137759,3,556,3.0,146.0,407.0
137759,11,114,0.0,2.0,16.0
137759,11,114,22.0,2.0,16.0
137759,1,1162,334.0,380.0,448.0
137759,2,1162,334.0,380.0,448.0
137759,3,893,314.0,358.0,221.0
137759,11,269,20.0,22.0,227.0
137759,1,5094,1314.0,1654.0,804.0
137759,2,3148,545.0,1654.0,783.0
137759,3,2787,312.0,1654.0,685.0
137759,11,361,233.0,30.0,98.0
137759,11,1946,968.0,957.0,21.0
137759,1,943,190.0,241.0,512.0
137759,2,943,190.0,241.0,512.0
137759,3,672,182.0,239.0,251.0
137759,11,271,8.0,2.0,261.0
137759,1,5379,1004.0,1654.0,1981.0
137759,2,5335,960.0,1654.0,1981.0
137759,3,4143,870.0,1654.0,934.0
137759,11,1192,90.0,55.0,1047.0
137759,11,114,44.0,2.0,16.0
137759,1,6030,1314.0,1654.0,572.0
137759,2,4555,1314.0,1654.0,359.0
137759,3,4485,1314.0,1654.0,341.0
137759,11,114,48.0,4.0,18.0
137759,11,2231,1314.0,613.0,213.0
137759,1,5673,1314.0,640.0,425.0
137759,2,5673,1314.0,640.0,425.0
137759,3,4236,1314.0,544.0,227.0
137759,11,1437,1143.0,96.0,198.0
137759,1,6030,1314.0,1654.0,2714.0
137759,2,6030,1314.0,1654.0,2714.0
137759,3,6030,1113.0,1654.0,2714.0
137759,11,2832,223.0,116.0,2493.0
137759,1,114,0.0,87.0,16.0
137759,2,114,0.0,18.0,16.0
137759,3,114,0.0,18.0,16.0
137759,11,114,0.0,69.0,16.0
137759,1,423,0.0,46.0,377.0
137759,11,423,0.0,46.0,377.0
137759,1,1969,0.0,174.0,1795.0
137759,2,1969,0.0,174.0,1795.0
137759,3,1969,0.0,174.0,1795.0
137759,1,6030,1314.0,1654.0,2714.0
137759,2,6030,1314.0,1654.0,2714.0
137759,3,6030,1314.0,1654.0,2714.0
137759,11,3368,1314.0,188.0,422.0
137759,1,6030,1314.0,1654.0,2714.0
137759,2,6030,1314.0,1654.0,2714.0
137759,3,6030,1314.0,1654.0,2714.0
137759,11,1649,553.0,182.0,914.0
137759,1,2420,99.0,1654.0,560.0
137759,2,2135,69.0,1615.0,451.0
137759,3,2113,66.0,1604.0,443.0
137759,11,114,3.0,11.0,16.0
137759,11,285,30.0,146.0,109.0
137759,1,6030,1117.0,1654.0,2714.0
137759,2,3348,219.0,1110.0,2019.0
137759,3,3344,219.0,1110.0,2015.0
137759,11,114,0.0,2.0,16.0
137759,11,3821,898.0,1228.0,1695.0
137759,1,6030,1314.0,1654.0,2714.0
137759,2,6030,1314.0,1654.0,2714.0
137759,3,6030,1314.0,1654.0,2714.0
137759,11,6030,1314.0,955.0,2714.0
137759,1,2884,1314.0,372.0,88.0
137759,2,2884,1314.0,372.0,88.0
137759,3,2496,1314.0,362.0,70.0
137759,11,388,360.0,10.0,18.0
137759,1,398,0.0,131.0,267.0
137759,2,398,0.0,131.0,267.0
137759,3,398,0.0,131.0,267.0
137759,1,264,232.0,18.0,16.0
137759,2,181,161.0,16.0,16.0
137759,3,181,161.0,16.0,16.0
137759,11,114,71.0,2.0,16.0
137759,1,5387,935.0,1654.0,2599.0
137759,2,3499,243.0,1454.0,1802.0
137759,3,3474,242.0,1454.0,1778.0
137759,11,114,1.0,2.0,24.0
137759,11,1888,692.0,399.0,797.0
137759,1,1767,1314.0,2.0,16.0
137759,2,1767,1314.0,2.0,16.0
137759,3,1767,1314.0,2.0,16.0
137759,1,6030,1314.0,1654.0,2714.0
137759,2,6030,1314.0,1654.0,2714.0
137759,3,6030,1314.0,1654.0,2577.0
137759,11,686,260.0,105.0,321.0
137759,1,2145,1147.0,416.0,582.0
137759,2,114,85.0,2.0,16.0
137759,3,114,85.0,2.0,16.0
137759,11,2058,1062.0,414.0,582.0
137759,1,6030,1314.0,1654.0,2714.0
137759,2,6030,1314.0,1654.0,2714.0
137759,3,6030,1314.0,1654.0,2415.0
137759,11,1874,441.0,164.0,1269.0
137759,1,6030,1314.0,1654.0,2714.0
137759,2,6030,1314.0,1654.0,2714.0
137759,3,6030,1314.0,1654.0,2714.0
137759,11,257,246.0,3.0,16.0
137759,11,3161,1012.0,638.0,1511.0
137759,1,1501,5.0,344.0,1152.0
137759,2,1145,0.0,291.0,854.0
137759,3,1134,0.0,291.0,843.0
137759,11,114,0.0,2.0,16.0
137759,11,356,5.0,53.0,298.0
137759,1,1193,32.0,437.0,724.0
137759,11,1193,32.0,437.0,724.0
137759,1,3615,157.0,264.0,2714.0
137759,2,2513,3.0,51.0,2459.0
137759,3,2510,3.0,51.0,2456.0
137759,11,114,0.0,2.0,16.0
137759,11,1102,154.0,213.0,735.0
137759,1,6030,151.0,1654.0,2714.0
137759,2,6030,84.0,1654.0,2714.0
137759,3,6030,84.0,1654.0,2714.0
137759,11,114,0.0,6.0,44.0
137759,11,974,67.0,66.0,841.0
137759,1,3599,1314.0,584.0,911.0
137759,2,274,262.0,2.0,16.0
137759,3,274,262.0,2.0,16.0
137759,11,3325,1314.0,584.0,899.0
137759,1,6030,1314.0,1654.0,2584.0
137759,2,6030,1314.0,1654.0,1960.0
137759,3,6030,1314.0,1654.0,1952.0
137759,11,114,66.0,6.0,16.0
137759,11,1425,383.0,418.0,624.0
137759,1,6030,1314.0,1654.0,2714.0
137759,2,6030,1146.0,1654.0,2714.0
137759,3,6030,1112.0,1654.0,2714.0
137759,11,114,34.0,5.0,51.0
137759,11,1228,273.0,425.0,530.0
137759,1,6030,1314.0,1654.0,2714.0
137759,2,6030,1314.0,1654.0,2714.0
137759,3,6030,1314.0,1654.0,2714.0
137759,11,322,74.0,34.0,214.0
137759,11,2769,567.0,1089.0,1113.0
137759,1,6030,1314.0,1654.0,2714.0
137759,2,6030,1213.0,1654.0,2714.0
137759,3,6030,1146.0,1654.0,2714.0
137759,11,114,67.0,6.0,28.0
137759,11,2322,153.0,605.0,1564.0
