UNITID,RRFTCT,RRFTCTA,RET_NMF,RET_PCF,RRPTCT,RRPTCTA,RET_NMP,STUFACR 
140872,23.0,23.0,17.0,74.0,2.0,2.0,2.0,10.0
140872,680.0,680.0,380.0,56.0,36.0,36.0,7.0,12.0
140872,808.0,808.0,415.0,55.0,4.0,4.0,1.0,15.0
140872,778.0,778.0,576.0,74.0,19.0,19.0,2.0,18.0
140872,35.0,35.0,11.0,55.0,5.0,5.0,0.0,10.0
140872,12.0,12.0,8.0,67.0,12.0,12.0,8.0,15.0
140872,33.0,33.0,16.0,55.0,1.0,1.0,0.0,10.0
140872,971.0,970.0,672.0,87.0,161.0,161.0,76.0,20.0
140872,296.0,296.0,217.0,73.0,156.0,156.0,76.0,20.0
140872,12.0,12.0,8.0,55.0,3.0,3.0,1.0,14.0
140872,644.0,644.0,495.0,77.0,6.0,6.0,1.0,11.0
140872,312.0,312.0,183.0,59.0,11.0,11.0,4.0,17.0
140872,971.0,970.0,672.0,82.0,12.0,12.0,6.0,18.0
140872,971.0,970.0,672.0,87.0,28.0,28.0,17.0,14.0
140872,971.0,970.0,672.0,81.0,161.0,161.0,76.0,20.0
140872,92.0,92.0,49.0,55.0,1.0,1.0,0.0,20.0
140872,42.0,42.0,28.0,67.0,12.0,12.0,4.0,10.0
140872,743.0,741.0,559.0,75.0,4.0,4.0,0.0,14.0
140872,971.0,970.0,672.0,87.0,161.0,161.0,76.0,20.0
140872,315.0,307.0,165.0,55.0,21.0,21.0,14.0,15.0
140872,792.0,792.0,613.0,77.0,1.0,1.0,0.0,14.0
140872,971.0,970.0,672.0,87.0,152.0,152.0,76.0,17.0
140872,971.0,970.0,672.0,87.0,27.0,27.0,26.0,16.0
140872,22.0,22.0,8.0,55.0,3.0,3.0,1.0,10.0
140872,400.0,399.0,259.0,65.0,10.0,10.0,8.0,20.0
140872,34.0,34.0,33.0,87.0,161.0,161.0,76.0,19.0
140872,17.0,17.0,12.0,71.0,4.0,4.0,3.0,10.0
140872,21.0,21.0,9.0,55.0,47.0,47.0,40.0,11.0
140872,41.0,41.0,22.0,55.0,15.0,15.0,6.0,11.0
140872,631.0,630.0,400.0,63.0,4.0,4.0,2.0,13.0
140872,433.0,433.0,297.0,69.0,152.0,152.0,36.0,15.0
140872,12.0,12.0,8.0,87.0,78.0,78.0,70.0,20.0
140872,182.0,182.0,144.0,79.0,54.0,54.0,37.0,10.0
140872,379.0,378.0,167.0,55.0,58.0,57.0,19.0,17.0
140872,118.0,105.0,62.0,59.0,52.0,49.0,46.0,12.0
140872,29.0,29.0,18.0,62.0,20.0,20.0,9.0,20.0
140872,625.0,625.0,481.0,77.0,2.0,2.0,1.0,12.0
140872,550.0,550.0,176.0,55.0,131.0,131.0,76.0,15.0
140872,971.0,970.0,672.0,87.0,7.0,7.0,6.0,13.0
140872,85.0,85.0,63.0,74.0,125.0,125.0,76.0,13.0
140872,20.0,20.0,18.0,87.0,7.0,7.0,7.0,10.0
140872,971.0,970.0,672.0,80.0,154.0,154.0,76.0,19.0
140872,971.0,970.0,672.0,78.0,21.0,21.0,4.0,17.0
140872,65.0,65.0,38.0,58.0,10.0,10.0,0.0,10.0
140872,502.0,502.0,382.0,76.0,3.0,3.0,1.0,11.0
140872,121.0,121.0,77.0,64.0,32.0,32.0,12.0,10.0
140872,67.0,67.0,65.0,87.0,4.0,4.0,3.0,16.0
140872,283.0,283.0,20.0,55.0,44.0,44.0,10.0,20.0
140872,400.0,398.0,334.0,84.0,1.0,1.0,0.0,12.0
140872,89.0,89.0,29.0,55.0,68.0,68.0,23.0,15.0
140872,300.0,300.0,221.0,74.0,5.0,5.0,5.0,10.0
140872,821.0,821.0,447.0,55.0,2.0,2.0,0.0,18.0
140872,156.0,156.0,108.0,69.0,27.0,27.0,12.0,10.0
140872,336.0,336.0,97.0,55.0,69.0,69.0,3.0,10.0
140872,971.0,970.0,672.0,87.0,161.0,161.0,76.0,20.0
140872,532.0,532.0,280.0,55.0,4.0,4.0,0.0,18.0
140872,637.0,637.0,430.0,68.0,1.0,1.0,0.0,11.0
140872,947.0,947.0,632.0,67.0,72.0,72.0,22.0,20.0
140872,89.0,89.0,59.0,66.0,3.0,3.0,2.0,10.0
140872,113.0,113.0,55.0,55.0,50.0,50.0,15.0,10.0
140872,971.0,970.0,672.0,81.0,10.0,10.0,6.0,17.0
140872,66.0,63.0,49.0,78.0,14.0,14.0,14.0,14.0
140872,108.0,108.0,50.0,55.0,12.0,12.0,6.0,19.0
140872,73.0,73.0,37.0,55.0,3.0,3.0,0.0,10.0
140872,227.0,225.0,103.0,55.0,1.0,1.0,0.0,13.0
140872,230.0,230.0,151.0,66.0,77.0,77.0,26.0,10.0
140872,233.0,233.0,156.0,67.0,4.0,4.0,1.0,20.0
140872,12.0,12.0,8.0,55.0,1.0,1.0,0.0,11.0
140872,971.0,970.0,672.0,85.0,141.0,141.0,76.0,20.0
140872,136.0,136.0,94.0,69.0,55.0,55.0,36.0,20.0
140872,129.0,129.0,17.0,55.0,44.0,44.0,17.0,20.0
140872,533.0,533.0,335.0,63.0,32.0,32.0,13.0,19.0
140872,129.0,129.0,76.0,59.0,15.0,15.0,5.0,20.0
140872,143.0,143.0,74.0,55.0,161.0,161.0,76.0,12.0
140872,439.0,439.0,299.0,68.0,70.0,70.0,16.0,20.0
140872,13.0,13.0,9.0,69.0,1.0,1.0,0.0,10.0
140872,23.0,23.0,8.0,55.0,30.0,30.0,7.0,10.0
140872,195.0,195.0,108.0,55.0,161.0,161.0,76.0,12.0
140872,143.0,143.0,99.0,69.0,12.0,12.0,7.0,13.0
140872,25.0,25.0,12.0,55.0,13.0,13.0,5.0,20.0
140872,22.0,22.0,17.0,77.0,8.0,8.0,5.0,20.0
140872,971.0,970.0,672.0,71.0,15.0,15.0,7.0,16.0
140872,336.0,336.0,182.0,55.0,161.0,161.0,76.0,14.0
140872,729.0,729.0,606.0,83.0,1.0,1.0,0.0,12.0
140872,12.0,12.0,8.0,55.0,5.0,5.0,2.0,10.0
140872,139.0,139.0,77.0,55.0,5.0,5.0,1.0,11.0
140872,201.0,201.0,82.0,55.0,8.0,8.0,7.0,15.0
140872,358.0,358.0,208.0,58.0,80.0,80.0,41.0,20.0
140872,433.0,433.0,218.0,55.0,161.0,161.0,76.0,19.0
140872,547.0,547.0,327.0,60.0,78.0,78.0,39.0,16.0
140872,148.0,148.0,62.0,55.0,161.0,161.0,76.0,14.0
140872,971.0,970.0,672.0,65.0,76.0,76.0,25.0,17.0
140872,252.0,252.0,163.0,65.0,161.0,161.0,76.0,18.0
140872,250.0,250.0,192.0,77.0,16.0,16.0,5.0,12.0
140872,366.0,366.0,246.0,67.0,54.0,54.0,27.0,20.0
140872,12.0,12.0,8.0,55.0,2.0,2.0,0.0,12.0
140872,12.0,12.0,8.0,55.0,1.0,1.0,0.0,20.0
140872,239.0,238.0,154.0,65.0,4.0,4.0,0.0,12.0
140872,971.0,970.0,672.0,87.0,1.0,1.0,0.0,10.0
140872,12.0,12.0,8.0,58.0,4.0,4.0,2.0,20.0
140872,569.0,569.0,383.0,67.0,43.0,43.0,18.0,20.0
140872,971.0,970.0,672.0,87.0,11.0,11.0,11.0,19.0
140872,375.0,375.0,224.0,60.0,10.0,10.0,1.0,17.0
140872,971.0,970.0,672.0,80.0,5.0,5.0,5.0,15.0
140872,971.0,970.0,672.0,72.0,157.0,157.0,76.0,20.0
140872,971.0,970.0,672.0,78.0,161.0,161.0,76.0,20.0
140872,971.0,970.0,672.0,87.0,34.0,34.0,31.0,17.0
140872,96.0,96.0,52.0,55.0,28.0,28.0,6.0,20.0
140872,235.0,235.0,147.0,63.0,161.0,161.0,76.0,17.0
140872,184.0,184.0,170.0,87.0,1.0,1.0,0.0,20.0
140872,12.0,12.0,8.0,64.0,4.0,4.0,4.0,10.0
140872,268.0,268.0,153.0,57.0,161.0,161.0,76.0,17.0
140872,129.0,127.0,79.0,62.0,1.0,1.0,0.0,11.0
140872,291.0,291.0,173.0,59.0,161.0,161.0,76.0,16.0
140872,169.0,169.0,118.0,70.0,3.0,3.0,2.0,13.0
140872,622.0,622.0,359.0,58.0,161.0,161.0,76.0,20.0
140872,12.0,12.0,8.0,55.0,2.0,2.0,1.0,14.0
140872,947.0,945.0,672.0,86.0,22.0,22.0,11.0,13.0
140872,619.0,619.0,494.0,80.0,10.0,10.0,2.0,10.0
140872,15.0,15.0,8.0,55.0,10.0,10.0,0.0,14.0
140872,254.0,254.0,131.0,55.0,143.0,143.0,56.0,13.0
140872,404.0,404.0,308.0,76.0,1.0,1.0,0.0,16.0
140872,71.0,71.0,43.0,61.0,8.0,8.0,1.0,10.0
140872,246.0,246.0,167.0,68.0,3.0,3.0,1.0,11.0
140872,215.0,214.0,123.0,57.0,2.0,2.0,1.0,12.0
140942,210.0,210.0,115.0,55.0,161.0,161.0,76.0,14.0
140951,971.0,970.0,672.0,81.0,144.0,144.0,76.0,20.0
140960,748.0,748.0,505.0,68.0,42.0,42.0,7.0,20.0
140988,309.0,308.0,221.0,72.0,1.0,1.0,0.0,15.0
141006,159.0,159.0,105.0,66.0,99.0,99.0,50.0,17.0
141060,794.0,794.0,672.0,87.0,1.0,1.0,0.0,11.0
141167,90.0,90.0,32.0,55.0,3.0,3.0,1.0,12.0
141185,166.0,166.0,99.0,60.0,9.0,9.0,2.0,17.0
141237,239.0,239.0,165.0,69.0,2.0,2.0,0.0,16.0
141255,101.0,101.0,67.0,66.0,161.0,161.0,76.0,14.0
141264,971.0,970.0,672.0,59.0,60.0,60.0,22.0,17.0
141325,111.0,111.0,70.0,63.0,1.0,1.0,0.0,10.0
141334,971.0,970.0,672.0,73.0,104.0,104.0,48.0,16.0
141361,303.0,302.0,205.0,68.0,1.0,1.0,0.0,11.0
141486,186.0,186.0,132.0,71.0,9.0,9.0,4.0,11.0
141565,394.0,394.0,267.0,68.0,65.0,65.0,25.0,12.0
141574,971.0,970.0,672.0,79.0,161.0,161.0,76.0,14.0
141644,780.0,780.0,459.0,59.0,10.0,10.0,1.0,16.0
141680,242.0,242.0,137.0,57.0,161.0,161.0,76.0,16.0
141796,397.0,397.0,258.0,65.0,161.0,161.0,76.0,15.0
141802,101.0,101.0,69.0,68.0,113.0,113.0,55.0,11.0
141811,512.0,512.0,354.0,69.0,161.0,161.0,76.0,20.0
141839,12.0,12.0,8.0,70.0,5.0,5.0,2.0,13.0
141981,183.0,183.0,126.0,69.0,40.0,40.0,19.0,17.0
141990,137.0,137.0,87.0,64.0,85.0,85.0,31.0,17.0
142090,18.0,18.0,13.0,72.0,2.0,1.0,0.0,11.0
142115,971.0,970.0,672.0,79.0,116.0,116.0,53.0,20.0
142179,191.0,191.0,95.0,55.0,132.0,132.0,56.0,13.0
142276,971.0,970.0,672.0,71.0,68.0,68.0,20.0,13.0
142285,971.0,970.0,672.0,74.0,32.0,32.0,12.0,16.0
142294,295.0,293.0,222.0,76.0,1.0,1.0,0.0,10.0
142328,273.0,273.0,172.0,63.0,10.0,10.0,3.0,15.0
142407,12.0,12.0,10.0,83.0,1.0,1.0,0.0,10.0
142443,613.0,613.0,363.0,59.0,161.0,161.0,76.0,14.0
142461,273.0,273.0,197.0,72.0,1.0,1.0,0.0,13.0
142522,971.0,970.0,672.0,68.0,161.0,161.0,76.0,19.0
142887,19.0,19.0,13.0,68.0,6.0,6.0,2.0,10.0
143048,663.0,659.0,521.0,79.0,5.0,5.0,2.0,11.0
143118,822.0,817.0,594.0,73.0,1.0,1.0,0.0,18.0
143215,795.0,795.0,504.0,63.0,161.0,161.0,76.0,17.0
143279,548.0,547.0,332.0,61.0,110.0,108.0,48.0,17.0
143288,72.0,72.0,27.0,55.0,1.0,1.0,0.0,10.0
143358,971.0,970.0,672.0,83.0,3.0,3.0,2.0,12.0
143376,12.0,12.0,8.0,87.0,7.0,7.0,7.0,16.0
143464,12.0,12.0,8.0,80.0,1.0,1.0,0.0,13.0
143473,12.0,12.0,8.0,67.0,4.0,4.0,2.0,12.0
143482,12.0,12.0,8.0,67.0,8.0,8.0,5.0,15.0
143491,12.0,12.0,8.0,67.0,10.0,10.0,8.0,15.0
143613,228.0,226.0,150.0,66.0,65.0,65.0,31.0,16.0
144005,147.0,147.0,81.0,55.0,21.0,21.0,6.0,11.0
144157,141.0,137.0,63.0,55.0,77.0,75.0,26.0,15.0
144166,656.0,646.0,360.0,56.0,161.0,161.0,76.0,20.0
144175,116.0,113.0,55.0,55.0,74.0,71.0,21.0,19.0
144184,268.0,264.0,166.0,63.0,161.0,159.0,65.0,20.0
144193,322.0,318.0,177.0,56.0,161.0,161.0,76.0,20.0
144209,639.0,636.0,394.0,62.0,161.0,161.0,76.0,19.0
144218,777.0,773.0,515.0,67.0,161.0,161.0,76.0,20.0
144281,971.0,970.0,672.0,67.0,16.0,16.0,2.0,15.0
144351,334.0,341.0,197.0,58.0,2.0,4.0,0.0,12.0
144564,208.0,207.0,134.0,65.0,93.0,88.0,37.0,15.0
144573,12.0,12.0,8.0,55.0,1.0,1.0,0.0,15.0
144740,971.0,970.0,672.0,84.0,16.0,16.0,3.0,17.0
144795,138.0,138.0,110.0,80.0,5.0,5.0,4.0,20.0
144865,971.0,970.0,672.0,67.0,161.0,161.0,76.0,20.0
144892,771.0,771.0,551.0,71.0,7.0,7.0,3.0,15.0
144944,805.0,805.0,590.0,73.0,161.0,161.0,76.0,18.0
144962,530.0,530.0,426.0,80.0,1.0,1.0,0.0,13.0
144971,119.0,118.0,67.0,57.0,1.0,1.0,0.0,13.0
145336,189.0,188.0,105.0,56.0,5.0,5.0,2.0,10.0
145372,206.0,206.0,157.0,76.0,1.0,1.0,0.0,12.0
145406,12.0,12.0,10.0,83.0,33.0,33.0,27.0,14.0
145424,12.0,12.0,8.0,67.0,13.0,13.0,10.0,16.0
145433,12.0,12.0,8.0,87.0,10.0,10.0,5.0,19.0
145497,12.0,24.0,22.0,87.0,2.0,2.0,0.0,10.0
145521,228.0,227.0,149.0,66.0,54.0,53.0,24.0,11.0
145600,971.0,970.0,672.0,78.0,153.0,153.0,67.0,18.0
145619,411.0,411.0,277.0,67.0,4.0,4.0,3.0,13.0
145637,971.0,970.0,672.0,87.0,24.0,24.0,20.0,20.0
145682,759.0,755.0,525.0,70.0,161.0,161.0,76.0,15.0
145707,219.0,217.0,144.0,66.0,44.0,42.0,27.0,11.0
145725,497.0,497.0,421.0,85.0,6.0,6.0,4.0,13.0
145813,971.0,970.0,672.0,80.0,19.0,19.0,6.0,19.0
145831,351.0,349.0,231.0,66.0,153.0,147.0,64.0,14.0
146205,393.0,381.0,239.0,63.0,156.0,124.0,59.0,20.0
146278,377.0,376.0,251.0,67.0,93.0,88.0,45.0,12.0
146296,341.0,341.0,196.0,57.0,161.0,161.0,76.0,15.0
146339,167.0,166.0,102.0,61.0,1.0,1.0,0.0,10.0
146348,287.0,284.0,168.0,59.0,134.0,119.0,63.0,14.0
146366,361.0,359.0,228.0,64.0,97.0,88.0,51.0,20.0
146418,327.0,324.0,215.0,66.0,116.0,110.0,56.0,17.0
146427,270.0,270.0,221.0,82.0,1.0,1.0,0.0,10.0
146472,971.0,970.0,672.0,71.0,161.0,161.0,76.0,15.0
146481,416.0,416.0,354.0,85.0,1.0,1.0,1.0,12.0
146506,683.0,677.0,497.0,73.0,112.0,112.0,43.0,19.0
146603,427.0,414.0,266.0,64.0,103.0,96.0,55.0,15.0
146612,563.0,563.0,455.0,81.0,1.0,1.0,1.0,14.0
146667,78.0,78.0,8.0,55.0,3.0,3.0,0.0,10.0
146685,656.0,656.0,447.0,68.0,161.0,161.0,76.0,15.0
146719,971.0,970.0,672.0,81.0,5.0,5.0,1.0,13.0
146807,12.0,12.0,8.0,87.0,3.0,3.0,3.0,11.0
146816,56.0,56.0,11.0,55.0,8.0,8.0,2.0,20.0
147004,380.0,380.0,267.0,70.0,161.0,161.0,76.0,20.0
147129,12.0,12.0,8.0,87.0,2.0,2.0,1.0,10.0
147244,409.0,409.0,287.0,70.0,1.0,1.0,0.0,10.0
147341,179.0,179.0,137.0,77.0,1.0,1.0,0.0,10.0
147369,151.0,151.0,113.0,75.0,13.0,13.0,4.0,16.0
147378,971.0,970.0,672.0,72.0,161.0,161.0,76.0,18.0
147411,410.0,408.0,277.0,68.0,161.0,161.0,76.0,19.0
147536,443.0,443.0,271.0,61.0,62.0,62.0,21.0,15.0
147642,12.0,12.0,8.0,87.0,10.0,10.0,7.0,10.0
147703,971.0,970.0,672.0,65.0,138.0,138.0,40.0,14.0
147776,314.0,314.0,197.0,63.0,16.0,16.0,3.0,10.0
147800,452.0,395.0,300.0,76.0,161.0,161.0,76.0,13.0
147828,660.0,660.0,505.0,77.0,1.0,1.0,0.0,14.0
147916,618.0,617.0,391.0,63.0,161.0,161.0,76.0,15.0
148007,233.0,233.0,122.0,55.0,161.0,161.0,76.0,10.0
148131,232.0,232.0,160.0,69.0,1.0,1.0,0.0,14.0
148256,344.0,344.0,225.0,65.0,66.0,66.0,27.0,19.0
148292,126.0,126.0,89.0,71.0,154.0,149.0,76.0,13.0
148380,714.0,702.0,446.0,64.0,161.0,161.0,76.0,18.0
148487,506.0,506.0,305.0,60.0,1.0,1.0,0.0,11.0
148496,461.0,461.0,345.0,75.0,1.0,1.0,1.0,11.0
148584,202.0,202.0,144.0,71.0,2.0,2.0,0.0,13.0
148627,738.0,738.0,523.0,71.0,9.0,9.0,3.0,15.0
148654,260.0,260.0,197.0,76.0,4.0,4.0,2.0,12.0
148672,232.0,232.0,157.0,68.0,109.0,104.0,54.0,13.0
148821,139.0,139.0,85.0,61.0,49.0,44.0,20.0,14.0
148876,12.0,12.0,8.0,83.0,1.0,1.0,0.0,10.0
148937,201.0,201.0,148.0,74.0,34.0,34.0,14.0,18.0
148991,126.0,125.0,68.0,55.0,30.0,27.0,20.0,14.0
149028,12.0,12.0,8.0,87.0,1.0,1.0,0.0,10.0
149222,971.0,970.0,672.0,70.0,33.0,33.0,14.0,11.0
149231,971.0,970.0,672.0,71.0,56.0,56.0,10.0,15.0
149365,142.0,142.0,96.0,68.0,126.0,110.0,43.0,15.0
149505,179.0,179.0,137.0,77.0,1.0,1.0,0.0,10.0
149514,91.0,91.0,65.0,71.0,4.0,4.0,0.0,12.0
149532,856.0,855.0,510.0,60.0,161.0,161.0,76.0,20.0
149550,27.0,27.0,18.0,67.0,3.0,3.0,3.0,10.0
149727,915.0,915.0,627.0,69.0,161.0,161.0,76.0,20.0
149772,905.0,902.0,603.0,67.0,15.0,14.0,4.0,13.0
149781,543.0,543.0,490.0,87.0,1.0,1.0,1.0,12.0
149842,971.0,970.0,672.0,73.0,161.0,161.0,76.0,18.0
150066,313.0,313.0,216.0,69.0,1.0,1.0,0.0,10.0
150136,971.0,970.0,672.0,73.0,28.0,28.0,16.0,15.0
150145,283.0,283.0,201.0,71.0,3.0,3.0,1.0,12.0
150163,971.0,970.0,672.0,87.0,2.0,2.0,2.0,11.0
150172,99.0,99.0,60.0,61.0,3.0,3.0,1.0,11.0
150251,12.0,12.0,8.0,87.0,1.0,1.0,0.0,13.0
150303,14.0,14.0,14.0,87.0,16.0,16.0,8.0,17.0
150534,327.0,327.0,262.0,80.0,1.0,1.0,0.0,10.0
150604,253.0,253.0,183.0,72.0,2.0,2.0,2.0,11.0
150668,183.0,183.0,147.0,80.0,1.0,1.0,0.0,10.0
150756,276.0,276.0,215.0,78.0,1.0,1.0,0.0,11.0
150774,115.0,115.0,82.0,71.0,4.0,4.0,3.0,10.0
150853,12.0,12.0,9.0,82.0,2.0,2.0,1.0,10.0
150941,238.0,238.0,195.0,82.0,13.0,13.0,7.0,12.0
150987,971.0,970.0,672.0,59.0,161.0,161.0,76.0,20.0
151102,971.0,970.0,672.0,63.0,51.0,51.0,21.0,13.0
151111,971.0,970.0,672.0,71.0,153.0,153.0,73.0,13.0
151263,971.0,970.0,644.0,61.0,3.0,3.0,2.0,11.0
151290,436.0,436.0,261.0,60.0,1.0,1.0,0.0,15.0
151306,971.0,970.0,672.0,70.0,20.0,20.0,11.0,16.0
151324,971.0,970.0,672.0,64.0,10.0,10.0,1.0,16.0
151333,562.0,562.0,359.0,64.0,14.0,14.0,7.0,14.0
151342,589.0,589.0,389.0,66.0,72.0,72.0,23.0,12.0
151351,971.0,970.0,672.0,87.0,32.0,32.0,23.0,17.0
151360,431.0,430.0,292.0,68.0,34.0,34.0,18.0,12.0
151379,537.0,537.0,325.0,61.0,48.0,48.0,16.0,12.0
151388,299.0,299.0,191.0,64.0,30.0,30.0,11.0,13.0
151564,12.0,12.0,8.0,64.0,34.0,34.0,9.0,10.0
151607,12.0,12.0,8.0,87.0,2.0,2.0,2.0,17.0
151786,458.0,458.0,348.0,76.0,1.0,1.0,0.0,13.0
151801,565.0,565.0,442.0,78.0,1.0,1.0,0.0,13.0
151810,12.0,12.0,8.0,67.0,16.0,16.0,7.0,10.0
151962,12.0,12.0,8.0,55.0,1.0,1.0,0.0,11.0
152044,21.0,21.0,14.0,67.0,41.0,41.0,35.0,20.0
152099,154.0,149.0,106.0,71.0,14.0,14.0,12.0,11.0
152275,12.0,12.0,10.0,87.0,4.0,4.0,3.0,15.0
152309,16.0,16.0,11.0,69.0,3.0,3.0,3.0,12.0
152336,389.0,389.0,265.0,68.0,1.0,1.0,0.0,12.0
152381,182.0,182.0,122.0,67.0,12.0,12.0,6.0,10.0
152497,12.0,12.0,9.0,87.0,1.0,1.0,1.0,10.0
152530,397.0,397.0,363.0,87.0,1.0,1.0,0.0,13.0
152567,639.0,639.0,499.0,78.0,1.0,1.0,0.0,16.0
152600,600.0,600.0,464.0,77.0,1.0,1.0,1.0,11.0
152628,12.0,12.0,8.0,60.0,12.0,12.0,8.0,10.0
152637,24.0,24.0,16.0,67.0,3.0,3.0,2.0,20.0
153001,237.0,236.0,179.0,76.0,1.0,1.0,0.0,12.0
153108,339.0,339.0,250.0,74.0,1.0,1.0,0.0,13.0
153214,971.0,970.0,672.0,63.0,161.0,161.0,76.0,19.0
153241,12.0,12.0,8.0,67.0,1.0,1.0,0.0,10.0
153250,424.0,424.0,341.0,80.0,1.0,1.0,0.0,14.0
153269,759.0,759.0,629.0,83.0,1.0,1.0,0.0,10.0
153278,328.0,327.0,233.0,71.0,2.0,2.0,1.0,10.0
153296,216.0,215.0,112.0,55.0,8.0,8.0,1.0,15.0
153302,47.0,47.0,33.0,70.0,1.0,1.0,1.0,10.0
153311,643.0,643.0,405.0,63.0,161.0,161.0,76.0,20.0
153320,50.0,50.0,44.0,87.0,1.0,1.0,0.0,15.0
153366,248.0,248.0,152.0,61.0,1.0,1.0,0.0,13.0
153375,290.0,289.0,198.0,69.0,1.0,1.0,0.0,12.0
153445,759.0,759.0,420.0,55.0,161.0,161.0,49.0,15.0
153472,548.0,547.0,316.0,58.0,54.0,54.0,21.0,15.0
153524,971.0,970.0,522.0,55.0,127.0,127.0,49.0,19.0
153533,262.0,262.0,158.0,60.0,46.0,46.0,21.0,14.0
153603,971.0,970.0,672.0,86.0,50.0,50.0,32.0,18.0
153621,257.0,257.0,140.0,55.0,7.0,7.0,1.0,13.0
153630,855.0,855.0,567.0,66.0,161.0,161.0,76.0,19.0
153658,971.0,970.0,672.0,87.0,30.0,30.0,24.0,16.0
153737,971.0,970.0,672.0,67.0,161.0,161.0,76.0,19.0
153825,295.0,294.0,225.0,77.0,1.0,1.0,0.0,12.0
153861,16.0,16.0,9.0,56.0,22.0,22.0,5.0,13.0
153922,244.0,234.0,166.0,71.0,47.0,47.0,16.0,17.0
153977,12.0,12.0,8.0,67.0,2.0,2.0,0.0,10.0
154013,217.0,217.0,160.0,74.0,5.0,5.0,5.0,13.0
154022,744.0,744.0,222.0,55.0,161.0,161.0,25.0,19.0
154059,479.0,479.0,346.0,72.0,38.0,38.0,18.0,20.0
154095,971.0,970.0,672.0,83.0,8.0,8.0,3.0,17.0
154110,360.0,360.0,190.0,55.0,138.0,138.0,76.0,15.0
154129,247.0,247.0,170.0,69.0,38.0,38.0,11.0,15.0
154208,12.0,12.0,8.0,87.0,35.0,35.0,24.0,15.0
154235,492.0,492.0,389.0,79.0,1.0,1.0,0.0,12.0
154350,286.0,286.0,224.0,78.0,1.0,1.0,0.0,10.0
154378,416.0,416.0,285.0,69.0,93.0,93.0,43.0,12.0
154396,258.0,258.0,170.0,66.0,28.0,28.0,14.0,17.0
154493,176.0,176.0,100.0,57.0,24.0,24.0,5.0,13.0
154518,187.0,187.0,130.0,70.0,4.0,4.0,1.0,20.0
154527,413.0,413.0,291.0,70.0,1.0,1.0,0.0,13.0
154572,559.0,558.0,319.0,57.0,161.0,161.0,63.0,13.0
154590,319.0,319.0,199.0,62.0,1.0,1.0,0.0,18.0
154642,324.0,324.0,164.0,55.0,80.0,80.0,24.0,18.0
154688,217.0,217.0,173.0,80.0,2.0,2.0,1.0,13.0
154697,444.0,444.0,221.0,55.0,146.0,146.0,76.0,18.0
154712,603.0,603.0,463.0,77.0,1.0,1.0,0.0,14.0
154721,256.0,256.0,121.0,55.0,1.0,1.0,0.0,11.0
154800,971.0,970.0,672.0,61.0,161.0,161.0,76.0,18.0
154907,249.0,249.0,160.0,64.0,17.0,17.0,6.0,13.0
154925,362.0,361.0,206.0,57.0,32.0,32.0,5.0,20.0
154934,153.0,153.0,106.0,69.0,23.0,21.0,7.0,19.0
154952,472.0,472.0,290.0,61.0,92.0,91.0,40.0,16.0
154998,265.0,265.0,151.0,57.0,65.0,65.0,31.0,17.0
155007,44.0,44.0,34.0,77.0,9.0,9.0,3.0,10.0
155025,475.0,475.0,340.0,72.0,6.0,6.0,0.0,17.0
155052,87.0,87.0,65.0,75.0,26.0,26.0,12.0,14.0
155061,853.0,853.0,648.0,76.0,102.0,102.0,40.0,15.0
155070,16.0,16.0,14.0,87.0,2.0,2.0,2.0,10.0
155089,281.0,281.0,174.0,62.0,2.0,2.0,0.0,12.0
155098,283.0,283.0,139.0,55.0,57.0,57.0,18.0,17.0
155104,426.0,426.0,276.0,65.0,77.0,77.0,23.0,13.0
155177,12.0,12.0,9.0,82.0,1.0,1.0,0.0,10.0
155186,385.0,385.0,147.0,55.0,161.0,161.0,43.0,13.0
155195,737.0,737.0,405.0,55.0,161.0,161.0,70.0,17.0
155201,179.0,179.0,78.0,55.0,28.0,28.0,12.0,16.0
155210,971.0,970.0,672.0,64.0,161.0,161.0,76.0,18.0
155292,394.0,394.0,189.0,55.0,161.0,161.0,76.0,13.0
155308,31.0,31.0,16.0,55.0,1.0,1.0,0.0,15.0
155317,971.0,970.0,672.0,85.0,74.0,74.0,43.0,17.0
155335,144.0,144.0,99.0,69.0,2.0,2.0,1.0,10.0
155399,971.0,970.0,672.0,86.0,44.0,44.0,17.0,18.0
155414,253.0,253.0,158.0,62.0,1.0,1.0,0.0,14.0
155423,167.0,167.0,132.0,79.0,72.0,72.0,51.0,15.0
155450,212.0,212.0,109.0,55.0,35.0,35.0,6.0,14.0
155487,70.0,69.0,59.0,86.0,37.0,37.0,31.0,17.0
155566,233.0,233.0,113.0,55.0,45.0,45.0,19.0,11.0
155593,206.0,206.0,170.0,83.0,18.0,18.0,11.0,10.0
155618,142.0,142.0,114.0,80.0,1.0,1.0,0.0,12.0
155627,213.0,213.0,121.0,57.0,11.0,11.0,4.0,11.0
155681,801.0,801.0,600.0,75.0,7.0,7.0,4.0,14.0
155715,238.0,238.0,159.0,67.0,9.0,9.0,4.0,20.0
155812,241.0,241.0,168.0,70.0,1.0,1.0,1.0,12.0
155830,79.0,78.0,56.0,72.0,18.0,18.0,11.0,14.0
155858,278.0,278.0,166.0,60.0,68.0,68.0,30.0,13.0
155900,203.0,202.0,99.0,55.0,1.0,1.0,1.0,10.0
155937,206.0,206.0,122.0,59.0,1.0,1.0,0.0,10.0
