UNITID,PEO1ISTR,PEO2ISTR,PEO3ISTR,PEO4ISTR,PEO5ISTR,PEO6ISTR,PEO7ISTR,CNTLAFFI,PUBPRIME,PUBSECON,RELAFFIL,LEVEL1,LEVEL1A,LEVEL1B,LEVEL2,LEVEL3,LEVEL4,LEVEL5,LEVEL6,LEVEL7,LEVEL8,LEVEL12,LEVEL17,LEVEL18,LEVEL19,CALSYS,FT_UG,FT_FTUG,FTGDNIDP,PT_UG,PT_FTUG,PTGDNIDP,DOCPP,DOCPPSP,OPENADMP,NONCRDT1,NONCRDT2,NONCRDT3,NONCRDT4,NONCRDT5,NONCRDT6,NONCRDT7,NONCRDT8,NONCRDT9,VET1,VET2,VET3,VET4,VET5,VET9,CREDITS1,CREDITS2,CREDITS3,CREDITS4,SLO5,SLO51,SLO52,SLO521,SLO53,SLO6,SLO7,SLOA,SLO8,SLO81,SLO82,SLO83,SLOB,SLO9,YRSCOLL,STUSRV2,STUSRV3,STUSRV4,STUSRV8,STUSRV9,LIBRES1,LIBRES2,LIBRES3,LIBRES4,LIBRES5,LIBRES6,LIBRES9,TUITPL,TUITPL1,TUITPL2,TUITPL3,TUITPL4,PRMPGM,DSTNUGC,DSTNUGP,DSTNUGN,DSTNGC,DSTNGP,DSTNGN,DISTCRS,DISTPGS,DSTNCED1,DSTNCED2,DSTNCED3,DISTNCED,DISAB,ALLONCAM,TUITVARY,ROOM,BOARD,APPLFEEU,ATHASSOC,ASSOC1,ASSOC2,ASSOC3,ASSOC4,ASSOC5,ASSOC6,SPORT1,CONFNO1,SPORT2,CONFNO2,SPORT3,CONFNO3,SPORT4,CONFNO4 
162122,1,1,-2,0,0,0,1,1,2,0,-2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,-2,-2,-2,1,1,1,-2,0,2,2,2,1,2,3,0.0,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
162168,1,1,-2,0,0,0,1,1,2,2,-2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,-2,-2,-2,1,1,1,-2,0,2,1,2,1,2,3,0.0,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
162210,1,1,0,0,0,1,1,4,-2,-2,66,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,-2,-2,2,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-2,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,2,1,0,0,1,1,0,1,1,1,1,0,2,1,2,2,1,1,0.0,1,0,0,0,0,0,0,2,-2,1,316,2,-2,1,311
162283,0,1,0,0,0,0,0,1,2,0,-2,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,2,2,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,-2,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,1,0,1,0,0,1,1,1,1,0,2,1,2,1,1,2,50.0,1,1,0,0,0,0,0,1,186,1,121,1,121,1,121
162335,1,0,-2,0,0,0,0,2,-2,-2,-2,1,1,0,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,6,1,1,-2,2,2,-2,-2,-2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,-2,-2,-2,-2,0,0,-2,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,2,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,2,-2,2,3,100.0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
162371,1,1,-2,0,0,0,0,2,-2,-2,-2,1,1,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,6,1,1,-2,2,2,-2,-2,-2,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-2,-2,-2,-2,0,0,-2,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,2,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,2,-2,2,3,25.0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
162557,1,1,-2,1,1,0,0,1,4,2,-2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,-2,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,1,0,-2,-2,-2,1,1,1,-2,0,2,2,2,1,2,3,0.0,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
162584,0,1,0,0,0,0,0,1,2,0,-2,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,-2,-2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-2,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,2,2,2,1,1,1,45.0,1,1,0,0,0,0,0,1,186,1,316,1,305,1,311
162609,1,1,-2,1,1,1,1,1,4,0,-2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,-2,-2,-2,1,1,1,-2,0,2,2,2,1,1,2,0.0,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
162654,0,1,1,0,0,0,0,3,-2,-2,-2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,-2,-2,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,0,0,1,1,0,1,1,1,1,0,2,2,2,2,1,1,0.0,1,1,0,0,0,0,0,2,-2,1,316,2,-2,1,311
162690,1,1,-2,1,1,0,1,1,2,2,-2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,-2,-2,-2,1,1,1,-2,0,2,2,2,1,2,3,0.0,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
162706,1,1,-2,1,1,0,0,1,2,2,-2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,-2,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,1,0,-2,-2,-2,1,1,1,-2,0,2,2,2,1,2,3,0.0,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
162760,0,1,0,0,0,0,1,3,-2,-2,-2,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,-2,-2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,-2,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,0,0,1,1,0,1,1,1,1,0,2,2,2,2,1,2,0.0,1,1,0,0,0,0,0,2,-2,1,181,1,181,1,181
162779,1,1,-2,1,1,0,1,1,4,2,-2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,1,0,-2,-2,-2,1,1,1,-2,0,2,2,2,1,2,3,0.0,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
162830,1,0,-2,0,0,0,0,2,-2,-2,-2,1,0,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,2,2,-2,-2,-2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2,-2,-2,-2,0,1,-2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,2,-2,2,3,25.0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
162928,0,1,1,0,0,0,0,3,-2,-2,-2,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,1,1,2,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,0,0,1,1,0,1,1,1,1,0,2,2,2,2,1,1,70.0,1,1,0,0,0,0,0,1,165,1,165,1,165,1,165
163028,1,1,-2,0,0,0,0,2,-2,-2,-2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,6,1,1,-2,1,1,-2,-2,-2,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,2,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,2,-2,2,3,0.0,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
163046,0,1,0,0,0,0,0,4,-2,-2,30,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,-2,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,2,2,2,2,1,2,60.0,1,1,0,0,0,0,0,2,-2,1,128,2,-2,1,128
163204,1,1,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,-2,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,2,1,1,0,1,1,0,1,1,1,1,0,2,1,2,1,2,3,50.0,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
163259,0,1,1,0,0,0,0,1,2,0,-2,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,2,2,2,1,1,3,50.0,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
163268,0,1,0,0,0,0,0,1,2,0,-2,1,0,1,1,0,1,1,1,1,1,0,1,0,0,4,1,1,1,1,1,1,-2,-2,2,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,-2,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,2,2,2,1,1,1,75.0,1,1,0,0,0,0,0,2,-2,1,101,1,101,1,101
163286,0,1,0,0,0,0,0,1,2,0,-2,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,2,1,2,1,1,2,75.0,1,1,0,0,0,0,0,1,107,1,107,1,107,1,107
163295,0,1,0,0,0,0,0,3,-2,-2,-2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,-2,-2,2,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,0,0,1,1,0,1,1,1,1,0,2,2,2,2,1,2,70.0,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
163338,0,1,1,0,0,0,0,1,2,0,-2,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,-2,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,0,0,1,1,0,1,1,1,1,0,2,2,2,1,1,1,35.0,1,1,0,0,0,0,0,2,-2,1,121,1,121,1,121
163347,1,0,-2,0,0,0,0,2,-2,-2,-2,1,0,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,2,2,-2,-2,-2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,-2,-2,-2,-2,0,0,-2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,2,-2,2,3,0.0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
163408,1,0,-2,0,0,0,0,2,-2,-2,-2,0,0,0,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,1,1,-2,-2,-2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-2,-2,-2,-2,0,1,-2,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,2,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,2,-2,2,3,0.0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
163426,1,1,-2,1,1,0,0,1,2,2,-2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,-2,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,1,0,-2,-2,-2,1,1,1,-2,0,2,2,2,1,2,3,25.0,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
163453,1,1,1,1,0,0,0,1,2,0,-2,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,-2,-2,2,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,2,1,1,0,1,1,0,1,1,1,1,0,2,2,2,1,1,2,35.0,1,1,0,0,0,0,0,1,121,1,121,2,-2,1,121
163462,0,1,0,0,0,0,0,4,-2,-2,30,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,-2,-2,2,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,0,0,1,1,0,1,1,1,1,0,2,2,2,2,1,2,0.0,1,1,0,0,0,0,0,2,-2,1,118,1,118,1,118
163532,0,1,0,0,0,0,0,4,-2,-2,66,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,2,2,1,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,2,1,2,2,1,1,100.0,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
163541,1,0,-2,0,0,0,0,2,-2,-2,-2,1,0,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,1,1,-2,-2,-2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-2,-2,-2,-2,0,1,-2,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,2,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,2,-2,2,3,0.0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
163578,0,1,1,0,0,0,0,4,-2,-2,30,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,-2,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,1,0,1,1,0,1,1,1,1,0,2,2,2,2,1,2,0.0,1,1,0,0,0,0,0,2,-2,1,316,2,-2,1,311
163657,1,1,-2,0,0,0,1,1,4,0,-2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,-2,-2,-2,1,1,1,-2,0,2,1,2,1,2,3,25.0,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
163815,1,0,-2,1,0,0,0,2,-2,-2,-2,1,1,0,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,1,1,-2,-2,-2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-2,-2,-2,-2,0,1,-2,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,2,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,2,-2,2,3,0.0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
163851,0,1,0,0,0,0,0,1,2,0,-2,1,0,1,0,0,0,1,1,1,1,0,1,1,0,4,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,0,0,1,1,0,1,1,1,1,0,2,2,2,1,1,1,50.0,1,1,0,0,0,0,0,1,186,1,164,1,164,1,164
163912,0,1,0,0,0,0,0,1,2,0,-2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,-2,-2,2,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,2,1,0,0,1,0,0,1,0,1,1,0,2,2,2,1,1,2,50.0,1,1,0,0,0,0,0,2,-2,1,316,1,305,1,311
163976,0,1,0,0,0,0,0,3,-2,-2,-2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,2,1,-2,-2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,0,0,1,1,0,0,1,0,0,1,0,2,2,2,2,1,1,0.0,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
164076,0,1,0,0,0,0,0,1,2,0,-2,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,2,2,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,-2,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,1,0,1,1,0,1,1,1,1,0,2,2,2,1,1,1,45.0,1,1,0,0,0,0,0,1,110,1,110,1,110,1,110
164155,0,1,0,0,0,0,0,1,1,0,-2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,2,2,2,-2,-2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2,1,0,1,0,0,1,1,1,1,1,1,0,2,0,0,0,0,2,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,2,2,1,1,0.0,1,1,0,0,0,0,0,1,186,1,128,1,128,1,128
164173,0,1,1,0,0,0,0,3,-2,-2,-2,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,2,2,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,1,0,1,1,0,1,1,1,1,0,2,2,2,2,1,2,40.0,1,1,0,0,0,0,0,1,181,1,181,1,181,1,181
164216,0,1,0,0,0,0,0,3,-2,-2,-2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,1,2,2,-2,-2,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,0,0,-2,-2,-2,1,0,1,-2,0,2,2,2,2,1,1,0.0,1,1,0,0,0,0,0,2,-2,1,165,1,165,2,-2
164270,0,1,1,0,0,0,0,3,-2,-2,-2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,4,1,1,1,1,2,1,-2,-2,2,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,0,0,1,1,0,1,1,1,1,0,2,2,2,2,1,1,0.0,1,1,0,0,0,0,0,1,165,1,165,1,165,1,165
164313,1,1,-2,0,1,0,1,1,2,2,-2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,-2,-2,-2,1,1,1,-2,0,2,2,2,1,2,3,0.0,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
164368,0,1,0,0,0,0,0,3,-2,-2,-2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,1,1,1,2,2,1,-2,-2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,2,0,0,1,1,1,0,1,1,0,1,0,2,1,2,2,1,3,75.0,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
164447,0,1,1,0,0,0,0,3,-2,-2,-2,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,1,0,1,1,0,1,1,1,1,0,2,2,2,2,1,2,0.0,1,1,0,0,0,0,0,1,153,1,153,1,153,1,153
164465,0,1,0,0,0,0,0,3,-2,-2,-2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,2,2,2,-2,-2,2,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,0,0,1,-2,-2,-2,0,0,0,-2,1,2,2,2,2,1,1,65.0,1,1,0,0,0,0,0,1,185,1,185,1,185,1,185
164492,0,1,0,0,0,0,0,4,-2,-2,30,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,-2,-2,2,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,1,0,1,1,0,1,1,1,1,0,2,2,2,2,1,1,25.0,1,1,0,0,0,0,0,1,186,1,174,1,174,2,-2
164535,1,0,-2,1,0,1,0,1,4,0,-2,0,0,0,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,2,2,-2,-2,-2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-2,-2,-2,-2,0,1,-2,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,2,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,2,-2,2,3,0.0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
164562,0,1,0,0,0,0,0,4,-2,-2,30,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,2,1,-2,-2,2,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,2,0,0,0,0,2,1,0,0,1,1,0,1,1,1,1,0,2,2,2,2,1,2,50.0,1,1,0,0,0,0,0,1,153,1,153,1,153,1,153
164580,0,1,0,0,0,0,0,3,-2,-2,-2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,2,1,-2,-2,2,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,0,0,1,1,0,1,1,1,1,0,2,2,2,2,1,2,75.0,1,1,0,0,0,0,0,2,-2,1,186,1,186,1,186
