UNITID,EFYDETOT,EFYDEANY_arcsin
113616,14,0.0
113634,25369,1.2758978671472498
113698,1316,0.7831185202412393
113856,49266,1.029755913969556
113980,28431,1.202667611877919
114123,33,0.0
114266,12698,1.0433413343900226
114354,2111,1.0619575064531928
114433,2534,0.7347988186002135
114460,513,0.0
114637,117,0.0
114716,23194,1.1182798980146202
114761,116,0.0
114789,33518,1.0535425696479048
114813,2482,0.9730955320477728
114859,26102,1.1561181233749849
114938,6649,0.9996725292456465
114947,134,0.0
115001,16523,1.0356551537364196
115010,949,1.5707963267948966
115083,1065,1.2985585551712244
115126,16795,1.208383977786222
115296,18249,1.0796061613230692
115357,226,0.0
115393,13758,0.9261508105022038
115409,981,0.0
115658,140,0.0
115728,695,0.8062675317202582
115755,5958,1.4225398902422148
115773,294,1.3949275767021718
115861,10185,1.2329429403776717
115931,1145,0.16529417607882116
116226,184,0.0
116350,242,0.0
116439,17098,1.1374344242760932
116563,366,1.2610797213119893
116846,69,1.5707963267948966
117052,10784,0.9878427593392346
117104,467,0.9984226617081557
117140,4235,0.8037021333773464
117168,766,1.0359636502454146
117195,6235,0.7716835327425173
117238,144,0.0
117247,14309,1.2563266240290794
117274,2885,0.9860622069969267
117283,57,1.5707963267948966
117557,209,0.0
117575,57,1.2127572642444504
117627,1513,0.0
117636,1470,0.9041999211395995
117645,32638,1.3014556806696425
117672,2762,1.5707963267948966
117690,11263,1.372523628701415
117706,22698,1.2992462585741902
117715,8917,1.4326894082706254
117724,16958,1.1704367141231666
117733,23180,1.2845490353864935
117751,2014,0.5768191404405303
117788,23589,1.3561732513311802
117803,249,0.0
117867,15825,1.2780393039747209
117894,11148,1.2736005768540697
117946,7450,0.9476963035043097
117955,431,1.2612326205818363
118134,140,0.0
118143,179,0.0
118161,201,0.0
118198,1356,0.8781114350764935
118347,6770,1.0235477201013214
118541,499,1.3107121048484744
118684,5219,0.9862957002675753
118693,846,0.0
118718,13886,1.249357967282231
118772,10948,1.292542341584592
118912,16847,1.3747884257111647
118930,10043,1.279382682938883
118958,108,0.0
118976,22655,1.2513703549054151
118994,638,0.0
119058,17,1.1372584174390599
119067,10426,0.9963802008398628
119137,19768,1.3119670014944935
119164,36607,0.27304343294459477
119173,2238,1.2307225206974053
119216,19567,0.5184641163441577
119270,1183,0.6303468435415907
119331,6459,1.1509894728272405
119553,1976,1.5707963267948966
119605,13056,1.1205157751515173
119775,335,1.0292829364724825
119951,309,0.0
120069,529,1.5707963267948966
120078,1061,1.5707963267948966
120087,414,1.5707963267948966
120166,8,0.9117382909684877
120184,1,0.0
120254,2024,0.0
120290,16743,0.721345672753376
120342,22807,1.2555105268929692
120403,1253,1.5707963267948966
120421,10459,1.3230355278215395
120537,660,0.7990362180581793
120661,1146,1.5707963267948966
120698,77,0.7918918524399903
120768,682,1.407613965646209
120838,12,0.0
120865,984,0.8588326131617772
120883,3590,0.0
120953,5943,0.8862832143917877
120971,26222,1.2231800934466155
121044,31175,1.235160437125323
121150,4048,0.27946208470125383
121257,1198,0.0
121275,186,0.0
121309,3414,0.7366978819523764
121345,1821,0.0
121363,5062,1.1301227149468263
121433,184,0.0
121619,38996,0.8268859014118911
121637,200,0.0
121691,2859,0.6001840263436279
121707,5563,0.9743890605697919
121859,375,0.0
121868,359,0.0
121886,22401,0.7320179469413087
121901,26542,1.2374319312091642
122117,6,0.0
122180,28801,1.3346085452206977
122205,28892,1.1990075242904596
122296,1129,0.2120298434746613
122339,21600,1.3693203113426524
122375,28647,1.2951535275786312
122384,21791,1.0454903099010044
122409,33276,1.2261273536148884
122436,6077,0.0
122506,233,0.0
122597,26438,1.3601365909590533
122612,6637,1.0330878058384216
122658,23945,1.4281405736876251
122685,3756,0.9726521749275147
122694,1312,0.5766419572901812
122728,1704,0.9734884962699706
122746,11624,1.1079880283504828
122755,30480,1.4038147059278203
122791,12601,0.8768120635354392
122889,18777,1.129871565730872
122931,6072,0.0
122977,34036,1.1685667546126948
123013,23100,1.1898010231170617
123165,1103,0.0
123217,15695,1.1044463131189473
123280,37,1.3361538466137455
123299,10813,1.064704444303761
123341,23183,1.1599434951210768
123350,194,0.0
123457,870,1.0887210410129464
123484,2421,0.9108319802256929
123493,225,0.0
123509,15289,0.8049269688774495
123527,15495,1.2559395149856847
123554,2270,0.18644616930798563
123563,11932,1.3504525564971994
123572,7274,1.4012922355728834
123642,323,0.0
123651,2137,1.2188151527071451
123679,1145,1.5707963267948966
123800,22002,0.9911863410977015
123952,261,0.0
123961,22755,0.8121523038828359
124113,6764,0.6847795583041618
124292,501,0.0
124487,159,0.8771064709130202
124681,1922,0.0
124706,1209,1.5707963267948966
124937,1065,1.5707963267948966
125028,16451,1.2563197856253643
125082,140,0.0
125091,14497,0.9500098826347909
125170,9904,1.292778066703084
125231,12789,1.5707963267948966
125310,76,0.0
125462,5412,1.1885470161238296
125471,18440,1.3875955491117034
125499,10492,1.3044258850886452
125532,3110,1.034846275087689
125727,1289,0.5437495300419606
125763,1362,0.9206693070569519
125897,990,1.047780929909061
126076,161,0.0
126119,7963,0.9727883010806013
126182,2103,0.7332351180852797
126207,9037,0.7303462005233042
126289,15853,0.711420103202048
126359,302,0.0
126562,17912,0.9296998652468618
126580,12684,0.9162627294074179
126605,448,0.0
126614,35143,0.023253938813599405
126669,13811,0.8295144653056379
126678,2436,0.11665511473045591
126687,1222,1.5707963267948966
126711,7424,0.6969800886199555
126748,1533,0.5501327858594476
126775,5767,0.47623175124966693
126784,223,0.0
126818,27545,0.9774717277835583
126827,45365,1.5497979146036696
126863,10701,0.5843915569566085
126915,308,0.4812753739423435
126942,10392,0.7734647749263255
126951,1887,0.0
127060,6791,0.5109652846149856
127158,5854,0.07850024719524229
127185,3843,0.8686604060624691
127200,27228,0.785251255800212
127316,400,0.0
127389,844,0.6996707047899611
127556,9769,0.9009179826240232
127565,20390,1.1569034676496834
127617,1730,0.8660948571238787
127653,382,0.8352187820181779
127714,990,1.5707963267948966
127732,1814,0.5722777325122509
127741,8171,0.9752801452677438
127778,1451,0.7498755243119842
127820,15030,0.9135429204176442
127884,8074,0.6630513428022583
127909,9820,0.7495221738004182
127918,3192,0.9649866038073485
127945,2861,1.5116409271317661
127954,6,0.0
128106,5069,0.9178349926239838
128151,1049,0.0
128179,1119,0.0
128188,1845,0.0
128258,2185,0.4515224310788973
128328,4209,0.0
128337,130,0.0
128391,5124,0.5274213502729266
128498,1320,1.1492465185974094
128577,1803,1.157376604790565
128586,56,0.0
128744,2551,0.8958593916412887
128771,8842,0.5309463580302322
128780,2172,1.5707963267948966
128896,307,0.0
128902,1891,0.19500210879229
129002,714,0.0
129020,20153,1.0817925295591824
129154,5668,1.059302977505479
129181,1669,0.0
129215,4505,0.47219478970669915
129242,4828,0.6385141397629988
129349,309,0.0
129367,3590,1.5707963267948966
129482,631,1.0073549580615035
129525,4418,0.43275154780938496
129534,389,0.7738290077132026
129543,5051,1.186199375979963
129695,6294,1.355219560213698
129729,6334,1.1267422243289562
129756,3093,1.3203371746495656
129774,573,0.4002589630098578
129808,3990,1.2139041822845607
129923,965,0.0
129932,1443,0.0
129941,5619,1.0726005073442968
130004,5922,1.3038747077780823
130040,1622,1.19543497441131
130110,289,0.24497866312686414
130174,2324,0.0
130183,27771,1.4424442081427047
130217,1472,1.2229914201675773
130226,6716,1.0776686077281201
130253,7258,1.027606953601139
130314,985,0.9599905967753495
130396,7949,1.2164512256355453
130493,7889,0.8875783086314902
130509,609,0.0
130590,2197,0.0
130606,4622,1.2455284153125696
130624,1095,0.0
130697,3631,0.433622895432608
130776,4745,0.9848502858348381
130794,7475,0.43035030598151386
130837,67,0.0
130873,523,0.8323120931573682
130907,15960,1.1643107046180075
130934,4812,0.9795596270567978
130943,20635,1.1706766679024248
130989,746,1.13139251707397
131061,278,0.0
131113,12348,1.2754722085178178
131159,9480,0.708193000103404
131283,3066,0.6932266568924209
131399,3943,0.6900973516300786
131450,1107,0.9448153017347668
131469,12502,0.488645379834799
131496,8371,0.9163241860640545
131520,9530,1.3577626369392393
131803,531,1.5707963267948966
131830,38,0.0
131876,1643,1.0386302070639775
132374,4452,0.039662977782144684
132408,486,1.3826605739751519
132471,3832,0.5272072616368493
132602,2752,1.3114411951957647
132657,2805,0.8886254640070277
132675,125,0.0
132693,17809,1.0242964820378273
132709,45451,1.0560526042537175
132842,305,1.2356231654780134
132851,7685,1.1518062427620392
132879,167,0.7524401702197573
132903,69572,1.200852451083894
132976,582,0.0
133021,2310,1.0025502201568228
133155,972,0.0
133386,17166,1.021436108581833
133465,571,0.840677082071742
133492,2088,0.0
133508,19359,1.055092316400556
133526,1304,1.1404025938691082
133553,9880,0.4670549199832375
133650,8256,1.223386050279183
133669,30098,1.1879086927658262
133702,32217,1.111094695057787
133711,2801,0.6317975901852658
133809,599,0.5562594089515703
133845,1049,1.5707963267948966
133854,547,1.5707963267948966
133863,724,1.5707963267948966
133872,1449,1.1600707061910454
133881,3745,0.13110186707491353
133942,82,0.0
133951,58634,1.113097732676611
133960,1513,0.9760379145017697
133979,1122,0.7255404931549174
133997,612,0.0
134024,84,0.0
134079,3027,0.9271988656818025
134097,37241,1.267310994698842
134130,38452,0.9298631222685154
134228,43,0.0
134237,36177,1.5707963267948966
134291,888,0.0
134307,1148,0.0
134343,6219,0.9435960528967394
134422,28,0.4812753739423435
134495,36666,1.0960312025648984
134510,236,1.2678849763815647
134529,639,0.0
134574,266,0.0
134608,20608,1.0612085689499917
134714,310,0.0
134811,1491,0.6755288645683775
134945,3441,0.9649052079556503
135081,29188,0.7717607318895021
135142,473,0.0
135160,3870,1.0908716640516245
135179,997,0.15247563494567432
135188,5739,1.2167009711296242
135267,1395,0.1826030428104848
135276,2172,0.0
135294,1216,0.0
135337,156,0.0
135364,294,1.5707963267948966
135391,11562,1.1245031258672484
135407,1544,0.0
135522,481,0.0
135559,167,0.0
135610,101,1.0052893596597086
135647,1531,0.0
135717,76052,1.1173755310179923
135726,13617,1.0038158295414417
135735,3319,0.0
136109,211,0.0
136145,1735,1.0604446980931226
136172,16742,1.0926261902207868
136215,6999,0.7850409694822252
136233,6418,1.0891955463696015
136303,356,0.0
136330,3287,0.6785633689185231
136358,35435,1.1833263880512808
136400,11963,1.1704641953419377
136473,11534,1.0234373712281533
136491,1062,0.5498515840002651
136516,12672,1.1534473210976275
136659,550,0.0
136765,637,0.0
136774,1693,1.5707963267948966
136826,1122,0.0
136950,2634,0.0
137023,761,0.0
137032,10620,1.2920530775965955
137078,33314,1.1398998377231682
137087,1156,0.6170080953295062
137096,17038,0.9784436471131651
137120,1992,0.0
137209,21370,1.1066224864534064
137245,2570,0.09265446416422536
137272,39,0.0
137281,8311,1.0299638103275066
137315,3651,1.0087175388943344
137351,44717,1.2182966070038324
137476,4285,0.7079594253134429
137546,2986,0.8451518158619137
137564,9488,0.79035187006946
137591,437,0.0
137713,288,0.0
137759,15996,1.2455817076064017
137777,31,0.0
137801,776,0.0
137847,10653,0.7864776723558895
137856,259,0.0
137865,422,0.0
137953,467,1.2106448985341998
137962,230,1.06495484555135
138187,58953,1.2557294534299583
138275,848,1.1413669226541956
138284,429,0.0
138293,1009,1.1093823978368462
138309,14018,1.36506383460897
138354,11472,1.3375276239795304
138372,2116,0.0
138479,1364,0.09778151825099243
138488,2938,0.09237659605082567
138497,576,0.0
138558,4506,0.9468674721801292
138600,1162,0.3875966866551806
138655,897,1.5707963267948966
138664,94,1.5707963267948966
138682,3764,1.1436473821524877
138716,6985,1.1599828607035005
138761,312,1.1904502330708362
138813,989,0.0
138822,1015,0.0
138840,5280,1.1014907877378208
138868,2035,0.6488164738218047
138901,2466,1.2004766558919264
138938,614,0.0
138947,3593,1.0807323192428626
138956,5404,0.813354993189527
139144,2248,0.5287202896758029
139153,216,1.5707963267948966
139199,1886,1.1132745762763314
139205,1013,0.9835343271807386
139250,3970,1.0799809717462068
139278,9047,0.9309744508715949
139311,7301,1.294843761453567
139357,4312,0.9968896609973442
139366,7528,1.1254362708373045
139384,8484,0.9953052442216911
139393,950,0.0
139463,5271,0.8678237292896552
139506,142,0.0
139579,401,1.0393143340742377
139621,2457,1.211974784438743
139630,990,0.7317599891040737
139658,7818,1.0919074178475945
139700,6759,1.0091721592063199
139719,2772,1.1168702818205885
139746,83,0.0
139755,18889,0.9327104627172202
139764,2882,1.102566896638727
139861,6200,0.8698311272475956
139931,26860,1.1791807159474705
139940,33631,1.2292965692527789
139959,32953,0.7540755225398813
139968,3680,1.1704402410641008
139986,7495,1.0693258328487005
139995,710,1.1662399931106924
140003,321,0.0
140012,11022,0.9093269281560846
140234,623,1.0157747104916746
140243,6979,0.7476060639600295
140252,1196,1.4444193808686259
140331,12892,0.8901021569033093
140340,1033,1.342303064459521
140447,5690,0.8128284409331712
140553,2924,0.37486407523833437
140571,104,1.5707963267948966
140678,3585,0.8512790023008422
140696,2177,0.5690145739301782
140720,302,0.5628950081795783
140818,1440,0.8775862589154309
140827,112,0.0
140872,1192,0.8970623247952446
140942,5445,0.8965972321880059
140951,14291,0.8240273018967503
140960,3477,1.0997833278059785
140988,1568,0.9170149429898048
141006,2479,0.8381381008998925
141015,144,0.0
141060,2663,0.746492976332024
141167,913,1.5707963267948966
141185,2171,1.0658861819994638
141237,2881,0.8770243221082704
141255,5573,0.7610749159906064
141264,10202,1.069739106190174
141325,769,0.9935711716251175
141334,11071,1.217126996428781
141361,1616,0.5918640035483089
141486,1755,1.0503284891400078
141565,3239,1.354636483222453
141574,16113,1.3993501121317933
141608,122,0.0
141644,5098,0.7103818562116936
141680,4598,1.3209949521315838
141796,9278,1.3183109443713474
141802,1718,1.1298056687354725
141811,9733,1.3841916935289391
141839,3592,1.2524015699436297
141981,4055,1.4629274775098098
141990,3755,1.1780622274276495
142054,737,0.8254681777734327
142090,94,0.10332588178831392
142115,26501,0.927191451472317
142179,3225,0.779661603436813
142276,11962,0.8643074948477647
142285,9608,0.7308562543374587
142294,1146,0.0
142328,4423,0.926654746618306
142407,154,0.0
142443,5720,1.0803576582234715
142461,7774,0.295892748870239
142489,82,0.0
142522,58610,1.2687038257055532
142559,14386,0.6710293419912223
142887,147,1.0068536854342678
142957,10,1.5707963267948966
143048,3031,1.2313678841127536
143084,2409,0.0
143118,4517,0.505968641142363
143215,14474,0.6852409516873124
143279,5789,0.8278571894105405
143288,467,0.4784742160129391
143297,238,0.8528292724729154
143358,4449,0.879799319496531
143376,331,0.0
143464,163,0.518269236497454
143473,58,0.0
143482,36,0.0
143491,47,0.0
143552,70,0.0
143613,2275,1.0639860303908444
143978,37,1.3361538466137455
144005,1860,0.9237146971975626
144050,8942,0.4891171818868365
144157,2904,0.8621454581453399
144166,9601,1.0726277764058498
144175,3075,0.8285411094064293
144184,7908,0.7273518301924967
144193,7526,0.6975161299452398
144209,8248,1.2127410629674171
144218,11449,0.8592536531626707
144281,6904,0.0
144351,1574,1.5271250068242483
144564,3196,0.7289579793101469
144573,214,0.0
144740,15963,1.2341279956792328
144795,587,0.0
144865,35659,0.9462532523658881
144883,609,0.0
144892,8239,0.6678603072723104
144944,12559,1.1125252270299537
144962,3187,1.0039306056076178
144971,540,0.0
145099,413,1.2117230979591145
145239,531,0.0
145309,63,0.0
145336,3221,0.8521908649128535
145354,61,0.0
145372,1090,0.9911565864311923
145406,810,0.0
145424,100,0.0
145433,155,0.0
145497,214,0.7900711286212068
145521,2754,0.6692511169850438
145600,24130,1.360246346242953
145619,2631,1.3224185485560274
145637,36800,1.3629501566026014
145646,1685,0.3142570066396919
145682,10381,0.9781227217753649
145691,1195,0.44129911203600575
145707,1442,0.7409568696253438
145725,3233,0.8738576732705496
145813,19077,0.9617810447222755
145831,3757,0.7759485723946198
146205,6406,0.6341805602249041
146278,2489,1.0353317451718038
146296,20068,0.8131181614939149
146339,1013,1.1607355168419888
146348,3654,0.6572906760456251
146366,5512,0.7006312960824048
146418,3500,0.8513031205802126
146427,1182,0.0
146454,67,0.0
146472,20056,1.0526845564906238
146481,1758,0.2468916017720562
146506,8533,0.6138213870899013
146533,178,1.0375203902221208
146603,5436,0.6960716530809996
146612,4458,1.1739457017836679
146667,310,0.5583170184144159
146685,8495,0.8430301070776332
146700,1639,0.0
146719,13785,0.5863087437198774
146755,169,0.7587583424181545
146807,80,0.0
146816,447,1.3320426048677614
147004,12879,0.726601360766226
147013,1530,0.8509452242741654
147129,589,1.3318278111369168
147244,1973,0.9578275995860893
147341,781,0.0
147369,2134,0.5962920658270199
147378,17409,0.8632294787559421
147396,80,0.0
147411,5414,0.5972031686038964
147536,4751,1.168884822692195
147590,71,1.2758369830755847
147642,66,0.0
147660,2547,0.5291348188861719
147679,2025,0.8271751508763802
147703,12969,1.2476219948034328
147767,9927,0.24520522147175908
147776,5399,1.3508497693798458
147800,13820,0.9940023373478711
147819,65,0.0
147828,2897,0.9373645913037948
147916,8533,0.9324154584048008
148007,5482,0.9041697890864265
148016,361,0.7368454406841657
148098,48,0.0
148131,1164,1.1058612996611266
148256,3279,0.7391290447086577
148292,3488,0.7647500932923179
148380,9175,0.8848537955720344
148405,1099,0.0
148487,2952,1.005141101669865
148496,2314,1.2082873133602448
148511,155,1.2888315873786913
148575,319,0.09712887481777405
148584,1814,1.1793885062817777
148593,93,0.18058521419069812
148627,3381,1.0469414443030367
148654,2920,1.270196401387445
148672,2371,0.793201095048858
148821,2741,0.6275541184793797
148876,993,0.0
148937,2464,0.6828130771362524
148991,1654,0.8692243999674419
149028,220,0.26417863214512494
149204,52,0.0
149222,9016,1.0356193237308489
149231,11257,1.2651938056359255
149310,298,0.0
149329,75,0.0
149365,7638,0.6938958658658142
149499,20,0.0
149505,1043,0.218482443433526
149514,592,0.7329370972137429
149532,15218,0.8080106809471899
149550,247,0.0
149639,95,1.0813216130034495
149727,13675,0.899099535946298
149763,646,0.867814202384313
149772,6106,1.2580527761035074
149781,2512,0.0
149842,21370,0.9552835297525063
150066,1476,0.8376613020353529
150136,15939,0.7880645917459105
150145,1309,0.8163575909806926
150163,4644,0.7563119940297613
150172,674,0.4930604315694522
150251,219,1.5707963267948966
150303,528,0.0
150400,1749,0.0
150428,52,0.0
150455,677,0.0
150534,1908,0.7476263984491496
150604,923,0.0
150668,830,0.4327938085832396
150677,1658,1.0026659292513715
150756,1025,0.0
150765,207,0.0
150774,484,0.1115717779345837
150853,303,0.0
150941,1285,0.3065233747066478
150987,155821,0.6453347694103299
151102,9782,0.8332117507407965
151111,21464,1.0839464268433743
151263,4357,0.7383929906846723
151290,1605,0.4267690785790345
151306,8777,0.8392220050454087
151324,8603,1.0609656820187738
151333,5151,0.7699618150593596
151342,6852,0.8194291017429732
151351,46697,0.8130693092253481
151360,5811,0.8470757164609196
151379,5141,1.0376477074601962
151388,5082,1.0441355588416548
151467,342,0.0
151564,60,0.0
151607,182,0.0
151661,1470,0.0
151777,1043,1.1578169129027052
151786,4144,1.023276704089064
151801,2504,0.700323727237469
151810,183,1.2610797213119893
151962,484,1.127613108577314
152044,126,0.0
152080,9117,0.3481286032823463
152099,775,0.5503886629983419
152150,85,0.0
152275,235,0.0
152309,158,0.0
152318,2178,0.7334221439485108
152336,1845,1.1376767322540944
152381,893,1.0791658101360113
152390,1463,0.43517044325512544
152497,173,1.2238685826034092
152530,2167,0.7967050800019032
152567,4402,0.7919862686096659
152600,2653,0.9833278288926544
152628,56,0.0
152637,18649,0.4770671702104086
152673,846,0.22740426715973625
152798,435,1.2285284214347112
152992,813,0.7921634374724872
153001,1995,0.9876071270662465
153074,202,0.0
153083,201,0.0
153108,1319,0.4207038371086852
153126,827,1.0058981694249063
153144,1431,0.16584607111645075
153162,1103,0.7377285185660976
153214,33205,0.8207989114754786
153241,80,0.0
153250,1628,0.5739960196293397
153269,3024,0.9230428350253033
153278,1743,0.3709140550512415
153296,887,1.1591564857987477
153302,205,0.3925503606905473
153311,11954,0.862836367987716
153320,494,0.8605799285537045
153366,1068,0.40265766909736306
153375,1702,0.8059680075305209
153384,1787,0.0
153427,138,1.5707963267948966
153445,6334,0.8824703534883862
153463,32,0.0
153472,4274,0.8268588567875321
153524,7359,0.6641564457523585
153533,2208,0.6411973183386285
153542,14,0.5639426413606289
153597,150,0.0
153603,27291,1.1261198033923616
153621,893,0.563765567264339
153630,8155,0.9681658871576394
153658,23390,1.1108464798168471
153737,17005,1.0003370924585042
153746,51,0.0
153764,98,0.0
153773,68,0.0
153782,26,0.0
153825,1424,0.46993832028549604
153834,1779,0.37856311540889603
153861,888,1.0968114561034499
153922,2102,1.0607641607359737
153977,1242,1.2195894857384293
154004,1290,0.24185962703950006
154013,1442,0.7395642357625356
154022,48276,1.5707963267948966
154059,3210,1.0837952959879447
