UNITID,UGPO9_N,UGPO9_T,UGPO9_A,GPO9_N,GPO9_T,GPO9_A,PO9_N,PO9_T,PO9_A,UGDOD_N,UGDOD_T,UGDOD_A,GDOD_N,GDOD_T,GDOD_A,DOD_N,DOD_T,DOD_A   
161518,14.0,119051.0,8504.0,11.0,45119.0,4102.0,25,164170,6567.0,10.0,21000.0,2100.0,2.0,5250.0,2625.0,12,26250,2188.0
161572,372.0,1280992.0,3444.0,31.0,196168.0,6328.0,403,1477160,3665.0,74.0,145092.0,1961.0,16.0,31000.0,1938.0,90,176092,1957.0
161873,39.0,253432.0,6498.0,50.0,648466.0,12969.0,89,901898,10134.0,2.0,4749.0,2375.0,1.0,2250.0,2250.0,3,6999,2333.0
162061,15.0,298232.0,19882.0,57.0,517983.0,9087.0,72,816215,11336.0,2.0,1500.0,750.0,8.0,11250.0,1406.0,10,12750,1275.0
163204,8164.0,40992842.0,5021.0,1911.0,12039036.0,6300.0,10075,53031878,5264.0,26106.0,48292452.0,1850.0,1284.0,3384803.0,2636.0,27390,51677255,1887.0
163268,172.0,1542105.0,8966.0,35.0,288413.0,8240.0,207,1830518,8843.0,10.0,25854.0,2585.0,2.0,9000.0,4500.0,12,34854,2905.0
163286,462.0,4520934.0,9786.0,223.0,4461094.0,20005.0,685,8982028,13112.0,22.0,64635.0,2938.0,13.0,24500.0,1885.0,35,89135,2547.0
163453,164.0,531472.0,3241.0,28.0,121767.0,4349.0,192,653239,3402.0,95.0,340447.0,3584.0,25.0,85485.0,3419.0,120,425932,3549.0
163851,93.0,796171.0,8561.0,16.0,156690.0,9793.0,109,952861,8742.0,6.0,26821.0,4470.0,8.0,34800.0,4350.0,14,61621,4402.0
164076,349.0,3007720.0,8618.0,33.0,300130.0,9095.0,382,3307850,8659.0,77.0,194255.0,2523.0,15.0,25337.0,1689.0,92,219592,2387.0
164173,72.0,1638952.0,22763.0,9.0,90489.0,10054.0,81,1729441,21351.0,2.0,5250.0,2625.0,3.0,6000.0,2000.0,5,11250,2250.0
164748,192.0,2338210.0,12178.0,12.0,123898.0,10325.0,204,2462108,12069.0,57.0,123803.0,2172.0,4.0,9000.0,2250.0,61,132803,2177.0
164988,101.0,1682103.0,16654.0,167.0,2452628.0,14686.0,268,4134731,15428.0,2.0,5000.0,2500.0,16.0,41570.0,2598.0,18,46570,2587.0
165167,29.0,175174.0,6040.0,8.0,46812.0,5852.0,37,221986,6000.0,2.0,6000.0,3000.0,3.0,11000.0,3667.0,5,17000,3400.0
165699,47.0,869535.0,18501.0,17.0,154794.0,9106.0,64,1024329,16005.0,11.0,16000.0,1455.0,6.0,20709.0,3452.0,17,36709,2159.0
165820,48.0,351272.0,7318.0,21.0,110100.0,5243.0,69,461372,6687.0,32.0,107597.0,3362.0,33.0,48320.0,1464.0,65,155917,2399.0
166027,90.0,1944430.0,21605.0,357.0,7696778.0,21560.0,447,9641208,21569.0,14.0,40640.0,2903.0,41.0,87500.0,2134.0,55,128140,2330.0
166513,199.0,2250606.0,11310.0,59.0,406710.0,6893.0,258,2657316,10300.0,14.0,32750.0,2339.0,17.0,32500.0,1912.0,31,65250,2105.0
166629,174.0,2133474.0,12261.0,73.0,584906.0,8012.0,247,2718380,11006.0,5.0,7000.0,1400.0,10.0,29750.0,2975.0,15,36750,2450.0
166638,470.0,3152075.0,6707.0,63.0,369274.0,5861.0,533,3521349,6607.0,2.0,2250.0,1125.0,7.0,22022.0,3146.0,9,24272,2697.0
167899,10.0,178547.0,17855.0,10.0,208220.0,20822.0,20,386767,19338.0,1.0,3875.0,3875.0,1.0,3000.0,3000.0,2,6875,3438.0
167987,54.0,619170.0,11466.0,24.0,352773.0,14699.0,78,971943,12461.0,1.0,4500.0,4500.0,3.0,9750.0,3250.0,4,14250,3563.0
168148,25.0,931275.0,37251.0,98.0,2623588.0,26771.0,123,3554863,28901.0,1.0,3500.0,3500.0,3.0,6000.0,2000.0,4,9500,2375.0
168847,109.0,732825.0,6723.0,9.0,77927.0,8659.0,118,810752,6871.0,40.0,96000.0,2400.0,2.0,4500.0,2250.0,42,100500,2393.0
169248,135.0,1145992.0,8489.0,198.0,1330908.0,6722.0,333,2476900,7438.0,57.0,148125.0,2599.0,167.0,444104.0,2659.0,224,592229,2644.0
169479,145.0,1984673.0,13687.0,21.0,196827.0,9373.0,166,2181500,13142.0,37.0,101258.0,2737.0,5.0,8500.0,1700.0,42,109758,2613.0
169798,187.0,2328894.0,12454.0,37.0,492147.0,13301.0,224,2821041,12594.0,63.0,106575.0,1692.0,2.0,3296.0,1648.0,65,109871,1690.0
169910,148.0,1468428.0,9922.0,13.0,218710.0,16824.0,161,1687138,10479.0,57.0,202750.0,3557.0,4.0,14250.0,3563.0,61,217000,3557.0
170000,62.0,178242.0,2875.0,2.0,4185.0,2093.0,64,182427,2850.0,10.0,24250.0,2425.0,1.0,750.0,750.0,11,25000,2273.0
170037,15.0,121271.0,8085.0,4.0,37445.0,9361.0,19,158716,8353.0,4.0,13000.0,3250.0,1.0,3750.0,3750.0,5,16750,3350.0
170082,220.0,4341579.0,19734.0,29.0,483236.0,16663.0,249,4824815,19377.0,46.0,173375.0,3769.0,2.0,4250.0,2125.0,48,177625,3701.0
170976,197.0,3101950.0,15746.0,181.0,6755865.0,37325.0,378,9857815,26079.0,8.0,30250.0,3781.0,6.0,10000.0,1667.0,14,40250,2875.0
171100,274.0,3351586.0,12232.0,153.0,2323152.0,15184.0,427,5674738,13290.0,49.0,147280.0,3006.0,27.0,82250.0,3046.0,76,229530,3020.0
171137,46.0,582772.0,12669.0,24.0,231281.0,9637.0,70,814053,11629.0,3.0,10000.0,3333.0,3.0,6750.0,2250.0,6,16750,2792.0
171146,85.0,775801.0,9127.0,21.0,273282.0,13013.0,106,1049083,9897.0,18.0,67100.0,3728.0,2.0,4500.0,2250.0,20,71600,3580.0
171456,105.0,1001182.0,9535.0,5.0,12871.0,2574.0,110,1014053,9219.0,53.0,180940.0,3414.0,2.0,6500.0,3250.0,55,187440,3408.0
171492,56.0,409646.0,7315.0,19.0,232260.0,12224.0,75,641906,8559.0,63.0,275091.0,4367.0,3.0,8250.0,2750.0,66,283341,4293.0
172644,160.0,1516297.0,9477.0,43.0,508055.0,11815.0,203,2024352,9972.0,59.0,208357.0,3531.0,10.0,24009.0,2401.0,69,232366,3368.0
172699,237.0,3008576.0,12694.0,31.0,273052.0,8808.0,268,3281628,12245.0,57.0,224000.0,3930.0,6.0,15250.0,2542.0,63,239250,3798.0
173045,14.0,244543.0,17467.0,20.0,220678.0,11034.0,34,465221,13683.0,1.0,4000.0,4000.0,1.0,3000.0,3000.0,2,7000,3500.0
173160,38.0,941010.0,24763.0,24.0,359442.0,14977.0,62,1300452,20975.0,15.0,55000.0,3667.0,9.0,28875.0,3208.0,24,83875,3495.0
173328,102.0,1363299.0,13366.0,36.0,218157.0,6060.0,138,1581456,11460.0,12.0,30500.0,2542.0,1.0,750.0,750.0,13,31250,2404.0
173665,24.0,508075.0,21170.0,17.0,142680.0,8393.0,41,650755,15872.0,2.0,8000.0,4000.0,1.0,2000.0,2000.0,3,10000,3333.0
173920,132.0,893855.0,6772.0,20.0,126442.0,6322.0,152,1020297,6712.0,59.0,182068.0,3086.0,1.0,1500.0,1500.0,60,183568,3059.0
174066,298.0,3559250.0,11944.0,136.0,3178410.0,23371.0,434,6737660,15525.0,7.0,17000.0,2429.0,4.0,10261.0,2565.0,11,27261,2478.0
174783,112.0,761214.0,6797.0,12.0,90177.0,7515.0,124,851391,6866.0,51.0,164110.0,3218.0,5.0,14724.0,2945.0,56,178834,3193.0
174817,9.0,47924.0,5325.0,47.0,298763.0,6357.0,56,346687,6191.0,2.0,3000.0,1500.0,12.0,44300.0,3692.0,14,47300,3379.0
174862,17.0,166755.0,9809.0,10.0,85718.0,8572.0,27,252473,9351.0,4.0,11000.0,2750.0,3.0,9500.0,3167.0,7,20500,2929.0
174899,36.0,416968.0,11582.0,19.0,227992.0,12000.0,55,644960,11727.0,8.0,17800.0,2225.0,4.0,5000.0,1250.0,12,22800,1900.0
174914,57.0,1278441.0,22429.0,39.0,437356.0,11214.0,96,1715797,17873.0,14.0,50125.0,3580.0,2.0,2125.0,1063.0,16,52250,3266.0
175272,49.0,335805.0,6853.0,10.0,72042.0,7204.0,59,407847,6913.0,12.0,46000.0,3833.0,1.0,4500.0,4500.0,13,50500,3885.0
175421,58.0,621873.0,10722.0,50.0,328460.0,6569.0,108,950333,8799.0,12.0,26500.0,2208.0,17.0,32750.0,1926.0,29,59250,2043.0
175616,27.0,186717.0,6915.0,18.0,67414.0,3745.0,45,254131,5647.0,27.0,53330.0,1975.0,6.0,16750.0,2792.0,33,70080,2124.0
176017,283.0,2140830.0,7565.0,39.0,490765.0,12584.0,322,2631595,8173.0,24.0,87750.0,3656.0,2.0,4750.0,2375.0,26,92500,3558.0
176035,33.0,183096.0,5548.0,7.0,35686.0,5098.0,40,218782,5470.0,6.0,26750.0,4458.0,1.0,1500.0,1500.0,7,28250,4036.0
176053,49.0,556224.0,11352.0,19.0,429286.0,22594.0,68,985510,14493.0,37.0,50537.0,1366.0,23.0,5061.0,220.0,60,55598,927.0
176080,412.0,3414490.0,8288.0,60.0,470123.0,7835.0,472,3884613,8230.0,196.0,843250.0,4302.0,39.0,74044.0,1899.0,235,917294,3903.0
176372,394.0,2645474.0,6714.0,67.0,346948.0,5178.0,461,2992422,6491.0,175.0,648067.0,3703.0,12.0,32250.0,2688.0,187,680317,3638.0
176479,80.0,522229.0,6528.0,23.0,202319.0,8796.0,103,724548,7034.0,8.0,22250.0,2781.0,2.0,7841.0,3921.0,10,30091,3009.0
176965,695.0,1300303.0,1871.0,105.0,154030.0,1467.0,800,1454333,1818.0,557.0,1216122.0,2183.0,65.0,74683.0,1149.0,622,1290805,2075.0
177065,1098.0,6482949.0,5904.0,75.0,345646.0,4609.0,1173,6828595,5821.0,1734.0,3455480.0,1993.0,30.0,65250.0,2175.0,1764,3520730,1996.0
177214,16.0,232651.0,14541.0,24.0,144088.0,6004.0,40,376739,9418.0,1.0,4500.0,4500.0,11.0,25500.0,2318.0,12,30000,2500.0
177339,19.0,345091.0,18163.0,10.0,67146.0,6715.0,29,412237,14215.0,1.0,4000.0,4000.0,2.0,3000.0,1500.0,3,7000,2333.0
177940,59.0,326308.0,5531.0,5.0,24279.0,4856.0,64,350587,5478.0,13.0,36580.0,2814.0,1.0,1500.0,1500.0,14,38080,2720.0
177986,15.0,62096.0,4140.0,31.0,381465.0,12305.0,46,443561,9643.0,31.0,83675.0,2699.0,4.0,7750.0,1938.0,35,91425,2612.0
178059,263.0,2602440.0,9895.0,115.0,1384839.0,12042.0,378,3987279,10548.0,50.0,111750.0,2235.0,22.0,56700.0,2577.0,72,168450,2340.0
178208,19.0,133533.0,7028.0,44.0,122266.0,2779.0,63,255799,4060.0,5.0,4500.0,900.0,5.0,3750.0,750.0,10,8250,825.0
178341,66.0,320289.0,4853.0,1.0,6000.0,6000.0,67,326289,4870.0,33.0,95825.0,2904.0,2.0,5350.0,2675.0,35,101175,2891.0
178387,59.0,339870.0,5761.0,2.0,12629.0,6315.0,61,352499,5779.0,6.0,23475.0,3913.0,2.0,4250.0,2125.0,8,27725,3466.0
178396,267.0,2667843.0,9992.0,81.0,925022.0,11420.0,348,3592865,10324.0,90.0,316232.0,3514.0,40.0,70581.0,1765.0,130,386813,2975.0
178402,153.0,873018.0,5706.0,51.0,442894.0,8684.0,204,1315912,6451.0,34.0,114790.0,3376.0,2.0,7250.0,3625.0,36,122040,3390.0
178411,107.0,1204863.0,11260.0,57.0,414802.0,7277.0,164,1619665,9876.0,29.0,121850.0,4202.0,198.0,709981.0,3586.0,227,831831,3664.0
178420,154.0,1294436.0,8405.0,22.0,167691.0,7622.0,176,1462127,8308.0,18.0,35500.0,1972.0,1.0,250.0,250.0,19,35750,1882.0
178721,1564.0,8075869.0,5164.0,319.0,1523160.0,4775.0,1883,9599029,5098.0,3696.0,8308793.0,2248.0,186.0,376053.0,2022.0,3882,8684846,2237.0
179043,17.0,144157.0,8480.0,11.0,153866.0,13988.0,28,298023,10644.0,2.0,7750.0,3875.0,2.0,2875.0,1438.0,4,10625,2656.0
179159,170.0,2076489.0,12215.0,65.0,933166.0,14356.0,235,3009655,12807.0,26.0,54250.0,2087.0,6.0,13250.0,2208.0,32,67500,2109.0
179557,93.0,590115.0,6345.0,6.0,35020.0,5837.0,99,625135,6314.0,73.0,268154.0,3673.0,3.0,3813.0,1271.0,76,271967,3579.0
179566,192.0,1248179.0,6501.0,48.0,293459.0,6114.0,240,1541638,6423.0,56.0,245298.0,4380.0,27.0,49518.0,1834.0,83,294816,3552.0
179894,137.0,1630422.0,11901.0,1099.0,5473501.0,4980.0,1236,7103923,5748.0,64.0,144250.0,2254.0,198.0,564746.0,2852.0,262,708996,2706.0
179964,9.0,133070.0,14786.0,3.0,17725.0,5908.0,12,150795,12566.0,12.0,47750.0,3979.0,2.0,7750.0,3875.0,14,55500,3964.0
180179,97.0,381817.0,3936.0,5.0,15059.0,3012.0,102,396876,3891.0,3.0,5685.0,1895.0,2.0,7384.0,3692.0,5,13069,2614.0
180258,30.0,481931.0,16064.0,3.0,53212.0,17737.0,33,535143,16216.0,7.0,13000.0,1857.0,1.0,2250.0,2250.0,8,15250,1906.0
180461,396.0,2511307.0,6342.0,27.0,134932.0,4997.0,423,2646239,6256.0,4.0,10777.0,2694.0,2.0,6000.0,3000.0,6,16777,2796.0
180814,573.0,4175079.0,7286.0,211.0,1480339.0,7016.0,784,5655418,7214.0,445.0,884384.0,1987.0,98.0,188524.0,1924.0,543,1072908,1976.0
180948,19.0,96681.0,5088.0,7.0,23316.0,3331.0,26,119997,4615.0,6.0,21452.0,3575.0,3.0,7500.0,2500.0,9,28952,3217.0
180984,16.0,208818.0,13051.0,4.0,16165.0,4041.0,20,224983,11249.0,4.0,13375.0,3344.0,1.0,750.0,750.0,5,14125,2825.0
181002,79.0,1560271.0,19750.0,119.0,1763463.0,14819.0,198,3323734,16787.0,4.0,14869.0,3717.0,6.0,23118.0,3853.0,10,37987,3799.0
181215,54.0,250929.0,4647.0,16.0,57108.0,3569.0,70,308037,4401.0,25.0,67837.0,2713.0,8.0,12750.0,1594.0,33,80587,2442.0
181394,413.0,2728286.0,6606.0,33.0,200126.0,6064.0,446,2928412,6566.0,202.0,552302.0,2734.0,15.0,27012.0,1801.0,217,579314,2670.0
181428,9.0,129640.0,14404.0,17.0,249999.0,14706.0,26,379639,14602.0,1.0,1750.0,1750.0,2.0,6750.0,3375.0,3,8500,2833.0
181464,267.0,2197779.0,8231.0,49.0,319154.0,6513.0,316,2516933,7965.0,80.0,282686.0,3534.0,49.0,130612.0,2666.0,129,413298,3204.0
181783,24.0,144257.0,6011.0,5.0,15383.0,3077.0,29,159640,5505.0,9.0,24536.0,2726.0,1.0,1918.0,1918.0,10,26454,2645.0
182281,807.0,5236153.0,6488.0,108.0,1213440.0,11236.0,915,6449593,7049.0,88.0,181032.0,2057.0,5.0,6233.0,1247.0,93,187265,2014.0
182290,326.0,1907620.0,5852.0,59.0,452039.0,7662.0,385,2359659,6129.0,6.0,14525.0,2421.0,6.0,18861.0,3144.0,12,33386,2782.0
182980,21.0,241756.0,11512.0,8.0,49002.0,6125.0,29,290758,10026.0,39.0,105547.0,2706.0,36.0,104626.0,2906.0,75,210173,2802.0
183026,9293.0,42299663.0,4552.0,1898.0,10647349.0,5610.0,11191,52947012,4731.0,7716.0,15753408.0,2042.0,724.0,1611707.0,2226.0,8440,17365115,2057.0
183044,179.0,2872157.0,16046.0,44.0,538271.0,12233.0,223,3410428,15293.0,22.0,77000.0,3500.0,10.0,23381.0,2338.0,32,100381,3137.0
183257,86.0,478878.0,5568.0,8.0,31989.0,3999.0,94,510867,5435.0,166.0,440189.0,2652.0,12.0,16524.0,1377.0,178,456713,2566.0
183789,36.0,578859.0,16079.0,7.0,111739.0,15963.0,43,690598,16060.0,21.0,40850.0,1945.0,3.0,13010.0,4337.0,24,53860,2244.0
184603,27.0,690922.0,25590.0,37.0,283818.0,7671.0,64,974740,15230.0,7.0,21225.0,3032.0,6.0,26000.0,4333.0,13,47225,3633.0
185129,71.0,676680.0,9531.0,16.0,112605.0,7038.0,87,789285,9072.0,2.0,3750.0,1875.0,2.0,3000.0,1500.0,4,6750,1688.0
185262,170.0,956244.0,5625.0,11.0,97007.0,8819.0,181,1053251,5819.0,8.0,24000.0,3000.0,2.0,4500.0,2250.0,10,28500,2850.0
185590,156.0,1627705.0,10434.0,27.0,294561.0,10910.0,183,1922266,10504.0,3.0,4034.0,1345.0,1.0,4500.0,4500.0,4,8534,2134.0
185828,91.0,530229.0,5827.0,26.0,204677.0,7872.0,117,734906,6281.0,8.0,17750.0,2219.0,6.0,16488.0,2748.0,14,34238,2446.0
187046,846.0,3678219.0,4348.0,118.0,814496.0,6903.0,964,4492715,4660.0,2067.0,4034124.0,1952.0,41.0,93825.0,2288.0,2108,4127949,1958.0
187444,65.0,609452.0,9376.0,15.0,113848.0,7590.0,80,723300,9041.0,3.0,8750.0,2917.0,1.0,750.0,750.0,4,9500,2375.0
187648,82.0,377729.0,4606.0,19.0,47696.0,2510.0,101,425425,4212.0,79.0,185898.0,2353.0,16.0,20858.0,1304.0,95,206756,2176.0
187897,15.0,71170.0,4745.0,17.0,87146.0,5126.0,32,158316,4947.0,2.0,6876.0,3438.0,5.0,13338.0,2668.0,7,20214,2888.0
188030,240.0,1372079.0,5717.0,34.0,156269.0,4596.0,274,1528348,5578.0,170.0,466371.0,2743.0,40.0,123273.0,3082.0,210,589644,2808.0
188304,20.0,117035.0,5852.0,24.0,193647.0,8069.0,44,310682,7061.0,6.0,12349.0,2058.0,6.0,11458.0,1910.0,12,23807,1984.0
189705,20.0,290973.0,14549.0,14.0,149460.0,10676.0,34,440433,12954.0,1.0,4500.0,4500.0,1.0,2250.0,2250.0,2,6750,3375.0
190150,228.0,5758932.0,25258.0,204.0,4443358.0,21781.0,432,10202290,23616.0,2.0,8750.0,4375.0,5.0,14875.0,2975.0,7,23625,3375.0
190512,82.0,459281.0,5601.0,32.0,274447.0,8576.0,114,733728,6436.0,15.0,67500.0,4500.0,2.0,9000.0,4500.0,17,76500,4500.0
190576,16.0,76135.0,4758.0,14.0,75699.0,5407.0,30,151834,5061.0,13.0,24896.0,1915.0,6.0,11604.0,1934.0,19,36500,1921.0
190600,266.0,1413025.0,5312.0,69.0,448463.0,6499.0,335,1861488,5557.0,67.0,196002.0,2925.0,38.0,59630.0,1569.0,105,255632,2435.0
190716,8.0,79348.0,9919.0,3.0,25238.0,8413.0,11,104586,9508.0,2.0,5000.0,2500.0,1.0,2750.0,2750.0,3,7750,2583.0
191241,163.0,3895708.0,23900.0,113.0,3161103.0,27974.0,276,7056811,25568.0,2.0,7750.0,3875.0,2.0,4500.0,2250.0,4,12250,3063.0
193353,27.0,414705.0,15359.0,7.0,71316.0,10188.0,34,486021,14295.0,2.0,6250.0,3125.0,3.0,6000.0,2000.0,5,12250,2450.0
193900,203.0,4657890.0,22945.0,277.0,5665192.0,20452.0,480,10323082,21506.0,1.0,1000.0,1000.0,8.0,6000.0,750.0,9,7000,778.0
194310,153.0,5997432.0,39199.0,95.0,1297634.0,13659.0,248,7295066,29416.0,3.0,2250.0,750.0,4.0,3750.0,938.0,7,6000,857.0
196060,94.0,696703.0,7412.0,26.0,188976.0,7268.0,120,885679,7381.0,4.0,9630.0,2408.0,1.0,3391.0,3391.0,5,13021,2604.0
196079,37.0,273056.0,7380.0,9.0,72660.0,8073.0,46,345716,7516.0,2.0,6210.0,3105.0,2.0,1000.0,500.0,4,7210,1803.0
196097,106.0,1088639.0,10270.0,33.0,498607.0,15109.0,139,1587246,11419.0,10.0,29285.0,2929.0,4.0,11500.0,2875.0,14,40785,2913.0
196264,126.0,438734.0,3482.0,16.0,75863.0,4741.0,142,514597,3624.0,131.0,292538.0,2233.0,5.0,9375.0,1875.0,136,301913,2220.0
196413,233.0,6993964.0,30017.0,434.0,8817965.0,20318.0,667,15811929,23706.0,65.0,188750.0,2904.0,45.0,111750.0,2483.0,110,300500,2732.0
196680,1326.0,6436312.0,4854.0,323.0,1634496.0,5060.0,1649,8070808,4894.0,3520.0,7554175.0,2146.0,525.0,1312708.0,2500.0,4045,8866883,2192.0
197045,72.0,875184.0,12155.0,27.0,209534.0,7761.0,99,1084718,10957.0,4.0,14250.0,3563.0,8.0,8500.0,1063.0,12,22750,1896.0
197869,403.0,2754639.0,6835.0,21.0,109990.0,5238.0,424,2864629,6756.0,8.0,16655.0,2082.0,1.0,1461.0,1461.0,9,18116,2013.0
198464,650.0,3975236.0,6116.0,104.0,551393.0,5302.0,754,4526629,6003.0,77.0,212398.0,2758.0,49.0,165302.0,3374.0,126,377700,2998.0
198543,359.0,1440276.0,4012.0,65.0,253315.0,3897.0,424,1693591,3994.0,291.0,419859.0,1443.0,75.0,140354.0,1871.0,366,560213,1531.0
198969,191.0,3239349.0,16960.0,25.0,281163.0,11247.0,216,3520512,16299.0,71.0,169250.0,2384.0,3.0,4500.0,1500.0,74,173750,2348.0
199069,43.0,652453.0,15173.0,8.0,122239.0,15280.0,51,774692,15190.0,94.0,192600.0,2049.0,1.0,4500.0,4500.0,95,197100,2075.0
199102,262.0,1622949.0,6194.0,12.0,51968.0,4331.0,274,1674917,6113.0,14.0,33788.0,2413.0,4.0,9796.0,2449.0,18,43584,2421.0
199120,231.0,1921834.0,8320.0,567.0,19020593.0,33546.0,798,20942427,26244.0,2.0,1199.0,600.0,5.0,15750.0,3150.0,7,16949,2421.0
199139,516.0,5058136.0,9803.0,77.0,892612.0,11592.0,593,5950748,10035.0,41.0,73532.0,1793.0,2.0,2788.0,1394.0,43,76320,1775.0
199148,268.0,1769369.0,6602.0,26.0,143437.0,5517.0,294,1912806,6506.0,23.0,49511.0,2153.0,2.0,2434.0,1217.0,25,51945,2078.0
199157,188.0,507399.0,2699.0,42.0,221094.0,5264.0,230,728493,3167.0,18.0,48500.0,2694.0,2.0,4500.0,2250.0,20,53000,2650.0
199193,412.0,3354172.0,8141.0,163.0,1672249.0,10259.0,575,5026421,8742.0,7.0,17326.0,2475.0,22.0,73877.0,3358.0,29,91203,3145.0
199218,572.0,3344863.0,5848.0,111.0,664075.0,5983.0,683,4008938,5870.0,23.0,54119.0,2353.0,47.0,105507.0,2245.0,70,159626,2280.0
199281,225.0,398945.0,1773.0,105.0,197400.0,1880.0,330,596345,1807.0,55.0,5824.0,106.0,33.0,37500.0,1136.0,88,43324,492.0
200004,122.0,385562.0,3160.0,32.0,143997.0,4500.0,154,529559,3439.0,33.0,39753.0,1205.0,40.0,81015.0,2025.0,73,120768,1654.0
200217,58.0,650889.0,11222.0,32.0,267386.0,8356.0,90,918275,10203.0,28.0,59900.0,2139.0,56.0,102750.0,1835.0,84,162650,1936.0
200253,114.0,647646.0,5681.0,4.0,20527.0,5132.0,118,668173,5662.0,154.0,222127.0,1442.0,1.0,1500.0,1500.0,155,223627,1443.0
200280,368.0,3437142.0,9340.0,73.0,657335.0,9005.0,441,4094477,9285.0,188.0,498878.0,2654.0,37.0,82010.0,2216.0,225,580888,2582.0
200332,155.0,1105059.0,7129.0,15.0,101267.0,6751.0,170,1206326,7096.0,100.0,384053.0,3841.0,7.0,22311.0,3187.0,107,406364,3798.0
201441,206.0,1557635.0,7561.0,51.0,294814.0,5781.0,257,1852449,7208.0,128.0,326600.0,2552.0,16.0,60872.0,3805.0,144,387472,2691.0
201885,358.0,2860715.0,7991.0,160.0,1605764.0,10036.0,518,4466479,8623.0,95.0,385769.0,4061.0,14.0,50000.0,3571.0,109,435769,3998.0
201964,29.0,218263.0,7526.0,17.0,110920.0,6525.0,46,329183,7156.0,11.0,29750.0,2705.0,4.0,10750.0,2688.0,15,40500,2700.0
202134,151.0,1325950.0,8781.0,35.0,362947.0,10370.0,186,1688897,9080.0,28.0,106565.0,3806.0,4.0,5250.0,1313.0,32,111815,3494.0
202806,181.0,1557785.0,8607.0,79.0,696729.0,8819.0,260,2254514,8671.0,53.0,170099.0,3209.0,14.0,60248.0,4303.0,67,230347,3438.0
203517,517.0,4872593.0,9425.0,82.0,715558.0,8726.0,599,5588151,9329.0,53.0,171220.0,3231.0,16.0,35938.0,2246.0,69,207158,3002.0
204617,22.0,226827.0,10310.0,10.0,108797.0,10880.0,32,335624,10488.0,2.0,7000.0,3500.0,1.0,2500.0,2500.0,3,9500,3167.0
204796,686.0,6954269.0,10137.0,113.0,2706403.0,23950.0,799,9660672,12091.0,41.0,141770.0,3458.0,6.0,11375.0,1896.0,47,153145,3258.0
204857,196.0,1561562.0,7967.0,106.0,1012780.0,9555.0,302,2574342,8524.0,88.0,319793.0,3634.0,20.0,40500.0,2025.0,108,360293,3336.0
204936,24.0,602354.0,25098.0,3.0,38487.0,12829.0,27,640841,23735.0,3.0,5000.0,1667.0,1.0,3750.0,3750.0,4,8750,2188.0
205443,42.0,313205.0,7457.0,3.0,19877.0,6626.0,45,333082,7402.0,3.0,12000.0,4000.0,1.0,4500.0,4500.0,4,16500,4125.0
206048,31.0,431858.0,13931.0,32.0,194205.0,6069.0,63,626063,9938.0,8.0,25500.0,3188.0,8.0,19833.0,2479.0,16,45333,2833.0
206084,197.0,1656977.0,8411.0,26.0,288206.0,11085.0,223,1945183,8723.0,27.0,86839.0,3216.0,4.0,15876.0,3969.0,31,102715,3313.0
206604,278.0,2005684.0,7215.0,63.0,712899.0,11316.0,341,2718583,7972.0,56.0,145625.0,2600.0,12.0,21500.0,1792.0,68,167125,2458.0
206695,116.0,782517.0,6746.0,33.0,171031.0,5183.0,149,953548,6400.0,32.0,104506.0,3266.0,5.0,6000.0,1200.0,37,110506,2987.0
206862,76.0,526884.0,6933.0,43.0,346860.0,8067.0,119,873744,7342.0,21.0,54650.0,2602.0,16.0,40683.0,2543.0,37,95333,2577.0
206914,227.0,1004753.0,4426.0,10.0,29474.0,2947.0,237,1034227,4364.0,78.0,113615.0,1457.0,14.0,27687.0,1978.0,92,141302,1536.0
206941,281.0,1687228.0,6004.0,23.0,99425.0,4323.0,304,1786653,5877.0,190.0,853590.0,4493.0,10.0,25164.0,2516.0,200,878754,4394.0
207263,84.0,395819.0,4712.0,16.0,80249.0,5016.0,100,476068,4761.0,4.0,7195.0,1799.0,2.0,5250.0,2625.0,6,12445,2074.0
207388,413.0,4056824.0,9823.0,70.0,384497.0,5493.0,483,4441321,9195.0,17.0,36935.0,2173.0,85.0,291636.0,3431.0,102,328571,3221.0
207500,646.0,5771789.0,8935.0,293.0,2788678.0,9518.0,939,8560467,9117.0,69.0,131427.0,1905.0,353.0,974693.0,2761.0,422,1106120,2621.0
207661,50.0,253831.0,5077.0,3.0,10317.0,3439.0,53,264148,4984.0,2.0,2406.0,1203.0,1.0,750.0,750.0,3,3156,1052.0
207847,80.0,424582.0,5307.0,40.0,163947.0,4099.0,120,588529,4904.0,78.0,294066.0,3770.0,96.0,330643.0,3444.0,174,624709,3590.0
209542,988.0,8451329.0,8554.0,94.0,879505.0,9356.0,1082,9330834,8624.0,329.0,808071.0,2456.0,38.0,101306.0,2666.0,367,909377,2478.0
209551,257.0,3020275.0,11752.0,37.0,942883.0,25483.0,294,3963158,13480.0,20.0,74585.0,3729.0,1.0,2310.0,2310.0,21,76895,3662.0
209807,464.0,4414665.0,9514.0,101.0,1190405.0,11786.0,565,5605070,9920.0,53.0,220546.0,4161.0,3.0,8845.0,2948.0,56,229391,4096.0
210429,75.0,500603.0,6675.0,8.0,63946.0,7993.0,83,564549,6802.0,7.0,26535.0,3791.0,2.0,1980.0,990.0,9,28515,3168.0
