UNITID,UGPO9_N,UGPO9_T,UGPO9_A,GPO9_N,GPO9_T,GPO9_A,PO9_N,PO9_T,PO9_A,UGDOD_N,UGDOD_T,UGDOD_A,GDOD_N,GDOD_T,GDOD_A,DOD_N,DOD_T,DOD_A   
211981,34.0,512253.0,15066.0,6.0,56427.0,9405.0,40,568680,14217.0,1.0,2500.0,2500.0,11.0,13500.0,1227.0,12,16000,1333.0
212054,276.0,8296180.0,30059.0,240.0,4061788.0,16924.0,516,12357968,23950.0,1.0,1485.0,1485.0,3.0,3135.0,1045.0,4,4620,1155.0
212106,85.0,1911211.0,22485.0,46.0,710768.0,15451.0,131,2621979,20015.0,2.0,3250.0,1625.0,4.0,11250.0,2813.0,6,14500,2417.0
212115,63.0,442983.0,7031.0,3.0,39577.0,13192.0,66,482560,7312.0,9.0,30608.0,3401.0,1.0,3913.0,3913.0,10,34521,3452.0
212984,4.0,65465.0,16366.0,1.0,3402.0,3402.0,5,68867,13773.0,22.0,75192.0,3418.0,2.0,9000.0,4500.0,24,84192,3508.0
213367,15.0,231784.0,15452.0,9.0,93775.0,10419.0,24,325559,13565.0,3.0,6750.0,2250.0,2.0,2750.0,1375.0,5,9500,1900.0
213987,57.0,997491.0,17500.0,19.0,161118.0,8480.0,76,1158609,15245.0,5.0,11750.0,2350.0,3.0,13500.0,4500.0,8,25250,3156.0
214041,87.0,685842.0,7883.0,9.0,40118.0,4458.0,96,725960,7562.0,13.0,41625.0,3202.0,3.0,4500.0,1500.0,16,46125,2883.0
214713,148.0,2006604.0,13558.0,16.0,157394.0,9837.0,164,2163998,13195.0,9.0,40500.0,4500.0,4.0,7500.0,1875.0,13,48000,3692.0
214777,624.0,10701406.0,17150.0,44.0,1306452.0,29692.0,668,12007858,17976.0,18.0,78000.0,4333.0,2.0,5750.0,2875.0,20,83750,4188.0
215293,266.0,4656364.0,17505.0,65.0,1617777.0,24889.0,331,6274141,18955.0,2.0,7375.0,3688.0,2.0,5000.0,2500.0,4,12375,3094.0
215442,58.0,1077763.0,18582.0,7.0,62486.0,8927.0,65,1140249,17542.0,1.0,3750.0,3750.0,1.0,3250.0,3250.0,2,7000,3500.0
215655,75.0,1514216.0,20190.0,27.0,344661.0,12765.0,102,1858877,18224.0,10.0,18000.0,1800.0,2.0,3000.0,1500.0,12,21000,1750.0
215770,14.0,278943.0,19925.0,46.0,523975.0,11391.0,60,802918,13382.0,1.0,750.0,750.0,4.0,10000.0,2500.0,5,10750,2150.0
215947,18.0,447475.0,24860.0,7.0,97953.0,13993.0,25,545428,21817.0,2.0,3500.0,1750.0,1.0,4250.0,4250.0,3,7750,2583.0
216038,109.0,916006.0,8404.0,14.0,124996.0,8928.0,123,1041002,8463.0,24.0,108000.0,4500.0,3.0,6750.0,2250.0,27,114750,4250.0
216339,256.0,4222901.0,16496.0,72.0,1322117.0,18363.0,328,5545018,16906.0,11.0,42500.0,3864.0,4.0,11750.0,2938.0,15,54250,3617.0
216764,137.0,1126356.0,8222.0,26.0,255205.0,9816.0,163,1381561,8476.0,31.0,92750.0,2992.0,2.0,1500.0,750.0,33,94250,2856.0
217484,139.0,1620576.0,11659.0,17.0,136477.0,8028.0,156,1757053,11263.0,3.0,6220.0,2073.0,1.0,1500.0,1500.0,4,7720,1930.0
217518,27.0,368993.0,13666.0,5.0,50850.0,10170.0,32,419843,13120.0,130.0,303108.0,2332.0,1.0,3000.0,3000.0,131,306108,2337.0
217633,47.0,927852.0,19742.0,19.0,164894.0,8679.0,66,1092746,16557.0,4.0,5500.0,1375.0,5.0,6000.0,1200.0,9,11500,1278.0
217688,244.0,3730872.0,15290.0,59.0,346901.0,5880.0,303,4077773,13458.0,25.0,60375.0,2415.0,23.0,50300.0,2187.0,48,110675,2306.0
217864,275.0,3353641.0,12195.0,113.0,863578.0,7642.0,388,4217219,10869.0,23.0,65660.0,2855.0,22.0,61439.0,2793.0,45,127099,2824.0
217882,427.0,6256829.0,14653.0,81.0,997403.0,12314.0,508,7254232,14280.0,15.0,60500.0,4033.0,23.0,80006.0,3479.0,38,140506,3698.0
217925,16.0,220284.0,13768.0,35.0,186606.0,5332.0,51,406890,7978.0,5.0,14953.0,2991.0,10.0,18000.0,1800.0,15,32953,2197.0
218229,53.0,441285.0,8326.0,2.0,9504.0,4752.0,55,450789,8196.0,28.0,112125.0,4004.0,4.0,17500.0,4375.0,32,129625,4051.0
218238,78.0,781895.0,10024.0,9.0,61583.0,6843.0,87,843478,9695.0,58.0,153363.0,2644.0,2.0,1743.0,872.0,60,155106,2585.0
218645,84.0,646814.0,7700.0,21.0,129135.0,6149.0,105,775949,7390.0,23.0,69250.0,3011.0,9.0,34750.0,3861.0,32,104000,3250.0
219046,70.0,457426.0,6535.0,5.0,12632.0,2526.0,75,470058,6267.0,7.0,18500.0,2643.0,5.0,12000.0,2400.0,12,30500,2542.0
219082,80.0,471219.0,5890.0,21.0,112552.0,5360.0,101,583771,5780.0,77.0,243700.0,3165.0,15.0,28411.0,1894.0,92,272111,2958.0
219204,166.0,616154.0,3712.0,69.0,380974.0,5521.0,235,997128,4243.0,189.0,383857.0,2031.0,39.0,72265.0,1853.0,228,456122,2001.0
219347,74.0,600745.0,8118.0,4.0,26842.0,6711.0,78,627587,8046.0,18.0,46212.0,2567.0,6.0,6000.0,1000.0,24,52212,2176.0
219356,165.0,1096670.0,6646.0,12.0,34247.0,2854.0,177,1130917,6389.0,52.0,180250.0,3466.0,7.0,13750.0,1964.0,59,194000,3288.0
219383,33.0,212258.0,6432.0,3.0,2133.0,711.0,36,214391,5955.0,5.0,19750.0,3950.0,1.0,3000.0,3000.0,6,22750,3792.0
219471,108.0,687963.0,6370.0,37.0,433828.0,11725.0,145,1121791,7736.0,39.0,49621.0,1272.0,12.0,10500.0,875.0,51,60121,1179.0
219602,952.0,6734721.0,7074.0,112.0,744005.0,6643.0,1064,7478726,7029.0,552.0,1675267.0,3035.0,17.0,44356.0,2609.0,569,1719623,3022.0
219718,94.0,441578.0,4698.0,22.0,138408.0,6291.0,116,579986,5000.0,29.0,57528.0,1984.0,5.0,11250.0,2250.0,34,68778,2023.0
219806,44.0,360094.0,8184.0,20.0,68640.0,3432.0,64,428734,6699.0,10.0,34750.0,3475.0,1.0,4250.0,4250.0,11,39000,3545.0
219976,86.0,2020671.0,23496.0,40.0,671010.0,16775.0,126,2691681,21363.0,6.0,11000.0,1833.0,15.0,40750.0,2717.0,21,51750,2464.0
220215,20.0,244999.0,12250.0,7.0,49818.0,7117.0,27,294817,10919.0,7.0,26250.0,3750.0,1.0,3750.0,3750.0,8,30000,3750.0
220613,46.0,490040.0,10653.0,7.0,63149.0,9021.0,53,553189,10438.0,4.0,6740.0,1685.0,1.0,750.0,750.0,5,7490,1498.0
220862,308.0,2464060.0,8000.0,59.0,456463.0,7737.0,367,2920523,7958.0,61.0,219554.0,3599.0,6.0,10219.0,1703.0,67,229773,3429.0
220978,669.0,5123821.0,7659.0,78.0,553630.0,7098.0,747,5677451,7600.0,81.0,240929.0,2974.0,6.0,11750.0,1958.0,87,252679,2904.0
221661,20.0,369548.0,18477.0,1.0,5049.0,5049.0,21,374597,17838.0,1.0,4000.0,4000.0,1.0,4000.0,4000.0,2,8000,4000.0
221740,192.0,1665677.0,8675.0,29.0,218948.0,7550.0,221,1884625,8528.0,25.0,65750.0,2630.0,3.0,6250.0,2083.0,28,72000,2571.0
221759,582.0,6236245.0,10715.0,172.0,2880271.0,16746.0,754,9116516,12091.0,43.0,167323.0,3891.0,20.0,52172.0,2609.0,63,219495,3484.0
221768,91.0,752847.0,8273.0,10.0,81570.0,8157.0,101,834417,8262.0,1.0,3750.0,3750.0,2.0,1500.0,750.0,3,5250,1750.0
221847,174.0,1305885.0,7505.0,8.0,46933.0,5867.0,182,1352818,7433.0,44.0,168168.0,3822.0,6.0,25884.0,4314.0,50,194052,3881.0
221892,36.0,356778.0,9911.0,43.0,436719.0,10156.0,79,793497,10044.0,2.0,6250.0,3125.0,7.0,11000.0,1571.0,9,17250,1917.0
222628,1.0,7855.0,7855.0,17.0,74946.0,4409.0,18,82801,4600.0,1.0,750.0,750.0,16.0,42391.0,2649.0,17,43141,2538.0
222831,183.0,1182905.0,6464.0,52.0,205278.0,3948.0,235,1388183,5907.0,121.0,233884.0,1933.0,198.0,408196.0,2062.0,319,642080,2013.0
224147,250.0,2261321.0,9045.0,86.0,474667.0,5519.0,336,2735988,8143.0,14.0,38639.0,2760.0,25.0,45389.0,1816.0,39,84028,2155.0
224545,48.0,305165.0,6358.0,2.0,8484.0,4242.0,50,313649,6273.0,1.0,750.0,750.0,3.0,4181.0,1394.0,4,4931,1233.0
224554,235.0,1367399.0,5819.0,97.0,461258.0,4755.0,332,1828657,5508.0,23.0,24346.0,1059.0,33.0,47185.0,1430.0,56,71531,1277.0
225201,260.0,3805360.0,14636.0,22.0,172172.0,7826.0,282,3977532,14105.0,1.0,1500.0,1500.0,1.0,3000.0,3000.0,2,4500,2250.0
225414,192.0,1174207.0,6116.0,57.0,359978.0,6315.0,249,1534185,6161.0,6.0,16166.0,2694.0,4.0,9750.0,2438.0,10,25916,2592.0
225511,536.0,5263251.0,9819.0,75.0,1169858.0,15598.0,611,6433109,10529.0,15.0,52250.0,3483.0,6.0,20250.0,3375.0,21,72500,3452.0
225627,489.0,6286688.0,12856.0,218.0,2170372.0,9956.0,707,8457060,11962.0,222.0,498075.0,2244.0,196.0,353625.0,1804.0,418,851700,2038.0
226091,176.0,1136682.0,6458.0,111.0,475113.0,4280.0,287,1611795,5616.0,8.0,20508.0,2564.0,11.0,19311.0,1756.0,19,39819,2096.0
226152,56.0,353464.0,6312.0,44.0,215437.0,4896.0,100,568901,5689.0,3.0,8705.0,2902.0,16.0,47028.0,2939.0,19,55733,2933.0
226833,155.0,1001606.0,6462.0,21.0,91471.0,4356.0,176,1093077,6211.0,4.0,8250.0,2063.0,2.0,4910.0,2455.0,6,13160,2193.0
227216,977.0,9444261.0,9667.0,161.0,1175841.0,7303.0,1138,10620102,9332.0,39.0,102931.0,2639.0,25.0,86524.0,3461.0,64,189455,2960.0
227331,79.0,1070731.0,13554.0,102.0,1058118.0,10374.0,181,2128849,11762.0,3.0,8750.0,2917.0,12.0,24800.0,2067.0,15,33550,2237.0
227368,238.0,1470483.0,6179.0,30.0,168304.0,5610.0,268,1638787,6115.0,12.0,29418.0,2452.0,9.0,32749.0,3639.0,21,62167,2960.0
227881,438.0,3615141.0,8254.0,80.0,461678.0,5771.0,518,4076819,7870.0,42.0,132047.0,3144.0,13.0,27000.0,2077.0,55,159047,2892.0
228149,54.0,1436684.0,26605.0,84.0,1570676.0,18699.0,138,3007360,21792.0,1.0,2250.0,2250.0,38.0,105240.0,2769.0,39,107490,2756.0
228246,81.0,2972499.0,36698.0,119.0,2519714.0,21174.0,200,5492213,27461.0,1.0,3500.0,3500.0,6.0,11750.0,1958.0,7,15250,2179.0
228431,188.0,1550564.0,8248.0,18.0,80085.0,4449.0,206,1630649,7916.0,20.0,57068.0,2853.0,2.0,3550.0,1775.0,22,60618,2755.0
228459,1180.0,10284846.0,8716.0,164.0,992265.0,6050.0,1344,11277111,8391.0,30.0,71282.0,2376.0,9.0,31920.0,3547.0,39,103202,2646.0
228529,326.0,4236179.0,12994.0,73.0,526514.0,7213.0,399,4762693,11937.0,33.0,56379.0,1708.0,5.0,4904.0,981.0,38,61283,1613.0
228723,973.0,10050529.0,10329.0,301.0,3938573.0,13085.0,1274,13989102,10980.0,25.0,71139.0,2846.0,16.0,50000.0,3125.0,41,121139,2955.0
228769,871.0,6585053.0,7560.0,223.0,1457165.0,6534.0,1094,8042218,7351.0,85.0,252273.0,2968.0,16.0,39730.0,2483.0,101,292003,2891.0
228778,402.0,3879572.0,9651.0,129.0,3198083.0,24791.0,531,7077655,13329.0,11.0,26250.0,2386.0,36.0,134412.0,3734.0,47,160662,3418.0
228787,347.0,4275002.0,12320.0,121.0,1502323.0,12416.0,468,5777325,12345.0,28.0,99500.0,3554.0,6.0,23565.0,3928.0,34,123065,3620.0
228796,886.0,6948898.0,7843.0,128.0,800512.0,6254.0,1014,7749410,7642.0,82.0,190240.0,2320.0,91.0,227682.0,2502.0,173,417922,2416.0
228802,153.0,1126796.0,7365.0,74.0,705795.0,9538.0,227,1832591,8073.0,8.0,13619.0,1702.0,12.0,27000.0,2250.0,20,40619,2031.0
229018,82.0,643578.0,7849.0,21.0,84077.0,4004.0,103,727655,7065.0,5.0,17866.0,3573.0,10.0,24683.0,2468.0,15,42549,2837.0
229027,1591.0,13796790.0,8672.0,239.0,2080302.0,8704.0,1830,15877092,8676.0,28.0,111227.0,3972.0,5.0,14216.0,2843.0,33,125443,3801.0
229115,597.0,5467881.0,9159.0,131.0,1218489.0,9301.0,728,6686370,9185.0,38.0,93879.0,2471.0,17.0,41580.0,2446.0,55,135459,2463.0
229179,167.0,1101592.0,6596.0,90.0,501587.0,5573.0,257,1603179,6238.0,6.0,25205.0,4201.0,4.0,9674.0,2419.0,10,34879,3488.0
229337,85.0,808923.0,9517.0,79.0,499562.0,6324.0,164,1308485,7979.0,4.0,14199.0,3550.0,13.0,42094.0,3238.0,17,56293,3311.0
229780,450.0,2945962.0,6547.0,252.0,1551100.0,6155.0,702,4497062,6406.0,350.0,810027.0,2314.0,56.0,129504.0,2313.0,406,939531,2314.0
229814,136.0,1008588.0,7416.0,59.0,280264.0,4750.0,195,1288852,6609.0,18.0,44944.0,2497.0,25.0,55041.0,2202.0,43,99985,2325.0
230171,107.0,390199.0,3647.0,1.0,2462.0,2462.0,108,392661,3636.0,6.0,10349.0,1725.0,1.0,1500.0,1500.0,7,11849,1693.0
230603,422.0,15296488.0,36248.0,16.0,147879.0,9242.0,438,15444367,35261.0,31.0,66275.0,2138.0,31.0,57015.0,1839.0,62,123290,1989.0
230728,347.0,2209893.0,6369.0,38.0,310132.0,8161.0,385,2520025,6546.0,89.0,288834.0,3245.0,25.0,85185.0,3407.0,114,374019,3281.0
230737,473.0,2912266.0,6157.0,10.0,74457.0,7446.0,483,2986723,6184.0,154.0,432496.0,2808.0,6.0,23500.0,3917.0,160,455996,2850.0
230782,303.0,1661411.0,5483.0,13.0,112537.0,8657.0,316,1773948,5614.0,86.0,225370.0,2621.0,33.0,119537.0,3622.0,119,344907,2898.0
230852,134.0,1593468.0,11892.0,51.0,339415.0,6655.0,185,1932883,10448.0,26.0,60354.0,2321.0,8.0,18750.0,2344.0,34,79104,2327.0
230913,26.0,258530.0,9943.0,1.0,11825.0,11825.0,27,270355,10013.0,2.0,4000.0,2000.0,1.0,1750.0,1750.0,3,5750,1917.0
230995,147.0,2198818.0,14958.0,218.0,2099501.0,9631.0,365,4298319,11776.0,580.0,1419175.0,2447.0,91.0,264046.0,2902.0,671,1683221,2509.0
231651,409.0,3556040.0,8694.0,465.0,4184337.0,8999.0,874,7740377,8856.0,255.0,582000.0,2282.0,165.0,365620.0,2216.0,420,947620,2256.0
232186,1029.0,11921505.0,11586.0,429.0,4820745.0,11237.0,1458,16742250,11483.0,42.0,139130.0,3313.0,27.0,49000.0,1815.0,69,188130,2727.0
232423,474.0,4959680.0,10463.0,35.0,328523.0,9386.0,509,5288203,10389.0,17.0,49190.0,2894.0,2.0,3750.0,1875.0,19,52940,2786.0
232557,4980.0,42484038.0,8531.0,3765.0,16190688.0,4300.0,8745,58674726,6710.0,4396.0,10461763.0,2380.0,4272.0,9012220.0,2110.0,8668,19473983,2247.0
232566,89.0,935697.0,10513.0,18.0,98160.0,5453.0,107,1033857,9662.0,1.0,3000.0,3000.0,2.0,2694.0,1347.0,3,5694,1898.0
232681,168.0,1860198.0,11073.0,20.0,145795.0,7290.0,188,2005993,10670.0,1.0,4000.0,4000.0,1.0,2000.0,2000.0,2,6000,3000.0
232982,1791.0,26999870.0,15075.0,259.0,3441681.0,13288.0,2050,30441551,14850.0,362.0,1495708.0,4132.0,90.0,278861.0,3098.0,452,1774569,3926.0
233684,507.0,3975106.0,7840.0,147.0,1160834.0,7897.0,654,5135940,7853.0,67.0,162522.0,2426.0,12.0,17940.0,1495.0,79,180462,2284.0
233921,679.0,8245325.0,12143.0,149.0,1836836.0,12328.0,828,10082161,12177.0,22.0,93756.0,4262.0,17.0,12174.0,716.0,39,105930,2716.0
234030,599.0,7371685.0,12307.0,123.0,1798292.0,14620.0,722,9169977,12701.0,37.0,111916.0,3025.0,6.0,14456.0,2409.0,43,126372,2939.0
234076,295.0,4960543.0,16815.0,259.0,11180488.0,43168.0,554,16141031,29135.0,6.0,12000.0,2000.0,6.0,25000.0,4167.0,12,37000,3083.0
234915,81.0,710656.0,8774.0,73.0,601496.0,8240.0,154,1312152,8520.0,33.0,59785.0,1812.0,8.0,9925.0,1241.0,41,69710,1700.0
235097,222.0,1491201.0,6717.0,75.0,559057.0,7454.0,297,2050258,6903.0,4.0,6403.0,1601.0,3.0,11726.0,3909.0,7,18129,2590.0
236452,201.0,4582387.0,22798.0,41.0,526412.0,12839.0,242,5108799,21111.0,61.0,143000.0,2344.0,6.0,19500.0,3250.0,67,162500,2425.0
236595,141.0,3077742.0,21828.0,63.0,1118336.0,17751.0,204,4196078,20569.0,4.0,14247.0,3562.0,1.0,2382.0,2382.0,5,16629,3326.0
236939,542.0,5496367.0,10141.0,166.0,2060946.0,12415.0,708,7557313,10674.0,25.0,57877.0,2315.0,29.0,68349.0,2357.0,54,126226,2338.0
236948,408.0,4145006.0,10159.0,318.0,7649788.0,24056.0,726,11794794,16246.0,9.0,30223.0,3358.0,15.0,41182.0,2745.0,24,71405,2975.0
237312,125.0,706012.0,5648.0,71.0,497518.0,7007.0,196,1203530,6140.0,1139.0,2923100.0,2566.0,498.0,759450.0,1525.0,1637,3682550,2250.0
237525,115.0,788550.0,6857.0,37.0,233568.0,6313.0,152,1022118,6724.0,5.0,14250.0,2850.0,34.0,62125.0,1827.0,39,76375,1958.0
237792,42.0,210724.0,5017.0,3.0,10373.0,3458.0,45,221097,4913.0,13.0,56784.0,4368.0,1.0,4644.0,4644.0,14,61428,4388.0
238032,373.0,2947453.0,7902.0,107.0,1253767.0,11717.0,480,4201220,8753.0,26.0,54445.0,2094.0,27.0,61250.0,2269.0,53,115695,2183.0
238661,20.0,401770.0,20089.0,3.0,29220.0,9740.0,23,430990,18739.0,2.0,8000.0,4000.0,1.0,1500.0,1500.0,3,9500,3167.0
239071,14.0,147339.0,10524.0,8.0,26776.0,3347.0,22,174115,7914.0,7.0,9250.0,1321.0,3.0,7000.0,2333.0,10,16250,1625.0
240189,128.0,745539.0,5825.0,63.0,464372.0,7371.0,191,1209911,6335.0,6.0,14750.0,2458.0,9.0,16147.0,1794.0,15,30897,2060.0
240268,92.0,595290.0,6471.0,4.0,25364.0,6341.0,96,620654,6465.0,2.0,6000.0,3000.0,2.0,2000.0,1000.0,4,8000,2000.0
240374,118.0,625282.0,5299.0,13.0,81893.0,6299.0,131,707175,5398.0,2.0,4500.0,2250.0,1.0,750.0,750.0,3,5250,1750.0
240444,212.0,1771622.0,8357.0,98.0,1650837.0,16845.0,310,3422459,11040.0,3.0,9500.0,3167.0,2.0,4750.0,2375.0,5,14250,2850.0
240453,405.0,2932924.0,7242.0,52.0,469170.0,9023.0,457,3402094,7444.0,8.0,15500.0,1938.0,1.0,3750.0,3750.0,9,19250,2139.0
240462,80.0,545123.0,6814.0,20.0,166652.0,8333.0,100,711775,7118.0,3.0,6000.0,2000.0,5.0,4500.0,900.0,8,10500,1313.0
240480,150.0,995464.0,6636.0,13.0,74296.0,5715.0,163,1069760,6563.0,1.0,3349.0,3349.0,1.0,3000.0,3000.0,2,6349,3175.0
240727,208.0,895690.0,4306.0,29.0,261294.0,9010.0,237,1156984,4882.0,11.0,26655.0,2423.0,8.0,19361.0,2420.0,19,46016,2422.0
240754,178.0,828608.0,4655.0,14.0,56557.0,4040.0,192,885165,4610.0,18.0,47446.0,2636.0,7.0,16000.0,2286.0,25,63446,2538.0
241191,6.0,25706.0,4284.0,1.0,8603.0,8603.0,7,34309,4901.0,3.0,8695.0,2898.0,1.0,1785.0,1785.0,4,10480,2620.0
242653,82.0,324979.0,3963.0,34.0,89332.0,2627.0,116,414311,3572.0,4.0,4950.0,1238.0,4.0,2475.0,619.0,8,7425,928.0
242699,16.0,66231.0,4139.0,2.0,6610.0,3305.0,18,72841,4047.0,8.0,19309.0,2414.0,2.0,3063.0,1532.0,10,22372,2237.0
242972,673.0,4170565.0,6197.0,22.0,74004.0,3364.0,695,4244569,6107.0,103.0,278474.0,2704.0,13.0,22105.0,1700.0,116,300579,2591.0
243346,53.0,180524.0,3406.0,14.0,33640.0,2403.0,67,214164,3196.0,1.0,2460.0,2460.0,3.0,3978.0,1326.0,4,6438,1610.0
243577,90.0,411271.0,4570.0,12.0,33522.0,2794.0,102,444793,4361.0,17.0,42000.0,2471.0,3.0,5985.0,1995.0,20,47985,2399.0
243780,292.0,2809640.0,9622.0,143.0,1450167.0,10141.0,435,4259807,9793.0,81.0,281876.0,3480.0,48.0,108551.0,2261.0,129,390427,3027.0
243823,51.0,372716.0,7308.0,38.0,668719.0,17598.0,89,1041435,11702.0,1.0,2750.0,2750.0,3.0,10750.0,3583.0,4,13500,3375.0
243832,6.0,17584.0,2931.0,1.0,2995.0,2995.0,7,20579,2940.0,5.0,9659.0,1932.0,1.0,1469.0,1469.0,6,11128,1855.0
245953,73.0,443953.0,6082.0,32.0,214370.0,6699.0,105,658323,6270.0,14.0,39250.0,2804.0,3.0,10500.0,3500.0,17,49750,2926.0
248934,1883.0,32347944.0,17179.0,62.0,923704.0,14898.0,1945,33271648,17106.0,287.0,837264.0,2917.0,9.0,30500.0,3389.0,296,867764,2932.0
262086,506.0,4580357.0,9052.0,342.0,3224412.0,9428.0,848,7804769,9204.0,422.0,944825.0,2239.0,236.0,566240.0,2399.0,658,1511065,2296.0
377555,145.0,1485221.0,10243.0,14.0,234741.0,16767.0,159,1719962,10817.0,2.0,4167.0,2084.0,1.0,1333.0,1333.0,3,5500,1833.0
377564,270.0,2678241.0,9919.0,56.0,831073.0,14841.0,326,3509314,10765.0,16.0,45550.0,2847.0,4.0,5660.0,1415.0,20,51210,2561.0
385619,499.0,9553670.0,19146.0,81.0,1031252.0,12732.0,580,10584922,18250.0,8.0,31250.0,3906.0,1.0,3750.0,3750.0,9,35000,3889.0
413413,596.0,3870787.0,6495.0,1082.0,8375954.0,7741.0,1678,12246741,7298.0,41.0,93903.0,2290.0,90.0,229682.0,2552.0,131,323585,2470.0
414878,10.0,61857.0,6186.0,1.0,2070.0,2070.0,11,63927,5812.0,5.0,15000.0,3000.0,1.0,750.0,750.0,6,15750,2625.0
426314,3120.0,18600451.0,5962.0,1238.0,6811946.0,5502.0,4358,25412397,5831.0,7937.0,17703665.0,2231.0,856.0,1603289.0,1873.0,8793,19306954,2196.0
430184,174.0,1132459.0,6508.0,47.0,318075.0,6768.0,221,1450534,6564.0,12.0,26885.0,2240.0,4.0,9720.0,2430.0,16,36605,2288.0
433387,4677.0,16346540.0,3495.0,1076.0,4070397.0,3783.0,5753,20416937,3549.0,3337.0,9713573.0,2911.0,620.0,1717523.0,2770.0,3957,11431096,2889.0
433660,189.0,819484.0,4336.0,33.0,154128.0,4671.0,222,973612,4386.0,9.0,30698.0,3411.0,3.0,4490.0,1497.0,12,35188,2932.0
438586,80.0,950733.0,11884.0,10.0,124608.0,12461.0,90,1075341,11948.0,18.0,59329.0,3296.0,1.0,4500.0,4500.0,19,63829,3359.0
441937,63.0,274898.0,4363.0,6.0,43273.0,7212.0,69,318171,4611.0,2.0,4368.0,2184.0,2.0,6300.0,3150.0,4,10668,2667.0
442569,146.0,530964.0,3637.0,635.0,2654793.0,4181.0,781,3185757,4079.0,286.0,726350.0,2540.0,856.0,2128800.0,2487.0,1142,2855150,2500.0
443049,11.0,75895.0,6900.0,13.0,74795.0,5753.0,24,150690,6279.0,2.0,3900.0,1950.0,1.0,667.0,667.0,3,4567,1522.0
443599,101.0,767849.0,7602.0,57.0,426358.0,7480.0,158,1194207,7558.0,18.0,20750.0,1153.0,18.0,19500.0,1083.0,36,40250,1118.0
444130,4.0,9629.0,2407.0,502.0,3689183.0,7349.0,506,3698812,7310.0,1.0,2250.0,2250.0,19.0,43563.0,2293.0,20,45813,2291.0
445027,832.0,7967398.0,9576.0,410.0,3411902.0,8322.0,1242,11379300,9162.0,1076.0,3446900.0,3203.0,384.0,1176748.0,3064.0,1460,4623648,3167.0
449038,124.0,928574.0,7489.0,25.0,231129.0,9245.0,149,1159703,7783.0,20.0,50297.0,2515.0,7.0,10235.0,1462.0,27,60532,2242.0
449339,11926.0,49462451.0,4147.0,3356.0,11742569.0,3499.0,15282,61205020,4005.0,49129.0,109481785.0,2228.0,8661.0,19850916.0,2292.0,57790,129332701,2238.0
450298,8.0,70797.0,8850.0,4.0,21356.0,5339.0,12,92153,7679.0,2.0,2970.0,1485.0,1.0,2970.0,2970.0,3,5940,1980.0
450933,1649.0,4951641.0,3003.0,662.0,1850020.0,2795.0,2311,6801661,2943.0,3186.0,6064852.0,1904.0,1587.0,3031167.0,1910.0,4773,9096019,1906.0
453163,115.0,878968.0,7643.0,16.0,113882.0,7118.0,131,992850,7579.0,14.0,35055.0,2504.0,4.0,8910.0,2228.0,18,43965,2443.0
454227,303.0,2526511.0,8338.0,284.0,1927805.0,6788.0,587,4454316,7588.0,17.0,46750.0,2750.0,26.0,49750.0,1913.0,43,96500,2244.0
454829,24.0,63103.0,2629.0,12.0,13752.0,1146.0,36,76855,2135.0,6.0,2685.0,448.0,21.0,15562.0,741.0,27,18247,676.0
455664,9.0,79851.0,8872.0,31.0,804073.0,25938.0,40,883924,22098.0,1.0,1500.0,1500.0,5.0,13750.0,2750.0,6,15250,2542.0
458964,86.0,638323.0,7422.0,15.0,72172.0,4811.0,101,710495,7035.0,15.0,37966.0,2531.0,2.0,8168.0,4084.0,17,46134,2714.0
458973,211.0,1730060.0,8199.0,19.0,145461.0,7656.0,230,1875521,8154.0,20.0,45540.0,2277.0,4.0,5227.0,1307.0,24,50767,2115.0
459727,4.0,16150.0,4038.0,47.0,249266.0,5304.0,51,265416,5204.0,35.0,113125.0,3232.0,30.0,83625.0,2788.0,65,196750,3027.0
459949,217.0,1321637.0,6090.0,16.0,84524.0,5283.0,233,1406161,6035.0,10.0,15316.0,1532.0,4.0,9214.0,2304.0,14,24530,1752.0
459994,275.0,2154956.0,7836.0,198.0,2187731.0,11049.0,473,4342687,9181.0,50.0,125904.0,2518.0,36.0,68707.0,1909.0,86,194611,2263.0
460349,46.0,335191.0,7287.0,22.0,196161.0,8916.0,68,531352,7814.0,16.0,34500.0,2156.0,2.0,5250.0,2625.0,18,39750,2208.0
461528,20.0,39621.0,1981.0,12.0,28935.0,2411.0,32,68556,2142.0,18.0,9040.0,502.0,4.0,1500.0,375.0,22,10540,479.0
474863,24.0,138825.0,5784.0,4.0,28200.0,7050.0,28,167025,5965.0,5.0,7250.0,1450.0,3.0,5250.0,1750.0,8,12500,1563.0
475398,4.0,13826.0,3457.0,5.0,8245.0,1649.0,9,22071,2452.0,2.0,5250.0,2625.0,3.0,4500.0,1500.0,5,9750,1950.0
476975,375.0,865734.0,2309.0,156.0,340775.0,2184.0,531,1206509,2272.0,533.0,2015751.0,3782.0,211.0,759167.0,3598.0,744,2774918,3730.0
479956,735.0,7301100.0,9933.0,612.0,6269334.0,10244.0,1347,13570434,10075.0,740.0,1757469.0,2375.0,168.0,317390.0,1889.0,908,2074859,2285.0
480569,158.0,1040891.0,6588.0,65.0,420821.0,6474.0,223,1461712,6555.0,142.0,356883.0,2513.0,32.0,87062.0,2721.0,174,443945,2551.0
