UNITID,F2A01,F2A19,F2A02,F2A03,F2A03A,F2A04,F2A05,F2A05A,F2A05B,F2A06,F2A11,F2A12,F2A13,F2A15,F2A17,F2A18,F2B01,F2B02,F2B04,F2B05,F2B07,F2C01,F2C02,F2C03,F2C05,F2C06,F2C07,F2C08,F2C10,F2C13,F2C131,F2C16,F2C161,F2C17,F2C171,F2D01,F2D012,F2D05,F2D052,F2D08,F2D082,F2D083,F2D084,F2D08A,F2D082A,F2D083A,F2D084A,F2D10,F2D102,F2D103,F2D12,F2D122,F2D15,F2D152,F2D16,F2D162,F2D163,F2D164,F2D172,F2D173,F2D18,F2D182,F2D183,F2D184,F2E011,F2E012,F2E041,F2E042,F2E051,F2E052,F2E061,F2E062,F2E071,F2E072,F2E131,F2E132,F2E133,F2E134,F2E135,F2E136,F2E137,F2FHA,F2H01,F2H02,F2H03,F2H03A,F2H03B,F2H03C,F2I01,F2I02,F2I03,F2I04,F2I05,F2I06,F2I07   
133492,98016486.0,110356560.0,233123754.0,55981380.0,43117865.0,116600698.0,60541676.0,48388347.0,12153329.0,177142374.0,24234710.0,163900639.0,60355322.0,2045914.0,250653143.0,140296583.0,77256064.0,88787567.0,-11902403.0,189044777.0,177142374.0,2004991.0,2208007.0,1942239.0,1733604.0,46543126.0,54431967.0,48478098.0,48478098.0,201368.0,201368.0,1723378.0,1723378.0,46543126.0,46543126.0,51019270,51019270,4687977,0,7166013,2681039,2126179,2358795,6890643,2681039,1850809,2358795,-7197081,-2452834,-4744247,20160185.0,20160185.0,190891,189455,77256064,71597115,3300154,2358795,9558641,-9558641,77256064,81155756,-6258487,2358795,31622258,15836576,5127810,1847011,16763785,5585063,17158943,6742495,17651188.0,436519.0,88787567,30624773,8960431,11346234,8436612,1328698,28090819,1,81121309.0,75413467.0,-5707842.0,4145093.0,-6730908.0,-3122027.0,-7740351.0,84545818.0,-11902403.0,189044777.0,60377245.0,43117865.0,88787567.0
133526,3956275.0,37538461.0,56000486.0,13344199.0,6786254.0,39170643.0,3485644.0,3485644.0,0.0,42656287.0,4221102.0,48816009.0,11055585.0,9595826.0,73688522.0,36150061.0,43410931.0,40867388.0,2543543.0,40112744.0,42656287.0,5162238.0,432990.0,6255848.0,0.0,1888416.0,13739492.0,1888416.0,1888416.0,0.0,0.0,0.0,0.0,1888416.0,1888416.0,14342310,14342310,17688276,2340464,2329901,1441969,887932,0,2329901,1441969,887932,0,-668360,-664546,-3814,5075389.0,5075389.0,138289,20357012,43410931,42892598,518333,0,-20218723,20218723,43410931,22673875,20737056,0,4246504,2766082,3353437,1686130,6947663,2074001,19086989,2726368,4674663.0,146714.0,40867388,10198123,812646,9390875,1627197,328583,18509964,1,4151208.0,3482848.0,-668360.0,0.0,0.0,0.0,2025210.0,42892598.0,2543543.0,40112744.0,8331565.0,6786254.0,40867388.0
133553,228836000.0,586548000.0,1315494000.0,435924000.0,321126000.0,766085000.0,113485000.0,64194000.0,49291000.0,879570000.0,79492000.0,666216000.0,260916000.0,27265000.0,1033889000.0,447341000.0,520131000.0,438188000.0,81943000.0,797627000.0,879570000.0,7869530.0,11760458.0,9351792.0,1969630.0,86289000.0,117240410.0,86289000.0,86289000.0,0.0,0.0,0.0,0.0,86289000.0,86289000.0,228083000,228083000,43270000,43270000,27579000,914000,11181000,15484000,27026000,361000,11181000,15484000,-23359000,-16655000,-6704000,29960000.0,29960000.0,5522000,5505000,316008000,296030000,4494000,15484000,2796000,-2796000,316008000,298826000,1698000,15484000,101996000,56225000,14403000,7789000,34596000,16111000,51477000,20626000,20954000.0,2361000.0,263422000,112239000,32734000,11458000,27892000,6965000,72134000,1,164826000.0,166178000.0,1352000.0,23381000.0,-22169000.0,-2415000.0,63924000.0,529070000.0,81943000.0,797627000.0,523472000.0,321126000.0,438188000.0
133711,130327182.0,120899793.0,282354114.0,51593411.0,39719205.0,186432267.0,44328436.0,24265840.0,20062596.0,230760703.0,18095977.0,178431353.0,27305054.0,3935469.0,227767853.0,106868060.0,84260816.0,68680941.0,15579875.0,215180828.0,230760703.0,3882996.0,3011412.0,6390995.0,1433794.0,12453849.0,27173046.0,14031007.0,14031007.0,143365.0,143365.0,1433794.0,1433794.0,12453848.0,12453848.0,36423867,36423867,6857536,6857536,16678385,1288383,14422377,967625,16678385,1288383,14422377,967625,6540678,8851285,-2310607,16451521.0,16451521.0,909562,909562,84260816,71181421,12111770,967625,0,0,84260816,71181421,12111770,967625,21830299,12780111,2939590,1185093,12135169,5111019,14746033,6699061,14203295.0,853170.0,68680941,26628454,6562744,7492337,6387097,1318302,20292007,1,83206439.0,93200395.0,9993956.0,772083.0,12436555.0,-3412849.0,6249416.0,68710140.0,15579875.0,215180828.0,122423397.0,36828327.0,68680941.0
133809,28942951.0,32177824.0,69815506.0,8409575.0,5732348.0,22014795.0,39391136.0,29236284.0,10154852.0,61405931.0,3172568.0,39051457.0,5135110.0,0.0,47359135.0,15181311.0,28535545.0,23576374.0,5191326.0,56446760.0,61405931.0,667128.0,669485.0,701465.0,1832276.0,2548508.0,6418862.0,1363988.0,1916725.0,10504.0,7475.0,0.0,0.0,1452461.0,1033606.0,10305766,10305766,698808,698808,8262161,521681,7077552,662928,8262161,521681,7077552,662928,-935650,7945,-9435,4176266.0,4176266.0,5326729,7540649,28535545,23952580,6851124,-2268159,1572542,-1572542,28535545,25525122,5278582,-2268159,7748650,4480651,921191,402445,1757963,675385,3618611,1358737,3611453.0,208258.0,23576374,7125476,1320612,556620,1593530,270444,12709692,1,19635436.0,18635137.0,-1000299.0,0.0,0.0,0.0,5191326.0,23952580.0,5191326.0,56446760.0,0.0,5732348.0,23576374.0
133872,0.0,390288.0,48086659.0,22025183.0,0.0,18677734.0,7383742.0,0.0,7383742.0,26061476.0,0.0,0.0,1796371.0,0.0,1796371.0,1406083.0,42021477.0,36956052.0,5065425.0,20996051.0,26061476.0,1575529.0,95499.0,1173004.0,149770.0,286796.0,3280598.0,699308.0,699308.0,0.0,0.0,291508.0,291508.0,407800.0,407800.0,29483095,29483095,37630,37630,0,0,0,0,0,0,0,0,1017183,1017183,0,569099.0,569099.0,5133007,5133007,42021477,42021477,0,0,-310645,310645,42021477,41710832,310645,0,17608498,14054426,3542481,1931497,3112286,749140,11749938,4612515,922815.0,344039.0,36956052,21696437,4048105,3399596,70075,0,7741839,1,9875753.0,10320727.0,444974.0,1172451.0,566122.0,-239707.0,4600278.0,41556330.0,5065425.0,20996051.0,0.0,0.0,36956052.0
133881,120589558.0,210906393.0,365997588.0,145565436.0,116885550.0,132341340.0,88090812.0,69267166.0,18823646.0,220432152.0,8245413.0,252262052.0,47071748.0,6261114.0,327506315.0,116599922.0,185634767.0,178887454.0,7719103.0,212713049.0,220432152.0,3562693.0,7246926.0,6578070.0,1060359.0,54141046.0,72589094.0,53594725.0,55201405.0,0.0,0.0,1066359.0,1060359.0,54135046.0,52534366.0,138859201,138859201,18057659,18057659,8246268,5111904,3134364,0,6474066,3339702,3134364,0,-18160257,-1241017,-16919240,22207021.0,22207021.0,4635179,4635179,176990735,190775611,-13784876,0,4407810,-4407810,176990735,195183421,-18192686,0,70149351,38259537,8675386,3263653,16722371,6917048,36347125,15818848,29414395.0,6434361.0,175806295,77018950,20099231,13162689,9938145,3993661,51593619,1,110850056.0,88925472.0,-21924584.0,2480386.0,-17063495.0,-7341475.0,25911789.0,203827453.0,7719103.0,212713049.0,67848266.0,116885550.0,178887454.0
133979,7529768.0,47780013.0,87291712.0,15835056.0,0.0,61050971.0,10405685.0,0.0,10405685.0,71456656.0,797353.0,74302765.0,26234445.0,0.0,103632698.0,55852685.0,44058772.0,50283509.0,-6224737.0,77681393.0,71456656.0,3721984.0,1637823.0,7389383.0,0.0,0.0,12749190.0,178091.0,178091.0,0.0,0.0,0.0,0.0,178091.0,178091.0,16350038,16350038,12564802,2721735,1765550,1698722,0,66828,1765550,1698722,0,66828,-919244,-919244,0,5117351.0,5117351.0,0,0,44058772,24968602,19023342,66828,19472022,-19472022,44058772,44440624,-448680,66828,6212384,4642744,4389622,1526091,8090036,1999732,6038335,2221503,3746403.0,336245.0,50283509,14895905,1749190,5484395,1942672,0,26211347,1,6013894.0,5103989.0,-909905.0,66828.0,-925025.0,-51708.0,-5842885.0,45359868.0,-6224737.0,77681393.0,61050971.0,0.0,50283509.0
134079,101211609.0,167805201.0,318171763.0,54265187.0,0.0,146835508.0,117071068.0,57923285.0,59147783.0,263906576.0,11979895.0,240043763.0,43982027.0,1662557.0,297668242.0,129863041.0,102809195.0,101320915.0,1759790.0,262146786.0,263906576.0,3670107.0,510764.0,9078660.0,3583252.0,53859278.0,70702061.0,53859278.0,53859278.0,510764.0,510764.0,3583252.0,3583252.0,37016495.0,37016495.0,58813973,58813973,0,0,13998096,1610374,10092940,2294782,13998096,1610374,10092940,2294782,-1750331,-688981,-965265,23984448.0,23984448.0,4448268,3872331,102809195,90705862,9904636,2198697,12290549,-12290549,102809195,102996411,-2385913,2198697,31033230,18414679,3341280,1176680,17434149,7054209,24207207,5018406,20753200.0,3753404.0,101320915,36068283,8649530,10181684,9044142,1692456,35684820,1,111809685.0,106785429.0,-5024256.0,4855167.0,-3633213.0,-5918000.0,2246789.0,100831306.0,1759790.0,262146786.0,77924364.0,0.0,101320915.0
134510,872397.0,3094010.0,5212726.0,360167.0,0.0,1562967.0,3289592.0,3289592.0,0.0,4852559.0,883033.0,3381895.0,1655014.0,377786.0,6753394.0,3659384.0,6139509.0,5267256.0,872253.0,3980306.0,4852559.0,324305.0,471510.0,32782.0,18900.0,119751.0,967248.0,231427.0,231427.0,0.0,0.0,231427.0,231427.0,0.0,0.0,870478,870478,795815,795815,1665795,1054732,611063,0,1665795,1054732,611063,0,43361,43361,0,611307.0,611307.0,947913,892806,6139509,5473339,666170,0,508638,-508638,6139509,5981977,157532,0,1779668,334068,86931,31902,408829,64414,855756,356244,2136072.0,747660.0,5267256,1534288,492034,343823,193080,9313,2694718,1,2677030.0,2749037.0,72007.0,72007.0,0.0,0.0,-55107.0,5981977.0,872253.0,3980306.0,1562967.0,0.0,5267256.0
134945,61912907.0,189712023.0,366536773.0,267882527.0,145733554.0,41534746.0,57119500.0,42330164.0,14789336.0,98654246.0,18307612.0,212091949.0,69601971.0,6315755.0,306317287.0,116605264.0,104445385.0,111672389.0,-7227004.0,105881250.0,98654246.0,4252635.0,4626141.0,2130837.0,940540.0,60781567.0,73000788.0,64093662.0,64093662.0,4626141.0,4626141.0,940540.0,940540.0,51874441.0,51874441.0,65098666,65098666,4637977,687443,8213279,3129234,5084045,0,8087131,3129234,4957897,0,-7464807,-1331585,-6133222,23282885.0,23282885.0,8088323,13956587,104445385,105394510,-949125,0,2846839,-2846839,104445385,108241349,-3795964,0,39548318,22295912,5004340,2131329,25278031,9898816,21510907,7722416,18259607.0,1874393.0,111672389,44690980,12348387,18429356,8246613,8402722,19554331,1,59216191.0,55653324.0,-3562867.0,4602555.0,-5789676.0,-2375746.0,-3431040.0,95238341.0,-7227004.0,105881250.0,19711477.0,145733554.0,111672389.0
135364,20352.0,1123874.0,7749300.0,865560.0,0.0,5572603.0,1311137.0,964445.0,346692.0,6883740.0,45600.0,3116623.0,2354709.0,0.0,5516932.0,4393058.0,4291338.0,4158257.0,133081.0,6750659.0,6883740.0,439991.0,106356.0,0.0,139490.0,150023.0,835860.0,289513.0,289513.0,11125.0,11125.0,63440.0,63440.0,214948.0,214948.0,3320348,3320348,788583,49227,208954,35076,151048,22830,208954,35076,151048,22830,-40768,-7661,-7938,0.0,0.0,0,0,4291338,3411211,882466,-2339,-825110,823111,4291338,2586101,1705577,-340,1414826,1009846,801550,426748,435286,221797,1369320,615338,0.0,0.0,4158257,2273729,245999,369531,263887,0,1005111,1,1256120.0,1311137.0,55017.0,913235.0,-35986.0,-822230.0,78064.0,4236321.0,133081.0,6750659.0,4795421.0,0.0,4158257.0
135610,248004.0,113491.0,906944.0,4361430.0,0.0,-3702285.0,247799.0,190516.0,57283.0,-3454486.0,0.0,54776.0,258956.0,63100.0,376832.0,263341.0,1489087.0,1900065.0,-410978.0,-2783319.0,-3454486.0,159231.0,17005.0,45750.0,24000.0,278113.0,524099.0,302113.0,302113.0,17005.0,17005.0,24000.0,24000.0,56127.0,56127.0,1327350,1327350,0,0,155838,141046,14792,0,155838,141046,14792,0,5899,5899,0,0.0,0.0,0,0,1489087,1474295,14792,0,-25500,25500,1489087,1448795,40292,0,617936,473962,24749,3685,223797,159259,1033583,266922,0.0,0.0,1900065,903828,175769,11628,6141,0,802699,1,425000.0,248004.0,-176996.0,0.0,-10981.0,-5533.0,-425770.0,1474295.0,-410978.0,-2783319.0,-3645002.0,0.0,1900065.0
135726,2672686909.0,2222769656.0,6582552765.0,2847498448.0,1631017621.0,1980718045.0,1754336272.0,741651405.0,1012684867.0,3735054317.0,249407688.0,2828543838.0,1220209012.0,255256756.0,4553417294.0,2330647638.0,4688567292.0,4377987324.0,309156006.0,3425898311.0,3735054317.0,13352569.0,13804106.0,23044080.0,14108137.0,344860271.0,409169163.0,345900560.0,373935186.0,13804106.0,13804106.0,14103781.0,14103781.0,344578288.0,316543662.0,650368423,650368423,331679286,331679286,272626056,140394232,88482347,43749477,193236684,61004860,88482347,43749477,-63343038,14015460,-73991724,239179220.0,239179220.0,819207799,819207798,4688567292,4633693965,14490623,40382704,42038282,-42038282,4688567292,4675732247,-27547659,40382704,568559726,276385046,218236133,137173033,60778981,26685964,303118755,113964449,246985318.0,50951049.0,4377987324,1836122238,547567641,82634424,179043227,51935373,1680684421,1,1393436637.0,1344283912.0,-49152725.0,38221761.0,-42581007.0,-46394805.0,324068904.0,4672965185.0,309156006.0,3425898311.0,2002230918.0,1631017621.0,4377987324.0
136215,782926007.0,893841289.0,1954327688.0,912175606.0,465838656.0,854452091.0,187699991.0,106942302.0,80757689.0,1042152082.0,155469203.0,1020667266.0,331876178.0,8022512.0,1516035159.0,622193870.0,674106446.0,686040275.0,-11933829.0,1054085911.0,1042152082.0,13881956.0,2315684.0,7756774.0,3494211.0,122862817.0,150311442.0,125646171.0,126290779.0,0.0,0.0,3494211.0,3494211.0,122796568.0,122151960.0,584259940,584259940,42819980,0,18522205,2127857,11635248,4759100,16891259,2127857,10004302,4759100,-57895198,-37181222,-20713976,29619343.0,29619343.0,23070929,15813352,674106446,615266634,53759123,5080689,87382831,-87382831,674106446,702649465,-33623708,5080689,327111833,182118731,104314913,23218955,55675445,21765438,105323039,39832380,61549947.0,21783672.0,686040275,303963160,74290732,14132734,48231439,19475000,225947210,1,226994000.0,200766000.0,-26228000.0,10753000.0,-31605000.0,-5376000.0,16609420.0,702649465.0,-11933829.0,1054085911.0,430333000.0,465838656.0,686040275.0
136330,85799000.0,101729000.0,276411000.0,66062000.0,31805000.0,92244000.0,118105000.0,118105000.0,0.0,210349000.0,37341000.0,150121000.0,21241000.0,17000.0,208898000.0,107169000.0,112095000.0,88293000.0,23802000.0,186547000.0,210349000.0,3576399.0,7050429.0,6177570.0,2904000.0,33793000.0,53501398.0,36697000.0,36697000.0,0.0,0.0,0.0,0.0,36697000.0,36697000.0,51172000,51172000,6887000,6887000,34987000,2489000,32498000,0,34987000,2489000,32498000,0,-2855000,173000,-3028000,12378000.0,12378000.0,9526000,9526000,112095000,82625000,29470000,0,4462000,-4462000,112095000,87087000,25008000,0,32573000,20365000,7678000,404000,15239000,5130000,18131000,5636000,13010000.0,214000.0,88293000,31765000,7730000,10018000,6157000,1200000,31423000,1,97750000.0,97755000.0,5000.0,5830000.0,-3009000.0,-2816000.0,-305000.0,86368000.0,23802000.0,186547000.0,33969000.0,31805000.0,88293000.0
136701,32736501.0,19441371.0,58317203.0,448356.0,0.0,22855276.0,35013571.0,22135471.0,12878100.0,57868847.0,1169532.0,25738602.0,8802416.0,121707.0,35832257.0,16390886.0,3137086.0,8011468.0,-4874382.0,62743229.0,57868847.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2455850,2455850,0,0,4067757,2564126,1000399,503232,3068208,2564126,850,503232,-4814432,0,-4814432,1348162.0,1348162.0,79749,54578,3137086,6422716,-3788862,503232,1244423,-1244423,3137086,7667139,-5033285,503232,2817130,897664,529330,162548,170211,36900,3136963,945884,1218235.0,271958.0,8011468,2347144,1115533,1231955,1412409,0,1904427,1,39243815.0,34033746.0,-5210069.0,520881.0,-4814432.0,-916518.0,-344329.0,7667139.0,-4874382.0,62743229.0,16353717.0,0.0,8011468.0
136774,65023725.0,273847704.0,401598018.0,179752485.0,164288895.0,155706629.0,66138904.0,34776138.0,31362766.0,221845533.0,55048343.0,236971729.0,104225580.0,16013422.0,412259074.0,138411370.0,95471984.0,86878847.0,8593137.0,213252396.0,221845533.0,1956185.0,1901391.0,1871625.0,2285352.0,19353398.0,27367951.0,21853483.0,21861763.0,223012.0,223012.0,2276152.0,2276152.0,19353399.0,19345119.0,62484997,62484997,3912991,3912991,13855639,4310424,8220218,1324997,13803339,4287661,8190681,1324997,-2323794,-808192,-1435899,16652786.0,16652786.0,881233,881233,95471984,87442371,6784319,1245294,10376868,-10376868,95471984,97819239,-3592549,1245294,29509922,13107570,17524726,4973745,8287287,3105907,13818080,4823303,15824820.0,216590.0,86878847,26227115,8418140,17394369,10746950,4298421,19793852,1,63982310.0,61659431.0,-2322879.0,2099938.0,-1940950.0,-2560125.0,10949701.0,98990945.0,8593137.0,213252396.0,54882120.0,152558555.0,86878847.0
136950,459889000.0,308038000.0,852704000.0,238376000.0,211276000.0,141333000.0,472995000.0,250006000.0,222989000.0,614328000.0,57281000.0,357351000.0,57832000.0,28852000.0,501316000.0,193278000.0,156704000.0,148682000.0,8022000.0,606306000.0,614328000.0,3085000.0,366000.0,8124000.0,6357000.0,56425000.0,74357000.0,60316538.0,61992915.0,366000.0,366000.0,4408556.0,3572813.0,46009359.0,45168725.0,70343000,70343000,8325000,0,20430000,2860000,13925000,3645000,18752000,2860000,12247000,3645000,5445000,7342000,1396000,24923000.0,24923000.0,4962000,4962000,156704000,132706000,23646000,352000,28288000,-28288000,156704000,160994000,-4642000,352000,41079000,23346000,15180000,5951000,30255000,10757000,20570000,9598000,20752000.0,422000.0,148682000,51289000,18064000,9854000,12358000,6254000,50863000,1,460276000.0,467238000.0,6962000.0,3574000.0,4452000.0,-18069000.0,12312000.0,171020000.0,8022000.0,606306000.0,141333000.0,211276000.0,148682000.0
137032,68207536.0,152251539.0,249320245.0,105571643.0,75245208.0,120169486.0,23579116.0,14038650.0,9540466.0,143748602.0,20206742.0,175224632.0,51447210.0,6071496.0,265513233.0,113261694.0,132932396.0,153067952.0,-20135556.0,163884157.0,143748602.0,17033858.0,22658775.0,8856026.0,0.0,31050414.0,79599073.0,31050414.0,31050414.0,0.0,0.0,0.0,0.0,31050414.0,31050414.0,98581482,98581482,22443047,1751217,3617834,787254,2592155,238425,3617834,787254,2592155,238425,-11985164,-8497012,-3488152,18529333.0,18529333.0,975727,716390,132932396,111868664,20825307,238425,-22795176,22795176,132932396,89073488,43620483,238425,50111444,26663147,11622995,6630849,36991766,11872087,37799952,15233380,16541795.0,2408152.0,153067952,62807615,17232930,6892120,8341481,2326714,55467092,1,92347642.0,67564541.0,-24783101.0,245399.0,-11985164.0,-13043335.0,-18576110.0,143727106.0,-20135556.0,163884157.0,62334694.0,75245208.0,153067952.0
137272,6195955.0,308130.0,12700040.0,808505.0,0.0,11000000.0,891535.0,891535.0,0.0,11891535.0,600000.0,0.0,465920.0,0.0,1374050.0,1065920.0,2536018.0,2116763.0,419255.0,11891535.0,11891535.0,0.0,0.0,24355.0,0.0,0.0,24355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2220768,2220768,0,0,45000,45000,0,0,45000,45000,0,0,261601,261601,0,0.0,0.0,8649,8649,2536018,2536018,0,0,0,0,2536018,2536018,0,0,964153,695589,630285,353338,0,0,0,0,514691.0,261732.0,2116763,1310659,469237,276909,59958,0,0,1,10608544.0,10608545.0,1.0,0.0,0.0,0.0,-287838.0,0.0,419255.0,11891535.0,0.0,0.0,2116763.0
137476,34735322.0,70186303.0,152091554.0,71504372.0,50108142.0,44981425.0,35605757.0,8188643.0,27417114.0,80587182.0,8975395.0,90104618.0,26388054.0,4475393.0,131446808.0,61260505.0,69239766.0,63718653.0,5521113.0,75066069.0,80587182.0,5254860.0,796676.0,4759201.0,595675.0,36685334.0,48091746.0,37059766.0,37281009.0,0.0,0.0,595675.0,595675.0,36685334.0,36464091.0,59634887,59634887,495012,495012,6460335,1707310,4241657,511368,6213584,1480559,4221657,511368,-5778771,-1896884,-3881887,6349525.0,6349525.0,293452,293452,69239766,68368628,359770,511368,4599393,-4599393,69239766,72968021,-4239623,511368,22053150,14300389,6078356,2449330,13508875,5774917,13877954,4706596,5831549.0,30605.0,63718653,28707363,5530290,7884159,2846698,1315089,17435054,1,40042465.0,34405192.0,-5637273.0,755004.0,-5402763.0,-989514.0,9249368.0,74918094.0,5521113.0,75066069.0,44919106.0,50108142.0,63718653.0
137546,351888654.0,200998094.0,652792817.0,177673008.0,128363639.0,182621391.0,292498418.0,191196626.0,101301792.0,475119809.0,20802226.0,274172454.0,66603759.0,22290379.0,383868818.0,182870724.0,124672853.0,142633848.0,-18597755.0,493717564.0,475119809.0,5101407.0,5208078.0,9964920.0,7488091.0,94308407.0,122070903.0,107004576.0,107004576.0,5208078.0,5208078.0,7488091.0,7488091.0,94308407.0,94308407.0,79932199,79932199,11804464,11804464,47925841,916184,35174486,11835171,47919006,916184,35167651,11835171,-44061182,-16360318,-26601343,24834256.0,24834256.0,2493008,2758415,124672853,105629467,8569267,10474119,28883858,-28883858,124672853,134513325,-20314591,10474119,53413419,32407188,14072066,4251860,30491086,11670074,19376076,10379602,22990075.0,188672.0,142633848,59694958,18302633,13178626,11167728,5485740,34804163,1,387215324.0,352639796.0,-34575528.0,13598968.0,-42142317.0,-17433155.0,-7791015.0,152304805.0,-18597755.0,493717564.0,193782816.0,128363639.0,142633848.0
137564,31693422.0,91384771.0,136483124.0,86614643.0,77468465.0,34709873.0,15158608.0,7075335.0,8083273.0,49868481.0,6136686.0,140828753.0,26385557.0,1592111.0,174943107.0,83558336.0,109981657.0,91070080.0,18911577.0,30956904.0,49868481.0,10940837.0,14258690.0,7788400.0,41878.0,38856865.0,71886670.0,1703284.0,2044919.0,0.0,0.0,0.0,0.0,2044919.0,1703284.0,66940194,66940194,0,0,17311654,360132,15244904,1706618,17311654,360132,15244904,1706618,1057777,1301156,-243379,15235479.0,15235479.0,9436553,9147376,109981657,92984337,15290702,1706618,16172314,-16172314,109981657,109156651,-881612,1706618,25060631,16871471,9035272,5042782,30757041,8222039,18264851,8960593,7952285.0,108820.0,91070080,39205705,8682335,1325089,5874399,3222717,32759835,1,10050766.0,10299383.0,248617.0,677415.0,-261109.0,-194357.0,18086598.0,91683181.0,18911577.0,30956904.0,5949799.0,77468465.0,91070080.0
137847,97607646.0,682302976.0,995322258.0,281646397.0,210634634.0,649852717.0,63823144.0,32229450.0,31593694.0,713675861.0,95516179.0,674798329.0,78830616.0,69566743.0,963351824.0,281048848.0,315855430.0,253886512.0,61968918.0,651706943.0,713675861.0,8074885.0,9796665.0,8172502.0,994173.0,102387725.0,129425950.0,103861613.0,103861613.0,542217.0,542217.0,961991.0,961991.0,102357405.0,102357405.0,219248604,219248604,19856780,19856780,18606942,16307038,1458294,841610,18606942,16307038,1458294,841610,-3978570,-2779679,-1198891,57688600.0,57688600.0,4189570,4189570,315855430,314754417,259403,841610,8352636,-8352636,315855430,323107053,-8093233,841610,82477177,50181085,21331946,8807547,36758318,10976164,42967619,9831018,55563514.0,1086811.0,253886512,81094682,18502460,32646639,33979439,6831047,80832245,1,58215971.0,56608582.0,-1607389.0,1435015.0,-1307521.0,-1734883.0,69220541.0,325715623.0,61968918.0,651706943.0,192266406.0,210634634.0,253886512.0
137953,95233.0,4369431.0,5914486.0,1765649.0,1256325.0,3814377.0,334460.0,0.0,334460.0,4148837.0,1007912.0,3128804.0,697491.0,1639972.0,6474179.0,2104748.0,5820342.0,4713041.0,1107301.0,3041536.0,4148837.0,1065170.0,1379981.0,227306.0,0.0,174877.0,2847334.0,174877.0,174877.0,0.0,0.0,0.0,0.0,174877.0,174877.0,4900763,4900763,253479,253479,631669,391955,239714,0,631669,391955,239714,0,-19055,-19055,0,43850.0,43850.0,0,0,5820342,5580628,239714,0,16202,-16202,5820342,5596830,223512,0,808337,676578,546471,430098,890387,330049,1744221,818073,723625.0,291155.0,4713041,2545953,331831,430095,121592,34081,1249489,1,113899.0,95233.0,-18666.0,0.0,-18666.0,0.0,883789.0,5596830.0,1107301.0,3041536.0,4148837.0,1256325.0,4713041.0
137962,0.0,7621730.0,8799813.0,3534025.0,3005310.0,4200279.0,1065509.0,842253.0,223256.0,5265788.0,2469288.0,9212156.0,1342200.0,0.0,13023644.0,5401914.0,3662151.0,4487026.0,-898931.0,6164719.0,5265788.0,604557.0,81000.0,111199.0,20857.0,615572.0,1433185.0,541170.0,615572.0,81000.0,81000.0,20857.0,20857.0,74402.0,0.0,1859184,1859184,366345,366345,709280,380755,313575,14950,709280,380755,313575,14950,12439,12439,0,497899.0,497899.0,217004,217004,3662151,3333626,313575,14950,-458389,458389,3662151,2875237,771964,14950,934066,624972,394794,166026,1046470,534803,1384280,336800,727416.0,42064.0,4487026,1704665,382291,395363,397798,152777,1454132,1,825648.0,842253.0,16605.0,16605.0,0.0,0.0,-820732.0,3662151.0,-898931.0,6164719.0,5265788.0,3005310.0,4487026.0
138275,1975250.0,24782802.0,34518558.0,11470031.0,10298103.0,14762624.0,8285903.0,6417986.0,1867917.0,23048527.0,3584666.0,31420487.0,3044798.0,1595939.0,40115657.0,15332855.0,20004144.0,18622859.0,1381285.0,21667242.0,23048527.0,2148440.0,520579.0,2422024.0,0.0,6696761.0,11787804.0,6696761.0,6696761.0,0.0,0.0,0.0,0.0,6696761.0,6696761.0,9863270,9863270,4172758,4172758,2193951,716360,1343412,134179,2193951,716360,1343412,134179,-330542,0,-251730,3591793.0,3591793.0,512914,861152,20004144,19205333,743444,55367,348238,-348238,20004144,19553571,395206,55367,3724471,2483386,1004453,587749,7353540,2905295,4425690,1226037,2114705.0,14647.0,18622859,7217114,2076483,1390581,861935,423701,6653045,1,6907619.0,6604180.0,-303439.0,134179.0,-171418.0,-266200.0,582474.0,19205333.0,1381285.0,21667242.0,2145842.0,10298103.0,18622859.0
138293,436863.0,8228375.0,22836879.0,9773610.0,4069822.0,12073999.0,989270.0,356863.0,632407.0,13063269.0,24750.0,11752121.0,5287349.0,0.0,19267339.0,11038964.0,18624651.0,19733548.0,-1108897.0,14172166.0,13063269.0,2563424.0,84213.0,1991041.0,0.0,11110686.0,15749364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12139197,12139197,0,0,777637,777637,0,0,777637,777637,0,0,-543575,-543575,0,6199369.0,6199369.0,0,0,18624651,18624651,0,0,0,0,18624651,18624651,0,0,2705107,2122850,671684,219427,9277989,3049070,3746437,1342599,3332331.0,40761.0,19733548,6774707,1078828,2450889,612084,198082,8618958,1,6863658.0,6700351.0,-163307.0,28684.0,-543575.0,0.0,-1108897.0,18624651.0,-1108897.0,14172166.0,6164709.0,4069822.0,19733548.0
