UNITID,F2A01,F2A19,F2A02,F2A03,F2A03A,F2A04,F2A05,F2A05A,F2A05B,F2A06,F2A11,F2A12,F2A13,F2A15,F2A17,F2A18,F2B01,F2B02,F2B04,F2B05,F2B07,F2C01,F2C02,F2C03,F2C05,F2C06,F2C07,F2C08,F2C10,F2C13,F2C131,F2C16,F2C161,F2C17,F2C171,F2D01,F2D012,F2D05,F2D052,F2D08,F2D082,F2D083,F2D084,F2D08A,F2D082A,F2D083A,F2D084A,F2D10,F2D102,F2D103,F2D12,F2D122,F2D15,F2D152,F2D16,F2D162,F2D163,F2D164,F2D172,F2D173,F2D18,F2D182,F2D183,F2D184,F2E011,F2E012,F2E041,F2E042,F2E051,F2E052,F2E061,F2E062,F2E071,F2E072,F2E131,F2E132,F2E133,F2E134,F2E135,F2E136,F2E137,F2FHA,F2H01,F2H02,F2H03,F2H03A,F2H03B,F2H03C,F2I01,F2I02,F2I03,F2I04,F2I05,F2I06,F2I07   
100690,9205532.0,2674712.0,15939891.0,948846.0,0.0,14495619.0,495426.0,174819.0,320607.0,14991045.0,1340625.0,1065662.0,3171516.0,0.0,5577803.0,2903091.0,7413051.0,7256314.0,156737.0,14834308.0,14991045.0,1.0,31582.0,0.0,0.0,816078.0,847661.0,847660.0,847660.0,31582.0,31582.0,0.0,0.0,816078.0,816078.0,7219385,7219385,22412,22412,75662,75662,0,0,75662,75662,0,0,44984,60707,-15723,0.0,0.0,50608,34885,7413051,7413051,0,0,0,0,7413051,7413051,0,0,2518813,1828056,681522,485366,1092868,835538,2963111,1081551,0.0,0.0,7256314,4230511,532218,186021,176711,0,2130853,1,174817.0,174819.0,2.0,0.0,0.0,0.0,172460.0,7370978.0,156737.0,14834308.0,14991045.0,0.0,7256314.0
100937,19174295.0,64655000.0,106162162.0,39447010.0,29314696.0,9964175.0,56750977.0,51470511.0,5280466.0,66715152.0,2524130.0,188060337.0,31264374.0,0.0,222344263.0,157689263.0,31292016.0,70999109.0,-39707093.0,105759465.0,66715152.0,1204146.0,1356783.0,0.0,5110081.0,4246530.0,11917540.0,9356611.0,9356611.0,0.0,0.0,3776960.0,3776960.0,4375505.0,4375505.0,11322316,11322316,1680327,1680327,6647954,6647954,0,0,6647954,6647954,0,0,-465904,-465904,0,11762513.0,11762513.0,344810,344810,31292016,31292016,0,0,0,0,31292016,31292016,0,0,12042041,8126554,3013472,529771,9609472,1716523,39525348,4384934,6471099.0,128357.0,70999109,14886139,4140402,5258278,2825579,1554204,42334507,1,53984787.0,50831353.0,-3153434.0,1128684.0,-465904.0,-3776960.0,-36958206.0,31292016.0,-39707093.0,105759465.0,-7159382.0,29314696.0,70999109.0
101189,22659096.0,63901629.0,102873739.0,44476332.0,31205976.0,35885266.0,22512141.0,13709810.0,8802331.0,58397407.0,8096644.0,74854202.0,36600814.0,3934014.0,123485674.0,59584045.0,56125958.0,53258188.0,2867770.0,55529637.0,58397407.0,4618598.0,4241254.0,1658127.0,319605.0,12828321.0,23665905.0,12511299.0,13609594.0,337619.0,310373.0,319605.0,293813.0,12828321.0,11793075.0,35183649,35183649,11163778,0,4700380,1052770,3593559,54051,4700380,1052770,3593559,54051,-25890,36809,-179543,3397529.0,3397529.0,1706512,1552844,56125958,41223601,14731462,170895,12408928,-12408928,56125958,53632529,2322534,170895,21471387,12596646,3180149,1189981,10225577,3342632,9595270,2796458,4882170.0,270486.0,53258188,20196203,4770332,4725891,3579450,1268621,18717691,1,21332492.0,20765130.0,-567362.0,54051.0,73322.0,-694735.0,374341.0,53632529.0,2867770.0,55529637.0,8911550.0,31205976.0,53258188.0
101435,57182330.0,30365032.0,93441263.0,24374132.0,21241629.0,11769793.0,57297338.0,51636517.0,5660821.0,69067131.0,3049311.0,50127036.0,14030814.0,295506.0,67502667.0,37137635.0,22101081.0,25029686.0,-2928605.0,71995736.0,69067131.0,1580560.0,193889.0,1022717.0,3038927.0,6995364.0,12831457.0,11250897.0,11250897.0,193889.0,193889.0,10034291.0,10034291.0,0.0,0.0,11495206,11495206,2741694,2741694,3225577,2687894,183328,354355,2782633,2687894,94739,0,-2623106,1279402,-1130977,6237930.0,6237930.0,655125,239250,22101081,25050031,-531774,-2417176,121808,-121808,22101081,25171839,-653582,-2417176,6487466,4234145,1684118,814998,6510660,2994757,4558657,2032080,4053655.0,194845.0,25029686,10270825,2139329,1664269,2130745,552861,8271657,1,60206711.0,57163022.0,-3043689.0,442944.0,-2757295.0,-239250.0,142153.0,25171839.0,-2928605.0,71995736.0,8324708.0,21241629.0,25029686.0
101453,17750070.0,3075976.0,22146000.0,1551864.0,0.0,5521173.0,15072963.0,9366959.0,5706004.0,20594136.0,1019751.0,2841330.0,3825988.0,0.0,7687069.0,4611093.0,3067142.0,3331617.0,-264475.0,20858616.0,20594136.0,144405.0,5947.0,0.0,473107.0,0.0,623459.0,245.0,245.0,0.0,0.0,0.0,0.0,245.0,245.0,383659,383659,363820,363820,4030768,2646913,336931,1046924,3980768,2596913,336931,1046924,-1856767,-480238,-1377697,69758.0,69758.0,75904,0,3067142,2983912,-964862,1048092,529340,-529340,3067142,3513252,-1494202,1048092,665315,473906,355659,229657,489168,314721,1548411,557792,87116.0,10888.0,3331617,1702995,291035,500166,233634,0,603787,1,15150265.0,14385884.0,-764381.0,1055391.0,-1290432.0,-529340.0,181635.0,3840819.0,-264475.0,20858616.0,4335179.0,0.0,3331617.0
101675,25642209.0,55881649.0,95783028.0,17619082.0,14887978.0,74376283.0,3787663.0,2829745.0,957918.0,78163946.0,6705231.0,80309397.0,21343489.0,2482143.0,110840260.0,54958611.0,42361714.0,42112615.0,249099.0,77914847.0,78163946.0,6744477.0,605598.0,687542.0,1120432.0,2350845.0,11508894.0,3609487.0,3609487.0,605598.0,605598.0,0.0,0.0,2316347.0,2316347.0,6744477,6744477,21033528,21033528,1932968,1467154,465814,0,0,0,0,0,-3650683,-3650683,0,5623999.0,5623999.0,9989883,9989883,42361714,41895900,465814,0,0,0,42361714,41895900,465814,0,6509874,4552146,1940761,1271864,8520352,3679564,21600438,2327448,3533688.0,498024.0,42112615,12329046,2500229,4199871,1998459,460465,20624545,1,29292887.0,25642204.0,-3650683.0,0.0,-3468149.0,-182534.0,3899782.0,46012397.0,249099.0,77914847.0,78163946.0,14887978.0,42112615.0
101693,22005510.0,36104357.0,71415413.0,34715829.0,31309658.0,10427866.0,26271718.0,19604084.0,6667634.0,36699584.0,1297996.0,61500708.0,13843053.0,70407.0,77754634.0,41650277.0,28065565.0,29113105.0,-1047540.0,37749506.0,36699584.0,2325350.0,147244.0,1146158.0,2202325.0,12552585.0,18373662.0,14860680.0,14860680.0,105770.0,105770.0,2202325.0,2202325.0,12552585.0,12552585.0,13954852,13954852,2721297,245575,6376755,2020130,4112978,243647,4925318,2020130,2661541,243647,-1760510,-369369,-1362539,6255735.0,6255735.0,496896,482967,28065565,22610430,5229140,225995,6635617,-6635617,28065565,29246047,-1406477,225995,10696386,5783255,711367,124176,3000959,1360473,5379415,1934568,9283504.0,1004215.0,29113105,10206687,3456306,3434771,2250183,1873199,7891959,1,20155794.0,22082866.0,1927072.0,254256.0,-1691454.0,-690484.0,132942.0,29246047.0,-1047540.0,37749506.0,17405083.0,31309658.0,29113105.0
101912,25724163.0,59412027.0,128063334.0,43426280.0,30382341.0,52659046.0,31978008.0,6120449.0,25857559.0,84637054.0,5780055.0,86527631.0,37590954.0,0.0,134811156.0,75399129.0,54456136.0,63374302.0,-8918166.0,93555220.0,84637054.0,3200362.0,4809916.0,127743.0,11671434.0,40062.0,19849517.0,9443020.0,19721774.0,0.0,0.0,0.0,0.0,19721774.0,9443020.0,17620690,17620690,13082052,6691073,5935252,4127079,1237732,570441,1940366,1584439,-214514,570441,-3922554,315950,-3007029,8970357.0,8970357.0,2410620,2076705,54456136,50161573,4681907,-387344,8088851,-8088851,54456136,58250424,-3406944,-387344,11883851,7726471,4214072,1750031,5600984,1533842,13006198,3883070,5130454.0,625430.0,63374302,16304421,6998132,3997304,4809682,408059,30856704,1,26286780.0,19810091.0,-6476689.0,0.0,-3590574.0,-2779000.0,-5123878.0,58250424.0,-8918166.0,93555220.0,41637741.0,30382341.0,63374302.0
102049,342830198.0,347388555.0,871369127.0,370304342.0,289251898.0,113541627.0,387523158.0,266949735.0,120573423.0,501064785.0,91896415.0,460036944.0,99889303.0,14286639.0,666109301.0,318720746.0,257272144.0,182692926.0,105693051.0,395371734.0,501064785.0,1891107.0,3385571.0,1578383.0,5969000.0,68017000.0,80841061.0,73986000.0,73986000.0,0.0,0.0,5969000.0,5969000.0,68017000.0,68017000.0,118939193,118939193,8009823,6254320,112011070,5615120,9908623,96487327,110413161,5183893,8741941,96487327,-16205295,-6789120,-9428875,25644408.0,25644408.0,8861833,8355767,257272144,158019688,2752429,96500027,-14987494,14987494,257272144,143032194,17739923,96500027,91710251,51823777,12511870,4677347,33215740,10282866,21762191,12344631,19792440.0,1392428.0,182692926,81179358,24254227,12638053,16250931,8204249,40166108,1,368437572.0,426345689.0,57908117.0,96568665.0,-14519459.0,-16564720.0,22864140.0,185332428.0,105693051.0,395371734.0,155131721.0,289251898.0,182692926.0
102058,9298.0,802572.0,2415279.0,691386.0,0.0,1623893.0,100000.0,100000.0,0.0,1723893.0,1574300.0,3281282.0,802572.0,0.0,5658154.0,4855582.0,2084547.0,814502.0,1249986.0,920399.0,1723893.0,0.0,0.0,0.0,68000.0,0.0,68000.0,43200.0,43200.0,0.0,0.0,43000.0,43000.0,200.0,200.0,91494,91494,0,0,0,0,0,0,0,0,0,0,4301,4301,0,0.0,0.0,1976252,1976252,2084547,2084547,0,0,0,0,2084547,2084547,0,0,160401,77508,150000,149893,17000,16999,303802,301587,6000.0,5900.0,814502,685194,0,75000,0,0,54308,1,142412.0,142412.0,0.0,0.0,125.0,0.0,148135.0,905347.0,1249986.0,920399.0,0.0,0.0,814502.0
102234,57602366.0,91510358.0,149112724.0,62883414.0,52372168.0,54677510.0,31551800.0,31551800.0,0.0,86229310.0,3169376.0,143333827.0,27205900.0,751821.0,174460924.0,82950566.0,35542405.0,41403420.0,-5861015.0,92090325.0,86229310.0,1797910.0,290510.0,761327.0,3100330.0,7836309.0,13786386.0,7836309.0,7836309.0,290510.0,290510.0,1473967.0,1473967.0,3512595.0,3512595.0,14274211,14274211,5961361,5875072,6517865,4510245,2007620,0,4903395,4510245,393150,0,-1817777,2982313,-4800090,8801595.0,8801595.0,1805150,2683645,35542405,39127081,-3584676,0,439476,-439476,35542405,39566557,-4024152,0,9669662,5858875,2331414,698663,6927574,2341698,9397850,3489091,9239380.0,888440.0,41403420,13276767,2039677,4597233,3555133,3285990,14648620,1,22433426.0,16618358.0,-5815068.0,1473967.0,-1804788.0,-6299714.0,-2276339.0,42406934.0,-5861015.0,92090325.0,33857142.0,51595470.0,41403420.0
102270,19839522.0,40191195.0,66875553.0,5282483.0,0.0,43745143.0,17847927.0,17847927.0,0.0,61593070.0,805069.0,55400993.0,29333972.0,0.0,85540034.0,45348839.0,16624331.0,15903909.0,740422.0,60872648.0,61593070.0,3142490.0,10716628.0,0.0,0.0,195164.0,14054282.0,195164.0,195164.0,0.0,0.0,0.0,0.0,195164.0,195164.0,6734712,6734712,8142564,0,2497264,2497264,0,0,2497264,2497264,0,0,-2402832,-2402832,0,1236589.0,1236589.0,416034,416034,16624331,8481767,8142564,0,8142564,-8142564,16624331,16624331,0,0,3933662,3065102,721343,646238,5418539,1627733,4387437,3631812,1442928.0,349677.0,15903909,9320562,1304212,825005,1603954,0,2850176,1,22181481.0,19839522.0,-2341959.0,0.0,-2305506.0,0.0,720422.0,43745143.0,740422.0,60872648.0,0.0,0.0,15903909.0
102298,335023.0,79918788.0,111080538.0,31183030.0,27831199.0,76366233.0,3531275.0,3531275.0,0.0,79897508.0,144788.0,20858281.0,64737228.0,18306947.0,104047244.0,24128456.0,45384412.0,17800481.0,14364339.0,65533169.0,79897508.0,4209946.0,457459.0,39748.0,0.0,3619185.0,8326338.0,429665.0,429665.0,0.0,0.0,0.0,0.0,429665.0,429665.0,14658171,14658171,7119527,7119527,17490678,10820671,6367036,302971,0,0,0,0,37845,37845,0,3762509.0,3762509.0,1246982,1246982,45384412,38714405,6367036,302971,-6367036,6367036,45384412,32347369,12734072,302971,3430704,3119329,688059,577732,3808835,1815010,7399755,1071105,2099171.0,160809.0,17800481,7065840,1036506,6699370,1229344,487359,1282062,1,2986504.0,2986503.0,-1.0,0.0,0.0,0.0,4558.0,35632.0,14364339.0,65533169.0,14364339.0,6699370.0,17800481.0
102377,183876119.0,209420027.0,490838356.0,27867332.0,0.0,294476306.0,168494718.0,92865507.0,75629211.0,462971024.0,16441586.0,370506732.0,93905988.0,9281430.0,490135736.0,280715709.0,141031599.0,143181584.0,-2149985.0,465121009.0,462971024.0,6583013.0,1573099.0,4240099.0,4053169.0,20067281.0,36516661.0,25682282.0,25682282.0,1573099.0,1573099.0,0.0,0.0,13286071.0,13286071.0,35923892,35923892,38362924,38362924,18567942,7893704,8662207,2012031,18567942,7893704,8662207,2012031,-11098660,-1142808,-9955852,12465574.0,12465574.0,32418692,0,141031599,107894521,31125047,2012031,0,0,141031599,107894521,31125047,2012031,51467241,21696080,5302677,2287111,9972310,3974936,29476003,9336278,3916418.0,151614.0,143181584,50029775,9543187,19621565,9684293,43473,54259291,1,154987957.0,142900904.0,-12087053.0,2236130.0,-8328377.0,-5994806.0,12610956.0,156935349.0,-2149985.0,465121009.0,155811015.0,0.0,143181584.0
102395,15346880.0,5904437.0,22110276.0,375019.0,0.0,21603165.0,132092.0,0.0,132092.0,21735257.0,875000.0,3877982.0,6374466.0,0.0,11127448.0,5223011.0,4761450.0,4690975.0,-4657475.0,26392732.0,21735257.0,125740.0,27000.0,13765.0,0.0,37939.0,204444.0,78704.0,78704.0,27000.0,27000.0,0.0,0.0,37939.0,37939.0,2057179,2057179,27000,27000,51071,51071,0,0,51071,51071,0,0,2433059,2433059,0,15736.0,15736.0,163640,163640,4761450,4761450,0,0,0,0,4761450,4761450,0,0,1150888,590951,147670,73211,657675,360643,2533450,1119071,3613.0,0.0,4690975,2279654,534579,226253,116188,0,1534301,1,1000000.0,1000000.0,0.0,0.0,0.0,0.0,70475.0,4761450.0,-4657475.0,26392732.0,21735257.0,0.0,4690975.0
102580,2037281.0,1043005.0,3170200.0,299893.0,240481.0,2686030.0,184277.0,138033.0,46244.0,2870307.0,242704.0,958381.0,584989.0,48589.0,1834663.0,791658.0,661759.0,979135.0,396424.0,2473883.0,2870307.0,95649.0,69380.0,66663.0,35918.0,0.0,267610.0,119511.0,125072.0,28847.0,28847.0,0.0,0.0,35668.0,34988.0,286566,286566,0,0,296350,394123,-97773,0,169504,267277,-97773,0,-234323,-218712,-15611,95336.0,95336.0,210866,51238,661759,615515,46244,0,-35918,35918,661759,579597,82162,0,198826,179904,48522,0,64969,54000,370902,308262,89955.0,28460.0,979135,637751,0,205961,51392,15843,68188,1,111585.0,1777619.0,1666034.0,1916310.0,-200281.0,-49995.0,350180.0,615515.0,396424.0,2473883.0,322556.0,240481.0,979135.0
102669,89661298.0,52742685.0,156786376.0,10485155.0,0.0,121471551.0,24829670.0,15394934.0,9434736.0,146301221.0,24784825.0,31351377.0,4096280.0,228844.0,60461326.0,7718641.0,16776939.0,19601799.0,-3390682.0,149691903.0,146301221.0,708334.0,39500.0,230250.0,429761.0,2713234.0,4121079.0,2992995.0,2992995.0,0.0,0.0,0.0,0.0,2992995.0,2992995.0,5370326,5370326,4991335,4991335,1335469,-133060,1468529,0,735276,-733253,1468529,0,2470197,5090486,-2620289,1294086.0,1294086.0,501710,2293054,16776939,19431271,-2654332,0,0,0,16776939,19431271,-2654332,0,6201088,3746143,406026,159715,3752897,1492383,4082289,2028450,2070512.0,413738.0,19601799,9526672,2310985,1514565,1321661,0,4927916,1,95533737.0,89661298.0,-5872439.0,0.0,-5872439.0,0.0,-688071.0,19431271.0,-3390682.0,149691903.0,76471845.0,0.0,19601799.0
105589,3371700.0,20539888.0,31324779.0,11147715.0,7727181.0,17179336.0,2997728.0,1586862.0,1410866.0,20177064.0,5381955.0,20970984.0,3810373.0,104307.0,30388498.0,9848610.0,20763473.0,18652916.0,2110557.0,18066500.0,20177064.0,898030.0,202077.0,0.0,74389.0,5642716.0,6817212.0,5717105.0,5717105.0,202077.0,202077.0,74389.0,74389.0,4542609.0,4542609.0,13124337,13124337,2563431,2563431,873623,380863,461207,31553,633010,330863,270594,31553,-301150,-97593,0,949471.0,949471.0,3553761,414799,20763473,17335308,3600169,-172004,-540478,540478,20763473,16794830,4140647,-172004,5906302,4073943,1933495,897184,3690489,2024467,3027023,1630175,1117996.0,209437.0,18652916,10086166,1788507,1042265,721847,263911,4750220,1,2417535.0,2158441.0,-259094.0,31553.0,-203557.0,-87090.0,2637854.0,18966063.0,2110557.0,18066500.0,6503144.0,7727181.0,18652916.0
105899,1101307.0,46022374.0,62583758.0,36816122.0,25573276.0,19633866.0,6133770.0,419892.0,5713878.0,25767636.0,11445000.0,33403793.0,5365719.0,503450.0,50813123.0,4790749.0,24297200.0,26135093.0,-1837893.0,27605529.0,25767636.0,1870681.0,0.0,0.0,0.0,14035034.0,15905715.0,14035034.0,14035034.0,0.0,0.0,0.0,0.0,14035034.0,14035034.0,12225727,12225727,2334356,2334356,2265882,339581,1926301,0,0,0,0,0,-258237,0,-258237,5968513.0,5968513.0,658706,658706,24297200,22629136,1668064,0,1792848,-1792848,24297200,24421984,-124784,0,4182465,2468025,2545914,1489173,10961825,4490292,4093847,1607566,4351042.0,426216.0,26135093,10481272,1224737,7172403,2159428,1715887,3381366,1,576455.0,419892.0,-156563.0,0.0,0.0,0.0,-1713109.0,24421984.0,-1837893.0,27605529.0,19633866.0,25573276.0,26135093.0
106342,75905861.0,32918285.0,114547057.0,42111321.0,8870545.0,8137967.0,64297769.0,66172324.0,-1874555.0,72435736.0,802959.0,54264315.0,26089382.0,195238.0,81388236.0,48469951.0,21829941.0,26855414.0,-15177325.0,92638534.0,72435736.0,1046897.0,65256.0,1241000.0,10458459.0,0.0,12811612.0,10458459.0,10458459.0,0.0,0.0,0.0,0.0,10458459.0,10458459.0,5715541,5715541,6253069,6253069,811615,709007,102608,0,811615,709007,102608,0,3761039,3761039,0,4297624.0,4297624.0,991053,991053,21829941,21727333,102608,0,263363,-263363,21829941,21990696,-160755,0,7517394,3805650,1791197,800105,6677181,2641456,6189313,2387393,4680329.0,35340.0,26855414,9669944,1843851,1974943,1970713,936389,10459574,1,108524843.0,94590500.0,-13934343.0,1006155.0,-10451888.0,-4488610.0,-14085335.0,21990696.0,-15177325.0,92638534.0,8137967.0,8870545.0,26855414.0
106713,3818793.0,20918021.0,26176804.0,9892650.0,9360812.0,12465361.0,3818793.0,3818793.0,0.0,16284154.0,1211539.0,31062111.0,7427713.0,0.0,39701363.0,18783342.0,8866485.0,10108817.0,-1242332.0,17526486.0,16284154.0,1329940.0,53293.0,506039.0,0.0,3660441.0,5549713.0,3660441.0,3660441.0,0.0,0.0,0.0,0.0,3660441.0,3660441.0,4944404,4944404,53293,53293,1383233,1383233,0,0,1383233,1383233,0,0,-708152,-708152,0,1321392.0,1321392.0,1872315,1872315,8866485,8866485,0,0,-665,665,8866485,8865820,665,0,2148703,1885290,815439,436518,1054412,589808,3813643,812024,2276620.0,836471.0,10108817,4560111,531464,1413310,1105330,436363,2062239,1,4425483.0,3818793.0,-606690.0,65826.0,-708152.0,-665.0,-635642.0,9473175.0,-1242332.0,17526486.0,16284154.0,9360812.0,10108817.0
106810,104932.0,3527929.0,5263821.0,2520506.0,2226595.0,1141966.0,1601349.0,1601349.0,0.0,2743315.0,358233.0,4003752.0,2544641.0,0.0,7172565.0,3644636.0,3520771.0,4101247.0,-575190.0,3318505.0,2743315.0,486281.0,12305.0,119750.0,82951.0,817653.0,1518940.0,900604.0,900604.0,0.0,0.0,82951.0,82951.0,817653.0,817653.0,1483254,1483254,0,0,1294635,1192276,0,102359,913543,811184,0,102359,24439,803,0,671112.0,671112.0,27116,27116,3520771,3374561,0,146210,81010,0,3520771,3455571,0,65200,695977,535124,504962,219261,1128944,620245,1264905,462623,506459.0,50600.0,4101247,1887853,292040,0,206933,109037,1605384,1,1536149.0,1601349.0,65200.0,102359.0,43851.0,-81010.0,-645676.0,3455571.0,-575190.0,3318505.0,-355916.0,2226595.0,4101247.0
107044,227328860.0,212373408.0,477293212.0,59119580.0,35066454.0,185837308.0,232336324.0,139119778.0,93216546.0,418173632.0,47365352.0,293231974.0,74296718.0,11719681.0,426613725.0,214240317.0,131925984.0,126514109.0,5411875.0,412761757.0,418173632.0,3487790.0,329572.0,2668375.0,7238593.0,29938973.0,43663303.0,37177566.0,37177566.0,0.0,0.0,10119101.0,10119101.0,27058465.0,27058465.0,62501231,62501231,2089031,2089031,21222892,3450833,13326260,4445799,21222892,3450833,13326260,4445799,8271948,10137071,-1641535,24266329.0,24266329.0,3810773,3810773,131925984,116019048,11684725,4222211,6089160,-6089160,131925984,122108208,5595565,4222211,49075679,24053575,14452765,7582749,19921075,7774962,13472141,5219188,19799395.0,1581282.0,126514109,50256803,15899357,10920561,11668153,758640,37010595,1,215620486.0,219637477.0,4016991.0,4615111.0,8808982.0,-9407102.0,-4237597.0,120196879.0,5411875.0,412761757.0,98532798.0,35065454.0,126514109.0
107080,220256747.0,124632361.0,359727358.0,106674299.0,78503618.0,52541366.0,200511693.0,83877045.0,116634648.0,253053059.0,15091632.0,161323090.0,32017805.0,6662405.0,215094932.0,90462571.0,34192137.0,46822675.0,-12630538.0,265683597.0,253053059.0,1310596.0,1718834.0,0.0,4752090.0,32459594.0,40241114.0,37211684.0,37211684.0,0.0,0.0,0.0,0.0,37211684.0,37211684.0,10866998,10866998,12075543,12075543,13541983,8971261,3856745,713977,13228556,8657834,3856745,713977,-16531215,-3212957,-13318258,13460508.0,13460508.0,766368,1401060,34192137,43574365,-9841231,459003,9668202,-9668202,34192137,53242567,-19509433,459003,13653042,7517454,4090955,1741008,10228820,3502347,6682801,3001760,11065429.0,1563479.0,46822675,17662151,4002588,6335569,4603536,2482224,11736607,1,239600607.0,219548953.0,-20051654.0,7704569.0,-16531210.0,-11225013.0,6419892.0,53052952.0,-12630538.0,265683597.0,90349429.0,78503618.0,46822675.0
107141,157964134.0,82672145.0,277379358.0,9743290.0,4925320.0,125239651.0,142396417.0,115871919.0,26524498.0,267636068.0,182366.0,144472995.0,20645739.0,285222.0,165586322.0,82914177.0,40290319.0,49601345.0,-9311026.0,276947094.0,267636068.0,2013019.0,2707002.0,1146125.0,5364131.0,14535173.0,25765450.0,21125117.0,21749691.0,704262.0,704262.0,5364131.0,4778038.0,14535173.0,14496692.0,20037266,20037266,5347488,5347488,11460675,5560573,4558948,1341154,11425847,5525745,4558948,1341154,-11613581,-2004163,-9609418,7381403.0,7381403.0,6404111,1982098,40290319,39577622,-628457,1341154,4107590,-4107590,40290319,43685212,-4736047,1341154,17652749,9510080,4922943,2043360,8482073,3493591,8797495,3602668,6330539.0,415606.0,49601345,19743291,5649966,5380761,5044826,122612,13659889,1,168713795.0,154690175.0,-14023620.0,1341154.0,-11641683.0,-5929130.0,2185141.0,47785595.0,-9311026.0,276947094.0,74017324.0,4925320.0,49601345.0
107512,121749841.0,92451072.0,225528088.0,58381746.0,51967562.0,22590825.0,144555517.0,34895726.0,109659791.0,167146342.0,9429875.0,123820008.0,18634585.0,10076863.0,168208932.0,75757860.0,45450339.0,49322965.0,-3872626.0,171018968.0,167146342.0,1964199.0,675487.0,2973317.0,2262389.0,25607494.0,33482886.0,27869883.0,27869883.0,2084805.0,2084805.0,2262389.0,2262389.0,18585173.0,18585173.0,18403076,18403076,5417946,0,8466509,5047853,1794443,1624213,8328009,5047853,1655943,1624213,-1710085,2682748,-4223140,11236449.0,11236449.0,3636444,4127508,45450339,41497634,3952705,0,12024206,-12024206,45450339,53521840,-8071501,0,15722905,9038901,1732720,724983,10790796,4080915,7659029,3249529,9922897.0,965076.0,49322965,18726871,5340563,3455370,4565362,2594033,14640766,1,145465427.0,137304252.0,-8161175.0,1624213.0,-3879327.0,-5906061.0,4198875.0,53521840.0,-3872626.0,171018968.0,17927912.0,51967562.0,49322965.0
107558,120105712.0,57591639.0,191932974.0,18448541.0,11579755.0,38144498.0,135339935.0,108335047.0,27004888.0,173484433.0,4230544.0,76904682.0,15307390.0,1538626.0,97981242.0,40389603.0,20057911.0,32123536.0,-12065525.0,185550058.0,173484433.0,1465627.0,321402.0,586541.0,1697171.0,9983308.0,14054049.0,11125620.0,11680479.0,321402.0,321402.0,3117430.0,3117430.0,6189479.0,5634620.0,9107287,9107287,3948408,3467098,4666008,1530716,2606261,529031,4666008,1530716,2606261,529031,-4241122,-54816,-205129,3705175.0,3705175.0,2872155,2872155,20057911,20627615,2882442,-3452146,18873418,-18873418,20057911,39501033,-15990976,-3452146,11185366,3625385,1941547,1127195,4663948,2139529,8878528,2064150,5454147.0,507374.0,32123536,9463633,2121554,5709103,2209906,131850,12487490,1,135708990.0,126791516.0,-8917474.0,574186.0,-5019783.0,-5542070.0,7377497.0,39501033.0,-12065525.0,185550058.0,65149386.0,11579755.0,32123536.0
107600,14988232.0,39669853.0,65341640.0,7316709.0,4798920.0,40928272.0,17096659.0,10240945.0,6855714.0,58024931.0,1504990.0,58271680.0,11585797.0,1073679.0,74216912.0,34547059.0,23147800.0,22043751.0,1104049.0,56920882.0,58024931.0,2297911.0,1681084.0,1000000.0,2691680.0,0.0,7670675.0,5186833.0,5186833.0,1495153.0,1495153.0,0.0,0.0,2691680.0,2691680.0,3852997,3852997,11389042,11389042,7993997,940878,6718257,334862,7993997,940878,6718257,334862,-2822485,-386079,-1906207,2594007.0,2594007.0,140242,140242,23147800,18531087,4812050,-195337,2977438,-2977438,23147800,21508525,1834612,-195337,3967841,2319341,2495467,954574,5336258,1490141,6242158,2486154,3723927.0,191092.0,22043751,7463065,1243179,2743006,2340115,316828,7937558,1,14618867.0,14988232.0,369365.0,3621302.0,-2810924.0,-441013.0,-535226.0,21508525.0,1104049.0,56920882.0,12913053.0,4798920.0,22043751.0
107877,12875667.0,24833625.0,42773926.0,3363444.0,2761492.0,28849231.0,10561251.0,8858325.0,1702926.0,39410482.0,2368138.0,34357123.0,3692799.0,802731.0,41220791.0,16387166.0,13467480.0,12722088.0,745392.0,39033758.0,39410482.0,1288751.0,800643.0,0.0,152901.0,6900412.0,9142707.0,7053313.0,7053313.0,44930.0,44930.0,3737607.0,3737607.0,1982025.0,1982025.0,3530697,3530697,708583,708583,1476992,1124353,212043,140596,1476992,1124353,212043,140596,-1300860,-261094,-45584,3513328.0,3513328.0,4654553,4654553,13467480,14154607,166459,-853586,530508,-530508,13467480,14685115,-364049,-853586,2195039,1543417,752739,298784,3055553,1447153,3733016,1340600,2857442.0,178369.0,12722088,4808323,1036332,1583900,953492,94212,4245829,1,14246058.0,12875667.0,-1370391.0,140596.0,-796838.0,-567947.0,1963027.0,14685115.0,745392.0,39033758.0,28849231.0,2761492.0,12722088.0
